https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4066,n処理終了,,,,,,,,,,,,,,,,,d08_import_license_datas,分割処理中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,施設名,施設-住所1,施設-住所0,施設-住所2,施設-マンション名,施設-電話番号1,業種,業態,申請者1,申請者2,申請-住所0,申請-住所1,申請-マンション名,申請-電話番号1,開業年月日,許可年月日,確認番号,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,ハイウェーブカフェ,福井県,福井市福新町２００４―２,福井市福新町２００４―２,,0776-34-1808,飲食店,食堂,有限会社高波,髙田 健一,福井県福井市福新町２００４―２,福井県福井市福新町２００４―２,,0776-34-1808,1985年8月6日,2019年4月24日,福井市指令生衛第19-2-42,,221,ハイウェーブカフェ,0776,0776-34-1808,,,,福井県　福井市福新町２００４―２,福井県福井市福新町２００４―２,,97433,18,18201,福新町,,1985/08/06,2019/04/24,,,有限会社高波,髙田 健一,0776-34-1808,福井県福井市福新町２００４―２,福井県福井市福新町２００４―２,,97433,福井県,福井市,福新町,福井市指令生衛第19-2-42,,飲食店営業, 食堂,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,ハイウェブカフェ0776-34-18089743318201,326dd1fe-d5ec-4e0e-817b-e5d0388d35d4,有限会社高波97433,cc3213b6-01b8-4440-b39a-1029f4d49fae,3f4852bb-f6c1-49d6-9c24-d07578b83019,2019/04/24,ハイウェーブカフェ,ハイウェブカフェ,有限会社高波
1803,パン工房　Ｐｒｅｃｉｏｕｓ,,福井市運動公園１丁目1408,福井市運動公園１丁目１４０８,,0776-36-4880,飲食店,仕出し弁当,,前田 幸玲,,,,,2013年9月26日,2019年4月24日,福井市指令生衛第19-2-72,,221,パン工房　Ｐｒｅｃｉｏｕｓ,0776,0776-36-4880,,,,　福井市運動公園１丁目１４０８,福井県福井市運動公園１丁目１４０８,,97073,18,18201,運動公園１,,2013/09/26,2019/04/24,,,,前田 幸玲,,,,,,,,,福井市指令生衛第19-2-72,,飲食店営業, 仕出し弁当,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,パン工房Ｐｒｅｃｉｏｕｓ0776-36-48809707318201,8bb709aa-73e5-47b6-b9ed-98a4791383cd,,personal,9149e238-ce41-44d4-a609-6040e2f78f41,2019/04/24,パン工房　Ｐｒｅｃｉｏｕｓ,パン工房Ｐｒｅｃｉｏｕｓ,
1804,パン工房　Ｐｒｅｃｉｏｕｓ,,福井市運動公園１丁目1408,福井市運動公園１丁目１４０８,,0776-36-4880,菓子製造業,一般,,前田 幸玲,,,,,2013年9月26日,2019年4月24日,福井市指令生衛第19-2-73,,221,パン工房　Ｐｒｅｃｉｏｕｓ,0776,0776-36-4880,,,,　福井市運動公園１丁目１４０８,福井県福井市運動公園１丁目１４０８,,97073,18,18201,運動公園１,,2013/09/26,2019/04/24,,,,前田 幸玲,,,,,,,,,福井市指令生衛第19-2-73,,菓子製造業, 一般,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,E,9,,,パン工房Ｐｒｅｃｉｏｕｓ0776-36-48809707318201,8bb709aa-73e5-47b6-b9ed-98a4791383cd,,personal,1426476b-faf4-47ed-997a-a732d601e96f,2019/04/24,パン工房　Ｐｒｅｃｉｏｕｓ,パン工房Ｐｒｅｃｉｏｕｓ,
1805,ベルナール飯塚,福井県,福井市飯塚町１１―１１１ＭＥＧＡドン・キホーテＵＮＹ内　１Ｆ,福井市飯塚町１１―１１１,ＭＥＧＡドン・キホーテＵＮＹ内 １Ｆ,0776-33-6602,飲食店,仕出し弁当,北越フジパンストアー株式会社,高山 昭一,愛知県名古屋市瑞穂区松園町１丁目50,愛知県名古屋市瑞穂区松園町１丁目５０,,052-834-3934,2008年7月18日,2019年4月24日,福井市指令生衛第19-2-69,,221,ベルナール飯塚,0776,0776-33-6602,,,,福井県　福井市飯塚町１１―１１１,福井県福井市飯塚町１１―１１１,ＭＥＧＡドン・キホーテＵＮＹ内 １Ｆ,97039,18,18201,飯塚町,,2008/07/18,2019/04/24,,,北越フジパンストアー株式会社,高山 昭一,052-834-3934,愛知県名古屋市瑞穂区松園町１丁目５０,愛知県名古屋市瑞穂区松園町１丁目５０,,115479,愛知県,名古屋市瑞穂区,松園町１,福井市指令生衛第19-2-69,,飲食店営業, 仕出し弁当,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,ベルナル飯塚0776-33-66029703918201,7435c57c-014d-44df-ab74-98b875208854,北越フジパンストアー株式会社115479,b40caeb3-a91b-49e9-b173-422b22df2d93,01a3d7a0-6909-4743-9fbf-45c53478067d,2019/04/24,ベルナール飯塚,ベルナル飯塚,北越フジパンストアー株式会社
1806,ベルナール飯塚,福井県,福井市飯塚町１１―１１１ＭＥＧＡドン・キホーテＵＮＹ内　１Ｆ,福井市飯塚町１１―１１１,ＭＥＧＡドン・キホーテＵＮＹ内 １Ｆ,0776-33-6602,菓子製造業,一般,北越フジパンストアー株式会社,高山 昭一,愛知県名古屋市瑞穂区松園町１丁目50,愛知県名古屋市瑞穂区松園町１丁目５０,,052-834-3934,2008年7月18日,2019年4月24日,福井市指令生衛第19-2-70,,221,ベルナール飯塚,0776,0776-33-6602,,,,福井県　福井市飯塚町１１―１１１,福井県福井市飯塚町１１―１１１,ＭＥＧＡドン・キホーテＵＮＹ内 １Ｆ,97039,18,18201,飯塚町,,2008/07/18,2019/04/24,,,北越フジパンストアー株式会社,高山 昭一,052-834-3934,愛知県名古屋市瑞穂区松園町１丁目５０,愛知県名古屋市瑞穂区松園町１丁目５０,,115479,愛知県,名古屋市瑞穂区,松園町１,福井市指令生衛第19-2-70,,菓子製造業, 一般,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,E,9,,,ベルナル飯塚0776-33-66029703918201,7435c57c-014d-44df-ab74-98b875208854,北越フジパンストアー株式会社115479,b40caeb3-a91b-49e9-b173-422b22df2d93,f27c9c74-15e3-4f57-a423-6c9091f64d79,2019/04/24,ベルナール飯塚,ベルナル飯塚,北越フジパンストアー株式会社
1807,ミスタードーナツ　ワッセショップ,福井県,福井市久喜津町５２―１１,福井市久喜津町５２―１１,,0776-33-6550,菓子製造業,一般,株式会社みつばち,川崎 由美子,福井県福井市間山町３―５８,福井県福井市間山町３―５８,,0776-52-2010,2007年3月8日,2019年4月24日,福井市指令生衛第19-2-77,,221,ミスタードーナツ　ワッセショップ,0776,0776-33-6550,,,,福井県　福井市久喜津町５２―１１,福井県福井市久喜津町５２―１１,,97180,18,18201,久喜津町,,2007/03/08,2019/04/24,,,株式会社みつばち,川崎 由美子,0776-52-2010,福井県福井市間山町３―５８,福井県福井市間山町３―５８,,97480,福井県,福井市,間山町,福井市指令生衛第19-2-77,,菓子製造業, 一般,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,E,9,,,ミスタドナツワッセショップ0776-33-65509718018201,f9d40dda-56a9-4c60-bc32-5670a6089074,株式会社みつばち97480,7b43436b-8664-4221-bfad-5f73c35fd496,0988b1ee-7c24-48d5-9c9a-ec5163fbb5bf,2019/04/24,ミスタードーナツ　ワッセショップ,ミスタドナツワッセショップ,株式会社みつばち
1808,モンモランシー,,福井市加茂河原３丁目１３―１６,福井市加茂河原３丁目１３―１６,,0776-36-2003,菓子製造業,一般,,吉本 華乃子,,,,,2007年3月23日,2019年4月24日,福井市指令生衛第19-2-98,,221,モンモランシー,0776,0776-36-2003,,,,　福井市加茂河原３丁目１３―１６,福井県福井市加茂河原３丁目１３―１６,,97155,18,18201,加茂河原３,,2007/03/23,2019/04/24,,,,吉本 華乃子,,,,,,,,,福井市指令生衛第19-2-98,,菓子製造業, 一般,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,E,9,,,モンモランシ0776-36-20039715518201,2caec558-e733-417d-8c63-d4bce66ed211,,personal,1b996424-3f30-44f7-bc03-dd872e1ca0d1,2019/04/24,モンモランシー,モンモランシ,
1809,ヨーロッパ軒　やしろ支店,福井県,福井市渕４丁目1108,福井市渕４丁目１１０８,,0776-35-0466,飲食店,食堂,有限会社セーバー・ヨーロッパ,髙畠 重蔵,福井県福井市渕４丁目402,福井県福井市渕４丁目４０２,,0776-35-0466,2002年4月17日,2019年4月24日,福井市指令生衛第19-2-49,,221,ヨーロッパ軒　やしろ支店,0776,0776-35-0466,,,,福井県　福井市渕４丁目１１０８,福井県福井市渕４丁目１１０８,,97623,18,18201,渕４,,2002/04/17,2019/04/24,,,有限会社セーバー・ヨーロッパ,髙畠 重蔵,0776-35-0466,福井県福井市渕４丁目４０２,福井県福井市渕４丁目４０２,,97623,福井県,福井市,渕４,福井市指令生衛第19-2-49,,飲食店営業, 食堂,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,ヨロッパ軒やしろ支店0776-35-04669762318201,f26f4d13-72c6-44db-ab5a-882bccbb1cfd,有限会社セーバー・ヨーロッパ97623,b2ab8147-d3ac-4982-9a92-b19b3b6b92b7,19a53160-a1a3-4903-beee-f4462984d5b8,2019/04/24,ヨーロッパ軒　やしろ支店,ヨロッパ軒やしろ支店,有限会社セーバー・ヨーロッパ
1810,ラウンジ　ｅｍｂｅｌｌｉｒ,,福井市順化２丁目１９―１３ウエルカムビル２Ｆ,福井市順化２丁目１９―１３,ウエルカムビル２Ｆ,0776-25-6588,飲食店,社交飲食,,杠 啓子,,,,,2013年9月26日,2019年4月24日,福井市指令生衛第19-2-109,,221,ラウンジ　ｅｍｂｅｌｌｉｒ,0776,0776-25-6588,,,,　福井市順化２丁目１９―１３,福井県福井市順化２丁目１９―１３,ウエルカムビル２Ｆ,97262,18,18201,順化２,,2013/09/26,2019/04/24,,,,杠 啓子,,,,,,,,,福井市指令生衛第19-2-109,,飲食店営業, 社交飲食,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,ラウンジｅｍｂｅｌｌｉｒ0776-25-65889726218201,63ae94ed-2396-4e13-ba31-a3378b35c3c5,,personal,f5fae6fb-772f-4152-9372-92add29ba428,2019/04/24,ラウンジ　ｅｍｂｅｌｌｉｒ,ラウンジｅｍｂｅｌｌｉｒ,
1811,菓子工房　オルロージュ,福井県,福井市種池２丁目404,福井市種池２丁目４０４,,0776-33-0008,飲食店,軽食,株式会社森八大名閣,森 雅信,福井県福井市大手３丁目１５―９,福井県福井市大手３丁目１５―９,,0776-25-0003,2007年11月6日,2019年4月24日,福井市指令生衛第19-2-81,,221,菓子工房　オルロージュ,0776,0776-33-0008,,,,福井県　福井市種池２丁目４０４,福井県福井市種池２丁目４０４,,97619,18,18201,種池２,,2007/11/06,2019/04/24,,,株式会社森八大名閣,森 雅信,0776-25-0003,福井県福井市大手３丁目１５―９,福井県福井市大手３丁目１５―９,,97093,福井県,福井市,大手３,福井市指令生衛第19-2-81,,飲食店営業, 軽食,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,菓子工房オルロジュ0776-33-00089761918201,4ceb1b29-cb0c-44d1-8fd9-ffcae26753af,株式会社森八大名閣97093,ce3c9021-aa16-45c7-af69-b2707ebc40ac,803b9d5d-6a3e-447c-8c72-ca5a4db9ee67,2019/04/24,菓子工房　オルロージュ,菓子工房オルロジュ,株式会社森八大名閣
1812,株式会社バロー　やしろ店,福井県,福井市種池２丁目１００１,福井市種池２丁目１００１,,0776-36-5515,魚介類販売業,一般,株式会社バロー,田代 正美,岐阜県多治見市大針町６６１－１,岐阜県多治見市大針町６６１－１,,0572-20-0860,1988年8月25日,2019年4月24日,福井市指令生衛第19-2-57,,221,株式会社バロー　やしろ店,0776,0776-36-5515,,,,福井県　福井市種池２丁目１００１,福井県福井市種池２丁目１００１,,97619,18,18201,種池２,,1988/08/25,2019/04/24,,,株式会社バロー,田代 正美,0572-20-0860,岐阜県多治見市大針町６６１－１,岐阜県多治見市大針町６６１－１,,106126,岐阜県,多治見市,大針町,福井市指令生衛第19-2-57,,魚介類販売業, 一般,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,I,58,,,株式会社バロやしろ店0776-36-55159761918201,44478973-9a61-4677-a2a3-3b9faa48f612,株式会社バロー106126,2e05098d-8afc-4796-89c2-a3baf06199b9,278b3bda-badc-49ff-806c-aeb90d92e3a9,2019/04/24,株式会社バロー　やしろ店,株式会社バロやしろ店,株式会社バロー
1813,吉田　やきとり,,福井市運動公園１丁目602,福井市運動公園１丁目６０２,,0776-36-8687,飲食店,軽食,,吉田 菊男,,,,,1989年6月6日,2019年4月24日,福井市指令生衛第19-2-97,,221,吉田　やきとり,0776,0776-36-8687,,,,　福井市運動公園１丁目６０２,福井県福井市運動公園１丁目６０２,,97073,18,18201,運動公園１,,1989/06/06,2019/04/24,,,,吉田 菊男,,,,,,,,,福井市指令生衛第19-2-97,,飲食店営業, 軽食,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,吉田やきとり0776-36-86879707318201,d03b2c94-eab9-451f-a12d-a670f8d0ec62,,personal,61801620-daa6-468d-bf20-2538a05f5993,2019/04/24,吉田　やきとり,吉田やきとり,
1814,五味五色じゅじゅむむ,,福井市順化２丁目１３―１セントビュー片町１Ｆ,福井市順化２丁目１３―１,セントビュー片町１Ｆ,0776-27-1808,飲食店,食堂,,橋本 彬,,,,,2008年7月23日,2019年4月24日,福井市指令生衛第19-2-108,,221,五味五色じゅじゅむむ,0776,0776-27-1808,,,,　福井市順化２丁目１３―１,福井県福井市順化２丁目１３―１,セントビュー片町１Ｆ,97262,18,18201,順化２,,2008/07/23,2019/04/24,,,,橋本 彬,,,,,,,,,福井市指令生衛第19-2-108,,飲食店営業, 食堂,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,五味五色じゅじゅむむ0776-27-18089726218201,b59e8612-0270-4c53-9edc-27033dd8fcbf,,personal,c8c54129-2eb7-4e0e-8e07-8063742f167f,2019/04/24,五味五色じゅじゅむむ,五味五色じゅじゅむむ,
1815,食楽館　焼肉大将,,福井市飯塚町７―２―２,福井市飯塚町７―２―２,,0776-36-6913,飲食店,社交飲食,,橋本 辰夫,,,,,2003年11月7日,2019年4月24日,福井市指令生衛第19-2-55,,221,食楽館　焼肉大将,0776,0776-36-6913,,,,　福井市飯塚町７―２―２,福井県福井市飯塚町７―２―２,,97039,18,18201,飯塚町,,2003/11/07,2019/04/24,,,,橋本 辰夫,,,,,,,,,福井市指令生衛第19-2-55,,飲食店営業, 社交飲食,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,食楽館焼肉大将0776-36-69139703918201,aeaaa5cc-9c67-4004-bf7c-63bbc6a51488,,personal,b03f1184-ffc8-4998-b57b-be2f39a8cff2,2019/04/24,食楽館　焼肉大将,食楽館焼肉大将,
1816,心愛,福井県,福井市渕３丁目1010ループヤシロビル,福井市渕３丁目1010,ループヤシロビル,,喫茶店,純喫茶,一般財団法人認知症高齢者医療介護教育センター,宮永　節哉,福井県福井市島寺町９３―６,福井県福井市島寺町９３―６,,0776-98-2700,2013年9月13日,2019年4月24日,福井市指令生衛第19-2-53,,221,心愛,0776,,,,,福井県　福井市渕３丁目1010,福井県福井市渕３丁目１０１０,ループヤシロビル,97622,18,18201,渕３,,2013/09/13,2019/04/24,,,一般財団法人認知症高齢者医療介護教育センター,宮永　節哉,0776-98-2700,福井県福井市島寺町９３―６,福井県福井市島寺町９３―６,,97687,福井県,福井市,島寺町,福井市指令生衛第19-2-53,,喫茶店営業, 純喫茶,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,心愛9762218201,e2964ca0-b546-46e8-a7b7-6175e50db2b6,一般財団法人認知症高齢者医療介護教育センター97687,c3ee79ea-cb22-4360-b254-422564716f91,2de3060e-8f73-4b6f-898a-d9cbe14846cc,2019/04/24,心愛,心愛,一般財団法人認知症高齢者医療介護教育センター
1817,石焼ステーキ贅　福井飯塚店,福井県,福井市飯塚町１０―４―１,福井市飯塚町１０―４―１,,0776-36-5003,飲食店,食堂,株式会社サルーン,石丸 進,新潟県三条市石上１丁目４―１２,新潟県三条市石上１丁目４―１２,,0256-35-5717,2008年7月23日,2019年4月24日,福井市指令生衛第19-2-34,,221,石焼ステーキ贅　福井飯塚店,0776,0776-36-5003,,,,福井県　福井市飯塚町１０―４―１,福井県福井市飯塚町１０―４―１,,97039,18,18201,飯塚町,,2008/07/23,2019/04/24,,,株式会社サルーン,石丸 進,0256-35-5717,新潟県三条市石上１丁目４―１２,新潟県三条市石上１丁目４―１２,,86009,新潟県,三条市,石上１,福井市指令生衛第19-2-34,,飲食店営業, 食堂,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,石焼ステキ贅福井飯塚店0776-36-50039703918201,34fe5a7c-581b-4d66-afe0-37b403a74697,株式会社サルーン86009,42ac1e49-be23-4fa2-b651-42ce6123138d,0a431813-66f3-4318-a252-9d6d36d2cd18,2019/04/24,石焼ステーキ贅　福井飯塚店,石焼ステキ贅福井飯塚店,株式会社サルーン
1818,肉の高島屋　やしろ店,,福井市渕４丁目704社中央会館内,福井市渕４丁目７０４,社中央会館内,0776-36-8828,飲食店,そうざい,,水島 芳枝,,,,,1986年7月8日,2019年4月24日,福井市指令生衛第19-2-76,,221,肉の高島屋　やしろ店,0776,0776-36-8828,,,,　福井市渕４丁目７０４,福井県福井市渕４丁目７０４,社中央会館内,97623,18,18201,渕４,,1986/07/08,2019/04/24,,,,水島 芳枝,,,,,,,,,福井市指令生衛第19-2-76,,飲食店営業, そうざい,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,肉の高島屋やしろ店0776-36-88289762318201,0a060a92-5074-414e-b9a3-9b2c29196482,,personal,1e0f2565-9c51-43b4-9730-fb36b79300e1,2019/04/24,肉の高島屋　やしろ店,肉の高島屋やしろ店,
1819,梅月堂,福井県,福井市加茂河原１丁目２―３,福井市加茂河原１丁目２―３,,0776-36-3083,菓子製造業,一般,有限会社梅月堂,大久保 利道,福井県福井市加茂河原１丁目２―３,福井県福井市加茂河原１丁目２―３,,0776-36-3083,1990年9月29日,2019年4月24日,福井市指令生衛第19-2-54,,221,梅月堂,0776,0776-36-3083,,,,福井県　福井市加茂河原１丁目２―３,福井県福井市加茂河原１丁目２―３,,97153,18,18201,加茂河原１,,1990/09/29,2019/04/24,,,有限会社梅月堂,大久保 利道,0776-36-3083,福井県福井市加茂河原１丁目２―３,福井県福井市加茂河原１丁目２―３,,97153,福井県,福井市,加茂河原１,福井市指令生衛第19-2-54,,菓子製造業, 一般,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,E,9,,,梅月堂0776-36-30839715318201,e3e9ecc1-a3e0-4e05-aab6-071c1e65a43a,有限会社梅月堂97153,e0b4637f-f873-4936-bdd3-5666ddaeae9b,8f7f2911-c1f3-405d-9046-a6d1da87b505,2019/04/24,梅月堂,梅月堂,有限会社梅月堂
