https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,n処理終了,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
確認番号,業種,業態,施設名,施設-住所1,施設-マンション名,申請者1,申請-住所1,申請-マンション名,施設-電話番号1,申請-電話番号1,許可期間開始日,許可期間終了日,許可年月日,開業年月日,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
許可番号,営業の種類,細業種,施設の名称,施設所在地,施設所在地ビル名,営業者氏名,営業者住所,営業者住所ビル名,施設電話番号,営業者電話番号,有効期間始期,有効期間終期,施行年月日,初回施行日,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
3衣保第2-252号,飲食店営業,一般食堂・レストラン等,新月堂,知立市内幸町加藤１０４－５,,野村 茂弘,,,0566-81-0330,,2022/02/01,2028/01/31,2021/12/01,2021/12/01,,260,新月堂,0566,0566-81-0330,,,,知立市内幸町加藤１０４－５,愛知県知立市内幸町加藤１０４－５,,129268,23,23225,内幸町加藤,,2021/12/01,2021/12/01,2022/02/01,2028/01/31,,野村 茂弘,,,,,,,,,3衣保第2-252号,,飲食店営業, 一般食堂・レストラン等,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,新月堂0566-81-033012926823225,869d8e32-2178-4c03-b512-e8073bd83c1f,,personal,7ebf7d08-ee35-444f-a68c-24c16861ec20,2021/12/01,新月堂,新月堂,
3衣保第4-31号,菓子製造業,一般,ベーカリーショップ エピール,知立市上重原町己ノ池５３－１,ドミー知立店１Ｆ,石川 俊明,,,0566-82-5028,,2022/01/01,2027/12/31,2021/12/08,2021/12/08,,260,ベーカリーショップ エピール,0566,0566-82-5028,,,,知立市上重原町己ノ池５３－１,愛知県知立市上重原町己ノ池５３－１,ドミー知立店１Ｆ,129298,23,23225,上重原町己ノ池,,2021/12/08,2021/12/08,2022/01/01,2027/12/31,,石川 俊明,,,,,,,,,3衣保第4-31号,,菓子製造業, 一般,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,E,9,,,ベカリショップエピル0566-82-502812929823225,0030864c-649a-4f32-b1d3-d12dd0cd754d,,personal,762156c7-b609-4c39-b932-858e38774512,2021/12/08,ベーカリーショップ　エピール,ベカリショップエピル,
3衣保第2-256号,飲食店営業,すし,福寿司,知立市上重原町村上４３－１,,永田 多喜男,,,0566-81-1844,,2022/02/01,2028/01/31,2021/12/01,2021/12/01,,260,福寿司,0566,0566-81-1844,,,,知立市上重原町村上４３－１,愛知県知立市上重原町村上４３－１,,129299,23,23225,上重原町村上,,2021/12/01,2021/12/01,2022/02/01,2028/01/31,,永田 多喜男,,,,,,,,,3衣保第2-256号,,飲食店営業, すし,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,福寿司0566-81-184412929923225,f0f8b06c-b4ab-4b13-9f02-b16f9a424205,,personal,f22fdfa7-4514-4856-9e18-5440e3145f76,2021/12/01,福寿司,福寿司,
3衣保第2-248号,飲食店営業,その他,こもれび,知立市弘栄３－４３,,株式会社 オオヤ,愛知県知立市桜木町桜木６６番４,オオヤビル,0566-81-9103,0566-81-9103,2022/02/01,2028/01/31,2021/12/01,2021/12/01,,260,こもれび,0566,0566-81-9103,,,,知立市弘栄３－４３,愛知県知立市弘栄３－４３,,129303,23,23225,弘栄３,,2021/12/01,2021/12/01,2022/02/01,2028/01/31,株式会社 オオヤ,,0566-81-9103,愛知県知立市桜木町桜木６６番４,愛知県知立市桜木町桜木６６番４,オオヤビル,129313,愛知県,知立市,桜木町桜木,3衣保第2-248号,,飲食店営業, その他,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,こもれび0566-81-910312930323225,ddb4284c-0e15-49f8-9bba-74a0dc59221b,株式会社オオヤ129313,e7cdd2d6-b6c9-4335-bb4a-4fd52def274b,9ef54327-c023-4e4e-b601-0789aec08b8e,2021/12/01,こもれび,こもれび,株式会社オオヤ
3衣保第1-256号,飲食店営業,その他,ｊａｃｋ ｓｐａｒｒｏｗ,知立市新富１丁目１１番地,新富日工ビル ２F,梅﨑 亀鶴友,,,0566-84-3088,,2021/12/10,2026/12/31,2021/12/10,2021/12/10,,260,ｊａｃｋ ｓｐａｒｒｏｗ,0566,0566-84-3088,,,,知立市新富１丁目１１番地,愛知県知立市新富１丁目１１番地,新富日工ビル ２F,129328,23,23225,新富１,,2021/12/10,2021/12/10,2021/12/10,2026/12/31,,梅﨑 亀鶴友,,,,,,,,,3衣保第1-256号,,飲食店営業, その他,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,ｊａｃｋｓｐａｒｒｏｗ0566-84-308812932823225,4d16f7db-424d-475e-a6bf-b94cd178e364,,personal,c60e7c48-d249-49bb-876d-6329ed82505a,2021/12/10,ｊａｃｋ　ｓｐａｒｒｏｗ,ｊａｃｋｓｐａｒｒｏｗ,
3衣保第1-250号,飲食店営業,一般食堂・レストラン等,Ｂａｋｅｒｙ ＯＬｉ,知立市宝一丁目１４－１４,,中島 亜美,,,,,2021/12/15,2026/12/31,2021/12/15,2021/12/15,,260,Ｂａｋｅｒｙ ＯＬｉ,0566,,,,,知立市宝一丁目１４－１４,愛知県知立市宝１丁目１４－１４,,129524,23,23225,宝１,,2021/12/15,2021/12/15,2021/12/15,2026/12/31,,中島 亜美,,,,,,,,,3衣保第1-250号,,飲食店営業, 一般食堂・レストラン等,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,ＢａｋｅｒｙＯＬｉ12952423225,6221953d-b843-449d-ad0a-04088c657ffc,,personal,915de6cc-eee0-4558-bcf8-c40a22bb41ee,2021/12/15,Ｂａｋｅｒｙ　ＯＬｉ,ＢａｋｅｒｙＯＬｉ,
3衣保第3-44号,菓子製造業,一般,Ｂａｋｅｒｙ ＯＬｉ,知立市宝一丁目１４－１４,,中島 亜美,,,,,2021/12/15,2026/12/31,2021/12/15,2021/12/15,,260,Ｂａｋｅｒｙ ＯＬｉ,0566,,,,,知立市宝一丁目１４－１４,愛知県知立市宝１丁目１４－１４,,129524,23,23225,宝１,,2021/12/15,2021/12/15,2021/12/15,2026/12/31,,中島 亜美,,,,,,,,,3衣保第3-44号,,菓子製造業, 一般,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,E,9,,,ＢａｋｅｒｙＯＬｉ12952423225,6221953d-b843-449d-ad0a-04088c657ffc,,personal,b835a018-d446-4ec0-b81f-ccb56d0a840d,2021/12/15,Ｂａｋｅｒｙ　ＯＬｉ,ＢａｋｅｒｙＯＬｉ,
3瀬保第911-155号,飲食店営業,旅館,さもと館,尾張旭市柏井町公園通５４９,,株式会社さもと,愛知県尾張旭市柏井町公園通５４９,,0561-53-2824,0561-53-2824,2022/01/01,2027/12/31,2021/12/03,2021/12/03,,250,さもと館,0561,0561-53-2824,,,,尾張旭市柏井町公園通５４９,愛知県尾張旭市柏井町公園通５４９,,129591,23,23226,柏井町公園通,,2021/12/03,2021/12/03,2022/01/01,2027/12/31,株式会社さもと,,0561-53-2824,愛知県尾張旭市柏井町公園通５４９,愛知県尾張旭市柏井町公園通５４９,,129591,愛知県,尾張旭市,柏井町公園通,3瀬保第911-155号,,飲食店営業, 旅館,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,さもと館0561-53-282412959123226,12c9ec40-8071-4e49-aa0c-c2683d44cf88,株式会社さもと129591,cf3b83f1-df91-4c91-bfb8-00265396fea1,14b679c3-2432-4efb-a62b-d893fac14853,2021/12/03,さもと館,さもと館,株式会社さもと
3瀬保第911-166号,飲食店営業,一般食堂・レストラン等,コピラ,尾張旭市庄中町１－１１－１６,ラ・フォーレ ASAMI １F,水野 義隆,,,0561-53-7755,,2022/01/01,2027/12/31,2021/12/07,2021/12/07,,250,コピラ,0561,0561-53-7755,,,,尾張旭市庄中町１－１１－１６,愛知県尾張旭市庄中町１－１１－１６,ラ・フォーレ ASAMI １F,129729,23,23226,庄中町１,,2021/12/07,2021/12/07,2022/01/01,2027/12/31,,水野 義隆,,,,,,,,,3瀬保第911-166号,,飲食店営業, 一般食堂・レストラン等,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,コピラ0561-53-775512972923226,c2ca27d5-5948-4573-8fa4-aad3ae8adbea,,personal,bc0c1fb6-45e0-44e9-b82a-45944e8dce31,2021/12/07,コピラ,コピラ,
3衣保第1-260号,飲食店営業,一般食堂・レストラン等,Ｈａｐｐｙ Ｂｌｕｅ,高浜市芳川町三丁目５番地２３,,市川 恵理,,,,,2021/12/23,2026/12/31,2021/12/23,2021/12/23,,260,Ｈａｐｐｙ Ｂｌｕｅ,0566,,,,,高浜市芳川町三丁目５番地２３,愛知県高浜市芳川町３丁目５番地２３,,129806,23,23227,芳川町３,,2021/12/23,2021/12/23,2021/12/23,2026/12/31,,市川 恵理,,,,,,,,,3衣保第1-260号,,飲食店営業, 一般食堂・レストラン等,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,ＨａｐｐｙＢｌｕｅ12980623227,f10e9dbd-fb1b-46c7-84f4-ff90e47922b4,,personal,72bcf198-22f9-4864-8ee2-2b24c242b7d9,2021/12/23,Ｈａｐｐｙ　Ｂｌｕｅ,ＨａｐｐｙＢｌｕｅ,
3衣保第4-32号,菓子製造業,一般,御菓子司 いそむら,高浜市春日町２－２－５,,磯村 順一,,,0566-53-0741,,2022/02/01,2027/01/31,2021/12/09,2021/12/09,,260,御菓子司 いそむら,0566,0566-53-0741,,,,高浜市春日町２－２－５,愛知県高浜市春日町２－２－５,,129843,23,23227,春日町２,,2021/12/09,2021/12/09,2022/02/01,2027/01/31,,磯村 順一,,,,,,,,,3衣保第4-32号,,菓子製造業, 一般,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,E,9,,,御菓子司いそむら0566-53-074112984323227,0f6e1167-450f-48d3-ba01-1800aacdf580,,personal,9c80aa98-5409-4023-b48a-4bafcb797258,2021/12/09,御菓子司　いそむら,御菓子司いそむら,
3衣保第2-293号,飲食店営業,一般食堂・レストラン等,ＰＯＫＨＡＲＡ ＲＥＳＴＡＵＲＡＮＴ,高浜市沢渡町４－６－５,一本木広場,Ｓ＆Ｋ株式会社,東京都練馬区上石神井一丁目１２番１４号,,0566-52-0241,,2022/03/01,2028/02/29,2021/12/23,2021/12/23,,260,ＰＯＫＨＡＲＡ ＲＥＳＴＡＵＲＡＮＴ,0566,0566-52-0241,,,,高浜市沢渡町４－６－５,愛知県高浜市沢渡町４－６－５,一本木広場,129852,23,23227,沢渡町４,,2021/12/23,2021/12/23,2022/03/01,2028/02/29,Ｓ＆Ｋ株式会社,,,東京都練馬区上石神井一丁目１２番１４号,東京都練馬区上石神井１丁目１２番１４号,,75181,東京都,練馬区,上石神井１,3衣保第2-293号,,飲食店営業, 一般食堂・レストラン等,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,ＰＯＫＨＡＲＡＲＥＳＴＡＵＲＡＮＴ0566-52-024112985223227,1550ea80-dc81-4097-bb1d-5d1e37e43a13,Ｓ＆Ｋ株式会社75181,59ffcbcd-74c1-4692-9eb4-c617fd997bdc,8523a2a0-b2af-4d8e-b380-32cdc60d8852,2021/12/23,ＰＯＫＨＡＲＡ　ＲＥＳＴＡＵＲＡＮＴ,ＰＯＫＨＡＲＡＲＥＳＴＡＵＲＡＮＴ,Ｓ＆Ｋ株式会社
3衣保第2-221号,飲食店営業,その他,株式会社 バロー高浜店,高浜市稗田町２－２－２７,,中部フーズ株式会社,岐阜県多治見市高根町４ー２０,,0566-54-2077,0572-29-1610,2021/12/01,2027/11/30,2021/11/08,2021/11/08,,260,株式会社 バロー高浜店,0566,0566-54-2077,,,,高浜市稗田町２－２－２７,愛知県高浜市稗田町２－２－２７,,129855,23,23227,稗田町２,,2021/11/08,2021/11/08,2021/12/01,2027/11/30,中部フーズ株式会社,,0572-29-1610,岐阜県多治見市高根町４ー２０,岐阜県多治見市高根町４－２０,,106299,岐阜県,多治見市,高根町４,3衣保第2-221号,,飲食店営業, その他,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,株式会社バロ高浜店0566-54-207712985523227,8511794b-4ac5-4848-90ab-e171e17e0fc3,中部フーズ株式会社106299,c5dae2d5-4f97-4349-9e9a-8a6f99f9774f,6bd92faa-d8f2-4b22-96e9-a81afabfc736,2021/11/08,株式会社バロー高浜店,株式会社バロ高浜店,中部フーズ株式会社
3衣保第2-274号,飲食店営業,一般食堂・レストラン等,来来亭 高浜店,高浜市稗田町２－７－１６,,有限会社ＡＬＬホワイト,京都府亀岡市大井町土田３丁目５番８号,,0566-53-3500,0771-29-5577,2022/03/01,2028/02/29,2021/12/23,2021/12/23,,260,来来亭 高浜店,0566,0566-53-3500,,,,高浜市稗田町２－７－１６,愛知県高浜市稗田町２－７－１６,,129855,23,23227,稗田町２,,2021/12/23,2021/12/23,2022/03/01,2028/02/29,有限会社ＡＬＬホワイト,,0771-29-5577,京都府亀岡市大井町土田３丁目５番８号,京都府亀岡市大井町土田３丁目５番８号,,149255,京都府,亀岡市,大井町土田３,3衣保第2-274号,,飲食店営業, 一般食堂・レストラン等,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,来来亭高浜店0566-53-350012985523227,6d690270-a8ef-4092-92be-3a075fd4aa10,有限会社ＡＬＬホワイト149255,ee4174ab-fff5-4e5d-a331-7289907bd4b5,154dc7fa-4000-4594-bdf1-27a1f072d54c,2021/12/23,来来亭　高浜店,来来亭高浜店,有限会社ＡＬＬホワイト
3衣保第6-13号,食肉販売業,一般,やまみ,高浜市稗田町６－２－１２,,山口 謙次,,,0566-91-5323,,2022/03/01,2028/02/29,2021/12/20,2021/12/20,,260,やまみ,0566,0566-91-5323,,,,高浜市稗田町６－２－１２,愛知県高浜市稗田町６－２－１２,,129859,23,23227,稗田町６,,2021/12/20,2021/12/20,2022/03/01,2028/02/29,,山口 謙次,,,,,,,,,3衣保第6-13号,,食肉販売業, 一般,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,I,58,583,,やまみ0566-91-532312985923227,f3f791ef-2bb9-4c96-871b-c46523df3354,,personal,c4ef914c-669b-4836-960b-b3add7cfda2c,2021/12/20,やまみ,やまみ,
3衣保第12-3号,食肉処理業,一般,やまみ,高浜市稗田町６－２－１２,,山口 謙次,,,0566-91-5323,,2022/03/01,2028/02/29,2021/12/20,2021/12/20,,260,やまみ,0566,0566-91-5323,,,,高浜市稗田町６－２－１２,愛知県高浜市稗田町６－２－１２,,129859,23,23227,稗田町６,,2021/12/20,2021/12/20,2022/03/01,2028/02/29,,山口 謙次,,,,,,,,,3衣保第12-3号,,食肉販売業, 一般,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,I,58,583,,やまみ0566-91-532312985923227,f3f791ef-2bb9-4c96-871b-c46523df3354,,personal,860e5b60-6414-4b15-8b0e-72e2911bf8fb,2021/12/20,やまみ,やまみ,
3衣保第2-303号,飲食店営業,喫茶店,ロンドンハウス,高浜市青木町９－１－３,,板倉 洋児,,,0566-53-3108,,2022/03/01,2028/02/29,2021/12/23,2021/12/23,,260,ロンドンハウス,0566,0566-53-3108,,,,高浜市青木町９－１－３,愛知県高浜市青木町９－１－３,,129841,23,23227,青木町９,,2021/12/23,2021/12/23,2022/03/01,2028/02/29,,板倉 洋児,,,,,,,,,3衣保第2-303号,,飲食店営業, 喫茶店,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,ロンドンハウス0566-53-310812984123227,512dff4e-bb94-4573-812e-c6d6e0a8836d,,personal,3400763b-55cc-4293-9286-8860130ebc87,2021/12/23,ロンドンハウス,ロンドンハウス,
3衣保第1-241号,飲食店営業,一般食堂・レストラン等,ＨＡＮＧ ＣＨＡＮ,高浜市論地町１－１－３３,,ＮＧUＹＥＮ ＴＨＡＮＨ ＨUＮＧ,,,,,2021/12/21,2026/12/31,2021/12/21,2021/12/21,,260,ＨＡＮＧ ＣＨＡＮ,0566,,,,,高浜市論地町１－１－３３,愛知県高浜市論地町１－１－３３,,129808,23,23227,論地町１,,2021/12/21,2021/12/21,2021/12/21,2026/12/31,,ＮＧUＹＥＮ ＴＨＡＮＨ ＨUＮＧ,,,,,,,,,3衣保第1-241号,,飲食店営業, 一般食堂・レストラン等,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,ＨＡＮＧＣＨＡＮ12980823227,17a09922-d49a-415f-8d94-4fb098cd0736,,personal,3d3e785c-90a1-41d3-baf3-c0cebf075714,2021/12/21,ＨＡＮＧ　ＣＨＡＮ,ＨＡＮＧＣＨＡＮ,
3衣保第3-45号,菓子製造業,一般,ｍａｋｋｏ,高浜市論地町二丁目２－３６,,赤木 真記子,,,,,2021/12/17,2027/12/31,2021/12/17,2021/12/17,,260,ｍａｋｋｏ,0566,,,,,高浜市論地町二丁目２－３６,愛知県高浜市論地町２丁目２－３６,,129809,23,23227,論地町２,,2021/12/17,2021/12/17,2021/12/17,2027/12/31,,赤木 真記子,,,,,,,,,3衣保第3-45号,,菓子製造業, 一般,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,E,9,,,ｍａｋｋｏ12980923227,4b190d44-1b02-4c68-8753-bbe1027953d9,,personal,46fda6ad-0797-4939-921a-f07fd21c8f18,2021/12/17,ｍａｋｋｏ,ｍａｋｋｏ,
3衣保第2-273号,飲食店営業,一般食堂・レストラン等,カフェ・キッチン クラシコ,高浜市向山町６－２－４３,,丹羽 恭彦,,,0566-55-2302,,2022/02/01,2028/01/31,2021/12/23,2021/12/23,,260,カフェ・キッチン クラシコ,0566,0566-55-2302,,,,高浜市向山町６－２－４３,愛知県高浜市向山町６－２－４３,,129818,23,23227,向山町６,,2021/12/23,2021/12/23,2022/02/01,2028/01/31,,丹羽 恭彦,,,,,,,,,3衣保第2-273号,,飲食店営業, 一般食堂・レストラン等,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,カフェキッチンクラシコ0566-55-230212981823227,396f34c1-794f-4040-98b6-ce8bba98f812,,personal,372e5fc7-3a78-44da-b42a-3f88cde54a11,2021/12/23,カフェ・キッチン　クラシコ,カフェキッチンクラシコ,
3江保第1-146号,飲食店営業,簡易な営業,セブン－イレブン岩倉神野町店,岩倉市神野町平久田１６番地,,株式会社サンライズ,愛知県岩倉市神野町平久田１６番地,,0587-66-7020,0587-66-7020,2021/12/23,2027/12/31,2021/12/23,2021/12/23,,256,セブン－イレブン岩倉神野町店,0587,0587-66-7020,,,,岩倉市神野町平久田１６番地,愛知県岩倉市神野町平久田１６番地,,129885,23,23228,神野町,,2021/12/23,2021/12/23,2021/12/23,2027/12/31,株式会社サンライズ,,0587-66-7020,愛知県岩倉市神野町平久田１６番地,愛知県岩倉市神野町平久田１６番地,,129885,愛知県,岩倉市,神野町,3江保第1-146号,,飲食店営業, 簡易な営業,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,セブンイレブン岩倉神野町店0587-66-702012988523228,f5e3b44b-fce7-4b7e-b9c2-00c58751a09c,株式会社サンライズ129885,e624421f-b0fb-4522-8311-26d2f8d9877d,0bf0c8fe-ccd5-40fe-9be7-3e1aedab69cf,2021/12/23,セブンイレブン岩倉神野町店,セブンイレブン岩倉神野町店,株式会社サンライズ
3江保第1-133号,飲食店営業,一般食堂・レストラン等,くらんべりー,岩倉市八剱町野間７８－１,,株式会社くらんべりー,愛知県岩倉市八剱町野間７８－１,,0587-38-5550,09-2347-0298,2021/12/01,2027/11/30,2021/12/01,2021/12/01,,256,くらんべりー,0587,0587-38-5550,,,,岩倉市八剱町野間７８－１,愛知県岩倉市八剱町野間７８－１,,129920,23,23228,八剱町,,2021/12/01,2021/12/01,2021/12/01,2027/11/30,株式会社くらんべりー,,09-2347-0298,愛知県岩倉市八剱町野間７８－１,愛知県岩倉市八剱町野間７８－１,,129920,愛知県,岩倉市,八剱町,3江保第1-133号,,飲食店営業, 一般食堂・レストラン等,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,くらんべり0587-38-555012992023228,dc5b2835-7cda-4931-b68e-b2a2479f57e0,株式会社くらんべりー129920,dc99d6bb-aab5-4f74-9c0e-6db03000c685,20c974ff-d317-465d-b448-cbe53957e830,2021/12/01,くらんべりー,くらんべり,株式会社くらんべりー
3瀬保第904-25号,菓子製造業,一般,ｃｏｕｌｅｕｒ ｔａｂｌｅ,豊明市阿野町東阿野１１２,,今泉 光,,,,,2021/12/01,2027/11/30,2021/12/01,2021/12/01,,250,ｃｏｕｌｅｕｒ ｔａｂｌｅ,0562,,,,,豊明市阿野町東阿野１１２,愛知県豊明市阿野町東阿野１１２,,129925,23,23229,阿野町,,2021/12/01,2021/12/01,2021/12/01,2027/11/30,,今泉 光,,,,,,,,,3瀬保第904-25号,,菓子製造業, 一般,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,E,9,,,ｃｏｕｌｅｕｒｔａｂｌｅ12992523229,003116e6-e3ff-4abe-8495-85bb2866056b,,personal,e2c2f2ee-a1dd-4c40-a8bd-e35e16fd13ca,2021/12/01,ｃｏｕｌｅｕｒ　ｔａｂｌｅ,ｃｏｕｌｅｕｒｔａｂｌｅ,
