https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538,n処理終了,,,,,,,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,施設名,,業種,,施設-住所1,施設-マンション名,,,施設-電話番号1,申請者1,,確認番号,開業年月日,許可年月日,許可期間開始日,許可期間終了日,,,その他,,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232025,,愛知県,岡崎市,ローソン岡崎滝団地,ローソンオカザキタキダンチ,飲食店営業,,愛知県岡崎市滝町字本部33-1,,,,(0564)66-4050,,,431-01-504-0095,2013/11/7,2019/11/29,2019/12/1,2024/11/30,,,,,,247,ローソン岡崎滝団地,0564,0564-66-4050,,,,愛知県岡崎市滝町字本部33-1,愛知県岡崎市滝町字本部３３－１,,118184,23,23202,滝町,,2013/11/07,2019/11/29,2019/12/01,2024/11/30,,,,,,,,,,,431-01-504-0095,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,ロソン岡崎滝団地0564-66-405011818423202,59332fb4-4f86-457d-b711-f5a73afbe976,,personal,021eb217-cd1c-44bd-acdf-6df3200c8834,2019/11/29,ローソン岡崎滝団地,ロソン岡崎滝団地,
232025,,愛知県,岡崎市,ローソン岡崎滝団地,ローソンオカザキタキダンチ,菓子製造業,,愛知県岡崎市滝町字本部33-1,,,,(0564)66-4050,,,431-01-510-0047,2013/11/7,2019/11/29,2019/12/1,2024/11/30,,,,,,247,ローソン岡崎滝団地,0564,0564-66-4050,,,,愛知県岡崎市滝町字本部33-1,愛知県岡崎市滝町字本部３３－１,,118184,23,23202,滝町,,2013/11/07,2019/11/29,2019/12/01,2024/11/30,,,,,,,,,,,431-01-510-0047,,菓子製造業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,E,9,,,ロソン岡崎滝団地0564-66-405011818423202,59332fb4-4f86-457d-b711-f5a73afbe976,,personal,bc2d411c-1162-4995-9365-3f07047f2cd0,2019/11/29,ローソン岡崎滝団地,ロソン岡崎滝団地,
232025,,愛知県,岡崎市,ローソン岡崎滝団地,ローソンオカザキタキダンチ,乳類販売業,,愛知県岡崎市滝町字本部33-1,,,,(0564)66-4050,,,431-01-506-0035,2013/11/7,2019/11/29,2019/12/1,2024/11/30,,,,,,247,ローソン岡崎滝団地,0564,0564-66-4050,,,,愛知県岡崎市滝町字本部33-1,愛知県岡崎市滝町字本部３３－１,,118184,23,23202,滝町,,2013/11/07,2019/11/29,2019/12/01,2024/11/30,,,,,,,,,,,431-01-506-0035,,乳類販売業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,I,58,,,ロソン岡崎滝団地0564-66-405011818423202,59332fb4-4f86-457d-b711-f5a73afbe976,,personal,ec3790bc-b1ac-40b9-8f73-0bd356dbd39f,2019/11/29,ローソン岡崎滝団地,ロソン岡崎滝団地,
232025,,愛知県,岡崎市,ローソン岡崎滝団地,ローソンオカザキタキダンチ,食肉販売業,,愛知県岡崎市滝町字本部33-1,,,,(0564)66-4050,,,431-01-507-0028,2013/11/7,2019/11/29,2019/12/1,2024/11/30,,,,,,247,ローソン岡崎滝団地,0564,0564-66-4050,,,,愛知県岡崎市滝町字本部33-1,愛知県岡崎市滝町字本部３３－１,,118184,23,23202,滝町,,2013/11/07,2019/11/29,2019/12/01,2024/11/30,,,,,,,,,,,431-01-507-0028,,食肉販売業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,I,58,583,,ロソン岡崎滝団地0564-66-405011818423202,59332fb4-4f86-457d-b711-f5a73afbe976,,personal,919eba4a-78a3-4d22-983f-61164d97435d,2019/11/29,ローソン岡崎滝団地,ロソン岡崎滝団地,
232025,,愛知県,岡崎市,ローソン岡崎滝団地,ローソンオカザキタキダンチ,魚介類販売業,,愛知県岡崎市滝町字本部33-1,,,,(0564)66-4050,,,431-01-509-0029,2013/11/7,2019/11/29,2019/12/1,2024/11/30,,,,,,247,ローソン岡崎滝団地,0564,0564-66-4050,,,,愛知県岡崎市滝町字本部33-1,愛知県岡崎市滝町字本部３３－１,,118184,23,23202,滝町,,2013/11/07,2019/11/29,2019/12/01,2024/11/30,,,,,,,,,,,431-01-509-0029,,魚介類販売業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,I,58,,,ロソン岡崎滝団地0564-66-405011818423202,59332fb4-4f86-457d-b711-f5a73afbe976,,personal,5a996cae-b251-4e0a-9ef5-b1c80e83c235,2019/11/29,ローソン岡崎滝団地,ロソン岡崎滝団地,
232025,,愛知県,岡崎市,杉坂食品,スギサカショクヒン,そうざい製造業,,愛知県岡崎市真伝1-8-8,,,,(0564)21-9985,,,430-01-515-0004,2013/11/13,2018/11/9,2018/12/1,2023/11/30,,,,,,247,杉坂食品,0564,0564-21-9985,,,,愛知県岡崎市真伝1-8-8,愛知県岡崎市真伝１－８－８,,118504,23,23202,真伝１,,2013/11/13,2018/11/09,2018/12/01,2023/11/30,,,,,,,,,,,430-01-515-0004,,そうざい製造業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,E,9,,,杉坂食品0564-21-998511850423202,749b384e-2d2b-4aed-ac2a-f7494b9408c4,,personal,db704a2e-accb-435a-92ed-9f0cbfa4c707,2018/11/09,杉坂食品,杉坂食品,
232025,,愛知県,岡崎市,居酒屋 新ちゃん,イザカヤ シンチャン,飲食店営業,,愛知県岡崎市中町栄通28,,,,(0564)23-4595,,,430-01-504-0084,2013/11/11,2018/11/28,2018/12/1,2023/11/30,,,,,,247,居酒屋 新ちゃん,0564,0564-23-4595,,,,愛知県岡崎市中町栄通28,愛知県岡崎市中町栄通２８,,118207,23,23202,中町,,2013/11/11,2018/11/28,2018/12/01,2023/11/30,,,,,,,,,,,430-01-504-0084,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,居酒屋新ちゃん0564-23-459511820723202,451f19ae-dfee-4cbd-8fd4-0508109bc63f,,personal,a7e96be3-281d-48a7-bdf4-f04a23e737c9,2018/11/28,居酒屋　新ちゃん,居酒屋新ちゃん,
232025,,愛知県,岡崎市,ラーメン味来,ラーメンミライ,飲食店営業,,愛知県岡崎市稲熊町字1-23,１Ｆ南側,,,(0564)26-2237,,,431-01-501-0104,2013/11/19,2019/11/21,2019/12/1,2025/11/30,,,,,,247,ラーメン味来,0564,0564-26-2237,,,,愛知県岡崎市稲熊町字1-23,愛知県岡崎市稲熊町字１－２３,１Ｆ南側,118068,23,23202,稲熊町,,2013/11/19,2019/11/21,2019/12/01,2025/11/30,,,,,,,,,,,431-01-501-0104,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,ラメン味来0564-26-223711806823202,987a7179-faa0-4ed6-b6d8-724c9618773a,,personal,521d2a03-06ba-475a-b237-d2ac15a11bc1,2019/11/21,ラーメン味来,ラメン味来,
232025,,愛知県,岡崎市,河西屋,カワニシヤ,菓子製造業,,愛知県岡崎市上六名3-3-9,メゾン・ド・ラフィネ１Ｆ,,,(0564)51-2987,,,431-01-510-0043,2013/11/19,2019/11/11,2019/12/1,2025/11/30,,,,,,247,河西屋,0564,0564-51-2987,,,,愛知県岡崎市上六名3-3-9,愛知県岡崎市上六名３－３－９,メゾン・ド・ラフィネ１Ｆ,118357,23,23202,上六名３,,2013/11/19,2019/11/11,2019/12/01,2025/11/30,,,,,,,,,,,431-01-510-0043,,菓子製造業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,E,9,,,河西屋0564-51-298711835723202,21d6e3c8-8c55-4891-aa52-afd500b7aa76,,personal,84ec2b8d-ca58-4e92-ac1f-d568e164a194,2019/11/11,河西屋,河西屋,
232025,,愛知県,岡崎市,佳,ジャー,飲食店営業,,愛知県岡崎市法性寺町字荒子3-1,,,,(0564)74-2354,,,430-01-504-0074,2013/11/22,2018/11/13,2018/12/1,2023/11/30,,,,,,247,佳,0564,0564-74-2354,,,,愛知県岡崎市法性寺町字荒子3-1,愛知県岡崎市法性寺町字荒子３－１,,118275,23,23202,法性寺町,,2013/11/22,2018/11/13,2018/12/01,2023/11/30,,,,,,,,,,,430-01-504-0074,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,佳0564-74-235411827523202,1a80478d-f51f-4bd2-926c-d164396e6adc,,personal,7abbd945-0ee0-49f6-8144-6b7dbdc293be,2018/11/13,佳,佳,
232025,,愛知県,岡崎市,ファミリーマート岡崎竜美台二丁目店,ファミリーマートオカザキタツミダイニチョウメテン,飲食店営業,,愛知県岡崎市竜美台2-8-4,,,,(0564)57-1030,,,431-01-504-0087,2013/11/27,2019/11/11,2019/12/1,2025/11/30,,,,,,247,ファミリーマート岡崎竜美台二丁目店,0564,0564-57-1030,,,,愛知県岡崎市竜美台2-8-4,愛知県岡崎市竜美台２－８－４,,118455,23,23202,竜美台２,,2013/11/27,2019/11/11,2019/12/01,2025/11/30,,,,,,,,,,,431-01-504-0087,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,ファミリマト岡崎竜美台二丁目店0564-57-103011845523202,30334049-c07f-42d7-9fb7-29d9050123f9,,personal,52ee027c-0052-444c-8e9e-89eedc245035,2019/11/11,ファミリーマート岡崎竜美台二丁目店,ファミリマト岡崎竜美台二丁目店,
232025,,愛知県,岡崎市,カフェ＆α りんりん,カフェアンドアルファ リンリン,飲食店営業,,愛知県岡崎市八帖北町3-60,,,,(0564)74-0867,,,431-01-501-0097,2013/11/20,2019/11/11,2019/12/1,2025/11/30,,,,,,247,カフェ＆α りんりん,0564,0564-74-0867,,,,愛知県岡崎市八帖北町3-60,愛知県岡崎市八帖北町３－６０,,118246,23,23202,八帖北町,,2013/11/20,2019/11/11,2019/12/01,2025/11/30,,,,,,,,,,,431-01-501-0097,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,カフェαりんりん0564-74-086711824623202,7c2fc7ab-cb84-46e0-b98c-1f6bf98ad9f9,,personal,dddeb91e-97cb-4a94-bc8a-606630bc4558,2019/11/11,カフェ＆α　りんりん,カフェαりんりん,
232025,,愛知県,岡崎市,ファミリーマート岡崎竜美台二丁目店,ファミリーマートオカザキタツミダイニチョウメテン,菓子製造業,,愛知県岡崎市竜美台2-8-4,,,,(0564)57-1030,,,431-01-510-0046,2013/11/27,2019/11/11,2019/12/1,2025/11/30,,,,,,247,ファミリーマート岡崎竜美台二丁目店,0564,0564-57-1030,,,,愛知県岡崎市竜美台2-8-4,愛知県岡崎市竜美台２－８－４,,118455,23,23202,竜美台２,,2013/11/27,2019/11/11,2019/12/01,2025/11/30,,,,,,,,,,,431-01-510-0046,,菓子製造業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,E,9,,,ファミリマト岡崎竜美台二丁目店0564-57-103011845523202,30334049-c07f-42d7-9fb7-29d9050123f9,,personal,d753ce6a-032e-4f49-9712-70de7009e2a7,2019/11/11,ファミリーマート岡崎竜美台二丁目店,ファミリマト岡崎竜美台二丁目店,
232025,,愛知県,岡崎市,居酒ック 六花,イザック リッカ,飲食店営業,,愛知県岡崎市法性寺町字荒子55-3,,,,(0564)71-3808,,,431-01-504-0085,2013/11/26,2019/11/18,2019/12/1,2025/11/30,,,,,,247,居酒ック 六花,0564,0564-71-3808,,,,愛知県岡崎市法性寺町字荒子55-3,愛知県岡崎市法性寺町字荒子５５－３,,118275,23,23202,法性寺町,,2013/11/26,2019/11/18,2019/12/01,2025/11/30,,,,,,,,,,,431-01-504-0085,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,居酒ック六花0564-71-380811827523202,ee1027db-ac16-4a5d-a0ff-cc899165ea77,,personal,bf4d79f7-3f82-42bb-9c13-c2cc3d660a06,2019/11/18,居酒ック　六花,居酒ック六花,
232025,,愛知県,岡崎市,松屋菓子舗,マツヤカシホ,菓子製造業,,愛知県岡崎市中島町字本町29,,,,(0564)43-2760,,,430-01-510-0014,2013/11/28,2018/7/30,2018/8/1,2023/7/31,,,,,,247,松屋菓子舗,0564,0564-43-2760,,,,愛知県岡崎市中島町字本町29,愛知県岡崎市中島町字本町２９,,118204,23,23202,中島町,,2013/11/28,2018/07/30,2018/08/01,2023/07/31,,,,,,,,,,,430-01-510-0014,,菓子製造業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,E,9,,,松屋菓子舗0564-43-276011820423202,259aee56-babe-4f6a-9836-1f6a5cd89cfd,,personal,566181e0-13ba-4d6f-a52b-a99e882318c0,2018/07/30,松屋菓子舗,松屋菓子舗,
232025,,愛知県,岡崎市,ナイトスポット マウス,ナイトスポット マウス,飲食店営業,,愛知県岡崎市明大寺本町4-33,第二新星ビルＢ１ １０号室,,,(0564)26-7333,,,431-01-504-0107,2013/12/3,2019/12/25,2020/1/1,2025/12/31,,,,,,247,ナイトスポット マウス,0564,0564-26-7333,,,,愛知県岡崎市明大寺本町4-33,愛知県岡崎市明大寺本町４－３３,第二新星ビルＢ１ １０号室,118295,23,23202,明大寺本町４,,2013/12/03,2019/12/25,2020/01/01,2025/12/31,,,,,,,,,,,431-01-504-0107,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,ナイトスポットマウス0564-26-733311829523202,c91899a0-2410-49d3-97dd-89dcd59e3b3d,,personal,1e5cb61e-9e8f-4ad6-b2f7-7ac7babdead9,2019/12/25,ナイトスポット　マウス,ナイトスポットマウス,
232025,,愛知県,岡崎市,カフェ よか,カフェ ヨカ,飲食店営業,,愛知県岡崎市才栗町字田面18,,,,,,,430-01-501-0124,2013/12/9,2018/12/14,2019/1/1,2023/12/31,,,,,,247,カフェ よか,0564,,,,,愛知県岡崎市才栗町字田面18,愛知県岡崎市才栗町字田面１８,,118153,23,23202,才栗町,,2013/12/09,2018/12/14,2019/01/01,2023/12/31,,,,,,,,,,,430-01-501-0124,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,カフェよか11815323202,705f8884-0cc0-4363-9f90-11c308ff3faf,,personal,e7ef09bf-a74b-4fd1-a2a7-4c19ff7c742d,2018/12/14,カフェ　よか,カフェよか,
232025,,愛知県,岡崎市,伊賀 大正庵,イガ タイショウアン,めん類製造業,,愛知県岡崎市伊賀町東郷中82-1,,,,(0564)21-3848,,,430-01-514-0001,2013/12/16,2018/12/25,2019/1/1,2023/12/31,,,,,,247,伊賀 大正庵,0564,0564-21-3848,,,,愛知県岡崎市伊賀町東郷中82-1,愛知県岡崎市伊賀町東郷中８２－１,,118047,23,23202,伊賀町,,2013/12/16,2018/12/25,2019/01/01,2023/12/31,,,,,,,,,,,430-01-514-0001,,麺類製造業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,E,9,,,伊賀大正庵0564-21-384811804723202,2dd1c6e1-aa5a-4b02-8f33-89d5a146c437,,personal,c0988a5b-ab55-4fe2-975c-329e8d9dab41,2018/12/25,伊賀　大正庵,伊賀大正庵,
232025,,愛知県,岡崎市,ファミリーマート岡崎柱六丁目店,ファミリーマートオカザキハシラロクチョウメテン,飲食店営業,,愛知県岡崎市柱6-6-3,,,,(0564)72-3340,,,431-01-504-0110,2013/12/19,2019/12/26,2020/1/1,2025/12/31,,,,,,247,ファミリーマート岡崎柱六丁目店,0564,0564-72-3340,,,,愛知県岡崎市柱6-6-3,愛知県岡崎市柱６－６－３,,118501,23,23202,柱６,,2013/12/19,2019/12/26,2020/01/01,2025/12/31,,,,,,,,,,,431-01-504-0110,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,ファミリマト岡崎柱六丁目店0564-72-334011850123202,e362b19d-011a-441a-8a37-884e949b6777,,personal,fec8c235-97f1-4502-81b5-4277f07ef3c1,2019/12/26,ファミリーマート岡崎柱六丁目店,ファミリマト岡崎柱六丁目店,
232025,,愛知県,岡崎市,伊賀 大正庵,イガ タイショウアン,飲食店営業,,愛知県岡崎市伊賀町東郷中82-1,,,,(0564)21-3848,,,430-01-501-0125,2013/12/16,2018/12/25,2019/1/1,2023/12/31,,,,,,247,伊賀 大正庵,0564,0564-21-3848,,,,愛知県岡崎市伊賀町東郷中82-1,愛知県岡崎市伊賀町東郷中８２－１,,118047,23,23202,伊賀町,,2013/12/16,2018/12/25,2019/01/01,2023/12/31,,,,,,,,,,,430-01-501-0125,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,伊賀大正庵0564-21-384811804723202,2dd1c6e1-aa5a-4b02-8f33-89d5a146c437,,personal,a9ff0f57-ef37-41eb-9a34-1386e63379be,2018/12/25,伊賀　大正庵,伊賀大正庵,
232025,,愛知県,岡崎市,ファミリーマート岡崎柱六丁目店,ファミリーマートオカザキハシラロクチョウメテン,菓子製造業,,愛知県岡崎市柱6-6-3,,,,(0564)72-3340,,,431-01-510-0050,2013/12/19,2019/12/26,2020/1/1,2025/12/31,,,,,,247,ファミリーマート岡崎柱六丁目店,0564,0564-72-3340,,,,愛知県岡崎市柱6-6-3,愛知県岡崎市柱６－６－３,,118501,23,23202,柱６,,2013/12/19,2019/12/26,2020/01/01,2025/12/31,,,,,,,,,,,431-01-510-0050,,菓子製造業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,E,9,,,ファミリマト岡崎柱六丁目店0564-72-334011850123202,e362b19d-011a-441a-8a37-884e949b6777,,personal,f43cde82-3af4-4d13-a237-d38aa679d253,2019/12/26,ファミリーマート岡崎柱六丁目店,ファミリマト岡崎柱六丁目店,
232025,,愛知県,岡崎市,らうんじ じゅん,ラウンジ ジュン,飲食店営業,,愛知県岡崎市上明大寺町2-8,,,,(0564)23-1891,,,431-01-504-0101,2013/12/20,2019/12/10,2020/1/1,2025/12/31,,,,,,247,らうんじ じゅん,0564,0564-23-1891,,,,愛知県岡崎市上明大寺町2-8,愛知県岡崎市上明大寺町２－８,,118119,23,23202,上明大寺町２,,2013/12/20,2019/12/10,2020/01/01,2025/12/31,,,,,,,,,,,431-01-504-0101,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,らうんじじゅん0564-23-189111811923202,23c27c61-177d-4120-b5ff-30a98526b0c7,,personal,66fda817-cafb-412e-b79a-0c5e24b9767c,2019/12/10,らうんじ　じゅん,らうんじじゅん,
232025,,愛知県,岡崎市,Ｔａｖｅｒｎａ 縁,タベルナ エン,飲食店営業,,愛知県岡崎市伝馬通4-56,,,,(0564)24-3843,,,430-01-504-0105,2014/1/6,2019/1/22,2019/2/1,2024/1/31,,,,,,247,Ｔａｖｅｒｎａ 縁,0564,0564-24-3843,,,,愛知県岡崎市伝馬通4-56,愛知県岡崎市伝馬通４－５６,,118196,23,23202,伝馬通４,,2014/01/06,2019/01/22,2019/02/01,2024/01/31,,,,,,,,,,,430-01-504-0105,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,Ｔａｖｅｒｎａ縁0564-24-384311819623202,d05e7664-7638-4e06-a222-51f5bcf9f820,,personal,dfe9ea47-d5c2-473f-9526-14e0551241e4,2019/01/22,Ｔａｖｅｒｎａ　縁,Ｔａｖｅｒｎａ縁,
232025,,愛知県,岡崎市,カフェ・ド・ボスケ,カフェ・ド・ボスケ,飲食店営業,,愛知県岡崎市朝日町3-14,近藤ハイツ１Ｆ,,,(0564)24-7891,,,431-01-501-0117,2013/12/20,2019/12/20,2020/1/1,2025/12/31,,,,,,247,カフェ・ド・ボスケ,0564,0564-24-7891,,,,愛知県岡崎市朝日町3-14,愛知県岡崎市朝日町３－１４,近藤ハイツ１Ｆ,118042,23,23202,朝日町３,,2013/12/20,2019/12/20,2020/01/01,2025/12/31,,,,,,,,,,,431-01-501-0117,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,カフェドボスケ0564-24-789111804223202,fdfdd319-7f02-4018-a6a3-90ee14ce44cd,,personal,801f4813-daab-4b44-b08b-ac9701dcf54f,2019/12/20,カフェ・ド・ボスケ,カフェドボスケ,
232025,,愛知県,岡崎市,私房菜 샛鈴,シボウサイ キョウリン,飲食店営業,,愛知県岡崎市富永町字社本21,,,,(0564)31-8855,,,431-01-501-0111,2013/12/24,2019/12/10,2020/1/1,2024/12/31,,,,,,247,私房菜 샛鈴,0564,0564-31-8855,,,,愛知県岡崎市富永町字社本21,愛知県岡崎市富永町字社本２１,,118200,23,23202,富永町,,2013/12/24,2019/12/10,2020/01/01,2024/12/31,,,,,,,,,,,431-01-501-0111,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,私房菜샛鈴0564-31-885511820023202,b06859e6-3350-498a-9a3b-1ef4a97ef20d,,personal,b59d435c-be17-4762-b294-95efd22d9107,2019/12/10,私房菜　샛鈴,私房菜샛鈴,
232025,,愛知県,岡崎市,ｇｉｒａｆｆｅ,ジラフ,飲食店営業,,愛知県岡崎,830さ87ﾄﾖﾀﾊｲｴｰｽ/岡崎483あ87組立,,,,,,430-01-504-0113,2014/1/14,2019/1/31,2019/2/1,2024/1/31,,,自動車による営業に限る（愛知県内有効）,,,247,ｇｉｒａｆｆｅ,0564,,,,,愛知県岡崎,愛知県岡崎市,830さ87ﾄﾖﾀﾊｲｴｰｽ/岡崎483あ87組立,118034,23,23202,,,2014/01/14,2019/01/31,2019/02/01,2024/01/31,,,,,,,,,,,430-01-504-0113,,飲食店営業,,自動車による営業に限る（愛知県内有効）,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,ｇｉｒａｆｆｅ11803423202,5e9dd15f-f95c-44ac-835c-19d23d267140,,personal,0846af29-6b9d-427c-ab44-ecf33986268d,2019/01/31,ｇｉｒａｆｆｅ,ｇｉｒａｆｆｅ,
232025,,愛知県,岡崎市,ファミリーマート岡崎三菱自動車前店,ファミリーマートオカザキミツビシジドウシャマエテン,飲食店営業,,愛知県岡崎市橋目町字御小屋19-1,,,,(0564)33-3021,,,431-01-504-0117,2014/1/16,2020/1/16,2020/2/1,2026/1/31,,,,,,247,ファミリーマート岡崎三菱自動車前店,0564,0564-33-3021,,,,愛知県岡崎市橋目町字御小屋19-1,愛知県岡崎市橋目町字御小屋１９－１,,118238,23,23202,橋目町,,2014/01/16,2020/01/16,2020/02/01,2026/01/31,,,,,,,,,,,431-01-504-0117,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,ファミリマト岡崎三菱自動車前店0564-33-302111823823202,4781af92-27eb-41a9-9e1a-e9ddc32aa252,,personal,fd3060d1-f7fd-4f6a-9d9a-c020940e30ab,2020/01/16,ファミリーマート岡崎三菱自動車前店,ファミリマト岡崎三菱自動車前店,
232025,,愛知県,岡崎市,ファミリーマート岡崎三菱自動車前店,ファミリーマートオカザキミツビシジドウシャマエテン,菓子製造業,,愛知県岡崎市橋目町字御小屋19-1,,,,(0564)33-3021,,,431-01-510-0055,2014/1/16,2020/1/16,2020/2/1,2026/1/31,,,,,,247,ファミリーマート岡崎三菱自動車前店,0564,0564-33-3021,,,,愛知県岡崎市橋目町字御小屋19-1,愛知県岡崎市橋目町字御小屋１９－１,,118238,23,23202,橋目町,,2014/01/16,2020/01/16,2020/02/01,2026/01/31,,,,,,,,,,,431-01-510-0055,,菓子製造業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,E,9,,,ファミリマト岡崎三菱自動車前店0564-33-302111823823202,4781af92-27eb-41a9-9e1a-e9ddc32aa252,,personal,8e86d403-93e4-4d0a-b7f3-e3ef33405450,2020/01/16,ファミリーマート岡崎三菱自動車前店,ファミリマト岡崎三菱自動車前店,
232025,,愛知県,岡崎市,鐵,テツ,飲食店営業,,愛知県岡崎市明大寺町字寺東5-3,鈴熊ビル２階,,,(0564)64-1056,,,431-01-504-0119,2014/1/28,2020/1/22,2020/2/1,2026/1/31,,,,,,247,鐵,0564,0564-64-1056,,,,愛知県岡崎市明大寺町字寺東5-3,愛知県岡崎市明大寺町字寺東５－３,鈴熊ビル２階,118291,23,23202,明大寺町,,2014/01/28,2020/01/22,2020/02/01,2026/01/31,,,,,,,,,,,431-01-504-0119,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,鐵0564-64-105611829123202,799920ed-6ffe-44c3-91b0-d4233a9db906,,personal,892a9f55-70c4-4082-bd11-304533864ffd,2020/01/22,鐵,鐵,
