https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,n処理終了,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施設名,施設-住所1,施設-住所0,施設-住所2,施設-マンション名,施設-電話番号1,業種,申請者1,申請-電話番号1,開業年月日,申請年月日,許可年月日,確認番号,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
営業所名称,,営業所所在地,,,営業所電話番号,業種,営業者氏名（法人にあっては法人名）,営業者電話番号（法人のみ）,初回許可日,届出年月日,許可年月日,許可番号,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
セブン‐イレブン川崎新百合ヶ丘東店,神奈川県川崎市,麻生区上麻生１丁目２－１ ,麻生区上麻生１丁目２－１,,951-1277,①飲食店（簡易な飲食店）,平形　明大,,2022/1/26,,2022/1/26,2110123,,142,セブン‐イレブン川崎新百合ヶ丘東店,044,044-951-1277,,,,神奈川県川崎市　麻生区上麻生１丁目２－１,神奈川県川崎市麻生区上麻生１丁目２－１,,80470,14,14137,上麻生１,,2022/01/26,2022/01/26,,,,平形　明大,,,,,,,,,2110123,,飲食店営業,（簡易な飲食店）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,セブンイレブン川崎新百合ヶ丘東店044-951-12778047014137,a9bb0c4d-6811-4a79-ad38-b415850e55aa,,personal,a89cc559-e73c-4db2-9dfd-df310f18ca7a,2022/01/26,セブンイレブン川崎新百合ヶ丘東店,セブンイレブン川崎新百合ヶ丘東店,
みずほ銀行新百合ヶ丘支店食堂,神奈川県川崎市,麻生区上麻生１丁目５－２ ,麻生区上麻生１丁目５－２,,952-4421,①飲食店（集団給食施設）,栄養食株式会社,03-3777-1221,2022/1/28,,2022/1/28,2110126,,142,みずほ銀行新百合ヶ丘支店食堂,044,044-952-4421,,,,神奈川県川崎市　麻生区上麻生１丁目５－２,神奈川県川崎市麻生区上麻生１丁目５－２,,80470,14,14137,上麻生１,,2022/01/28,2022/01/28,,,栄養食株式会社,,03-3777-1221,,,,,,,,2110126,,飲食店営業,（集団給食施設）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,みずほ銀行新百合ヶ丘支店食堂044-952-44218047014137,99bd3b03-f6b1-4f35-92f8-1fb6a29b24cc,栄養食株式会社,fc4053ad-0ac7-462f-a0a6-c36bfc7eb345,dacf64a3-a13d-459d-98d8-3e68dab9bbc4,2022/01/28,みずほ銀行新百合ヶ丘支店食堂,みずほ銀行新百合ヶ丘支店食堂,栄養食株式会社
デイリーヤマザキ麻生高石店,神奈川県川崎市,麻生区高石五丁目１８番１２号 ,麻生区高石５丁目１８番１２号, ,299-8323,①飲食店（簡易な飲食店）,株式会社ゆり商事,044-299-8323,2022/1/31,,2022/1/31,2110110,,142,デイリーヤマザキ麻生高石店,044,044-299-8323,,,,神奈川県川崎市　麻生区高石５丁目１８番１２号,神奈川県川崎市麻生区高石５丁目１８番１２号, ,80505,14,14137,高石５,,2022/01/31,2022/01/31,,,株式会社ゆり商事,,044-299-8323,,,,,,,,2110110,,飲食店営業,（簡易な飲食店）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,デイリヤマザキ麻生高石店044-299-83238050514137,5ca5e98f-5fb2-4c16-95ee-8733fdbd0c58,株式会社ゆり商事,00df2285-0977-44d6-8c51-02663ee96a25,821a3fb1-e292-4bbb-907e-6cce11bb74b8,2022/01/31,デイリーヤマザキ麻生高石店,デイリヤマザキ麻生高石店,株式会社ゆり商事
デイリーヤマザキ麻生高石店,神奈川県川崎市,麻生区高石五丁目１８番１２号 ,麻生区高石５丁目１８番１２号, ,299-8323,⑪菓子製造業（パン類）,株式会社ゆり商事,044-299-8323,2022/1/31,,2022/1/31,2110111,,142,デイリーヤマザキ麻生高石店,044,044-299-8323,,,,神奈川県川崎市　麻生区高石５丁目１８番１２号,神奈川県川崎市麻生区高石５丁目１８番１２号, ,80505,14,14137,高石５,,2022/01/31,2022/01/31,,,株式会社ゆり商事,,044-299-8323,,,,,,,,2110111,,菓子製造業,（パン類）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,E,9,,,デイリヤマザキ麻生高石店044-299-83238050514137,5ca5e98f-5fb2-4c16-95ee-8733fdbd0c58,株式会社ゆり商事,00df2285-0977-44d6-8c51-02663ee96a25,fa3388d9-ea2a-4a53-bde8-e0d868795ceb,2022/01/31,デイリーヤマザキ麻生高石店,デイリヤマザキ麻生高石店,株式会社ゆり商事
４７７７３事業所,神奈川県川崎市,麻生区千代ケ丘８丁目１－６ ,麻生区千代ケ丘８丁目１－６,,,①飲食店（集団給食施設）,一冨士フードサービス株式会社,06-6458-8801,2022/1/11,,2022/1/11,2110107,,142,４７７７３事業所,044,,,,,神奈川県川崎市　麻生区千代ケ丘８丁目１－６,神奈川県川崎市麻生区千代が丘８丁目１－６,,80516,14,14137,千代が丘８,,2022/01/11,2022/01/11,,,一冨士フードサービス株式会社,,06-6458-8801,,,,,,,,2110107,,飲食店営業,（集団給食施設）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,４７７７３事業所8051614137,85ed5bf1-88e8-4210-ba7a-293af2401ec1,一冨士フードサービス株式会社,8a13d929-4ba2-4d27-95dd-8dbed4f19b9c,d4b565b9-adc9-47e4-82ba-3163e0abd651,2022/01/11,４７７７３事業所,４７７７３事業所,一冨士フードサービス株式会社
瑞光,神奈川県川崎市,麻生区万福寺１丁目１２－１９－２０１ ,麻生区万福寺１丁目１２－１９,２０１,954-9720,①飲食店（まあじゃん屋等）,株式会社　瑞光,954-9720,2022/1/21,,2022/1/21,2110112,,142,瑞光,044,044-954-9720,,,,神奈川県川崎市　麻生区万福寺１丁目１２－１９,神奈川県川崎市麻生区万福寺１丁目１２－１９,２０１,80542,14,14137,万福寺１,,2022/01/21,2022/01/21,,,株式会社　瑞光,,044-954-9720,,,,,,,,2110112,,飲食店営業,（まあじゃん屋等）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,瑞光044-954-97208054214137,52ca3edc-af15-4cd1-ab6a-c076e0636cf1,株式会社瑞光,3aaf4b2d-6f4f-4672-bee4-d01025cd3517,6025e100-605a-4279-8fc7-f06200dc38ea,2022/01/21,瑞光,瑞光,株式会社瑞光
ＴＵＲＮＥＲ　ＤＩＮＥＲ,神奈川県川崎市,麻生区南黒川４－２ ネスティングパーク黒川,麻生区南黒川４－２,ネスティングパーク黒川,455-7666,①飲食店（一般食堂）,大関　徹,,2022/1/21,,2022/1/21,2110120,,142,ＴＵＲＮＥＲ　ＤＩＮＥＲ,044,044-455-7666,,,,神奈川県川崎市　麻生区南黒川４－２,神奈川県川崎市麻生区南黒川４－２,ネスティングパーク黒川,80548,14,14137,南黒川,,2022/01/21,2022/01/21,,,,大関　徹,,,,,,,,,2110120,,飲食店営業,（一般食堂）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,ＴＵＲＮＥＲＤＩＮＥＲ044-455-76668054814137,efecfe1a-cb68-482c-bf90-8c1803fa3e78,,personal,83e9e7ff-93be-40ee-8f79-530c7c7abe7a,2022/01/21,ＴＵＲＮＥＲ　ＤＩＮＥＲ,ＴＵＲＮＥＲＤＩＮＥＲ,
韓国惣菜　ＢＡＮＣＨＡＮ,神奈川県川崎市,麻生区百合丘２丁目３－６佐藤ビル１Ｆ－Ｂ ,麻生区百合丘２丁目３－６,佐藤ビル１Ｆ　Ｂ ,,①飲食店（レストラン）,カラザーズ　ブランドン　彗太,,2022/1/17,,2022/1/17,2110116,,142,韓国惣菜　ＢＡＮＣＨＡＮ,044,,,,,神奈川県川崎市　麻生区百合丘２丁目３－６,神奈川県川崎市麻生区百合丘２丁目３－６,佐藤ビル１Ｆ　Ｂ ,80550,14,14137,百合丘２,,2022/01/17,2022/01/17,,,,カラザーズ　ブランドン　彗太,,,,,,,,,2110116,,飲食店営業,（レストラン）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,韓国惣菜ＢＡＮＣＨＡＮ8055014137,8f3c8e6d-62ab-41c0-aca1-d51223d55103,,personal,60216ee5-837a-4eb8-a57f-9032983f3665,2022/01/17,韓国惣菜　ＢＡＮＣＨＡＮ,韓国惣菜ＢＡＮＣＨＡＮ,
ファミリーマート柿生駅北口店,神奈川県川崎市,麻生区上麻生５丁目３９－３０ ,麻生区上麻生５丁目３９－３０,,980-2227,①飲食店（簡易な飲食店）,株式会社野田商事,044-966-4608,2022/1/21,,2022/1/21,2110114,,142,ファミリーマート柿生駅北口店,044,044-980-2227,,,,神奈川県川崎市　麻生区上麻生５丁目３９－３０,神奈川県川崎市麻生区上麻生５丁目３９－３０,,80474,14,14137,上麻生５,,2022/01/21,2022/01/21,,,株式会社野田商事,,044-966-4608,,,,,,,,2110114,,飲食店営業,（簡易な飲食店）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,ファミリマト柿生駅北口店044-980-22278047414137,a9322cda-b222-40c2-bbcd-ff2694daf4c1,株式会社野田商事,f3a3b919-fbf2-4276-b4fd-d31efaccdff1,45a94d7a-77b2-4233-aa33-65742cb74ed7,2022/01/21,ファミリーマート柿生駅北口店,ファミリマト柿生駅北口店,株式会社野田商事
学研ココファン柿生,神奈川県川崎市,麻生区上麻生７丁目２－３２ ,麻生区上麻生７丁目２－３２,,989-3701,①飲食店（集団給食施設）,グリーンフード株式会社,048-711-5765,2022/1/26,,2022/1/26,2110125,,142,学研ココファン柿生,044,044-989-3701,,,,神奈川県川崎市　麻生区上麻生７丁目２－３２,神奈川県川崎市麻生区上麻生７丁目２－３２,,80476,14,14137,上麻生７,,2022/01/26,2022/01/26,,,グリーンフード株式会社,,048-711-5765,,,,,,,,2110125,,飲食店営業,（集団給食施設）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,学研ココファン柿生044-989-37018047614137,a6481110-b420-4d21-a6e7-6c23635d7416,グリーンフード株式会社,11978c92-32ac-49e6-ae19-666310c01cf9,134f78f0-b0fd-4119-a329-eafbec1c6bb1,2022/01/26,学研ココファン柿生,学研ココファン柿生,グリーンフード株式会社
セブンイレブン　川崎片平７丁目店,神奈川県川崎市,麻生区片平７丁目６－６ ,麻生区片平７丁目６－６,,989-9776,①飲食店（簡易な飲食店）,平野　公一,,2022/1/28,,2022/1/28,2110113,,142,セブンイレブン　川崎片平７丁目店,044,044-989-9776,,,,神奈川県川崎市　麻生区片平７丁目６－６,神奈川県川崎市麻生区片平７丁目６－６,,80463,14,14137,片平７,,2022/01/28,2022/01/28,,,,平野　公一,,,,,,,,,2110113,,飲食店営業,（簡易な飲食店）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,セブンイレブン川崎片平７丁目店044-989-97768046314137,37baea0b-9eaa-4e8b-8f04-2d866eb1339d,,personal,63306c2f-7671-442e-af69-58195650f1c8,2022/01/28,セブンイレブン　川崎片平７丁目店,セブンイレブン川崎片平７丁目店,
オフィスグリコ冷凍冷蔵庫２８３１０３,神奈川県川崎市,川崎区砂子１丁目２番地４ 川崎砂子ビル　１１Ｆ,川崎区砂子１丁目２番地４,川崎砂子ビル １１Ｆ,,⑬その他の食料・飲料販売業,グリコチャネルクリエイト株式会社,050-1744-1649,,2022/1/26,,,,142,オフィスグリコ冷凍冷蔵庫２８３１０３,044,,,,,神奈川県川崎市　川崎区砂子１丁目２番地４,神奈川県川崎市川崎区砂子１丁目２番地４,川崎砂子ビル １１Ｆ,79910,14,14131,砂子１,2022/01/26,,,,,グリコチャネルクリエイト株式会社,,050-1744-1649,,,,,,,,,,その他の食料品製造・加工業,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,E,9,99,,オフィスグリコ冷凍冷蔵庫２８３１０３7991014131,04250fe2-e593-4e5b-b356-789ed1e70743,グリコチャネルクリエイト株式会社,110e5ddf-7a44-4d43-b13b-fd38fd6f1d6d,6fddc5c5-9945-4a7e-b6a7-fb06ce09a50b,2022/01/26,オフィスグリコ冷凍冷蔵庫２８３１０３,オフィスグリコ冷凍冷蔵庫２８３１０３,グリコチャネルクリエイト株式会社
京浜急行電鉄株式会社　京急川崎駅,神奈川県川崎市,川崎区砂子１丁目３番地１ ,川崎区砂子１丁目３番地１,,233-5050,⑬その他の食料・飲料販売業,株式会社京急ストア,045-305-3100,,2022/1/17,,,,142,京浜急行電鉄株式会社　京急川崎駅,044,044-233-5050,,,,神奈川県川崎市　川崎区砂子１丁目３番地１,神奈川県川崎市川崎区砂子１丁目３番地１,,79910,14,14131,砂子１,2022/01/17,,,,,株式会社京急ストア,,045-305-3100,,,,,,,,,,その他の食料品製造・加工業,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,E,9,99,,京浜急行電鉄株式会社京急川崎駅044-233-50507991014131,e0328b5d-e729-43fe-978a-0f6bff0a8321,株式会社京急ストア,8964cb7d-83ba-4ff1-8ed3-5fcc2cc48876,de6591e1-bdcd-4181-afbc-c7f6ae4050cf,2022/01/17,京浜急行電鉄株式会社京急川崎駅,京浜急行電鉄株式会社京急川崎駅,株式会社京急ストア
すき家　川崎駅前大通り店,神奈川県川崎市,川崎区砂子２丁目６－２７横山ビル１Ｆ ,川崎区砂子２丁目６－２７,横山ビル１Ｆ ,0120-498-007,⑬その他の食料・飲料販売業,株式会社すき家,03-5783-8850,,2022/1/27,,,,142,すき家　川崎駅前大通り店,044,0120-498-007,,,,神奈川県川崎市　川崎区砂子２丁目６－２７,神奈川県川崎市川崎区砂子２丁目６－２７,横山ビル１Ｆ ,79911,14,14131,砂子２,2022/01/27,,,,,株式会社すき家,,03-5783-8850,,,,,,,,,,その他の食料品製造・加工業,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,E,9,99,,すき家川崎駅前大通り店0120-498-0077991114131,9675698b-1dc8-48f4-9356-4351adaf4edf,株式会社すき家,c7b6fbed-bd7a-49bc-809e-36eca60a1976,b0945319-3ec9-4445-8e03-5e5fdf8666bf,2022/01/27,すき家　川崎駅前大通り店,すき家川崎駅前大通り店,株式会社すき家
株式会社東京月堂　アトレ川崎店,神奈川県川崎市,川崎区駅前本町２６－１ アトレ川崎地下１階,川崎区駅前本町２６－１ ,アトレ川崎地下１階,211-8521,⑬その他の食料・飲料販売業,株式会社東京月堂,03-3527-3341,,2022/1/6,,,,142,株式会社東京月堂　アトレ川崎店,044,044-211-8521,,,,神奈川県川崎市　川崎区駅前本町２６－１ ,神奈川県川崎市川崎区駅前本町２６－１,アトレ川崎地下１階,79916,14,14131,駅前本町,2022/01/06,,,,,株式会社東京月堂,,03-3527-3341,,,,,,,,,,その他の食料品製造・加工業,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,E,9,99,,株式会社東京月堂アトレ川崎店044-211-85217991614131,43e1f067-02ca-4d86-9675-09dd3ed3e3f0,株式会社東京月堂,997aba57-fa51-4deb-86fd-ed6fb38f5e8d,df9c74c6-41c3-42b8-944c-7912442cfdd6,2022/01/06,株式会社東京月堂　アトレ川崎店,株式会社東京月堂アトレ川崎店,株式会社東京月堂
Ｏｍｏｃｈｉ川崎アゼリア店,神奈川県川崎市,川崎区駅前本町２６番地２ １０２０区画,川崎区駅前本町２６番地２ ,１０２０区画,,⑬その他の食料・飲料販売業,有限会社ＤＥＥＤ,542-6007,,2022/1/14,,,一致の場合削除アトレ川崎１Ｆツバキ広場催事/Ｏｍｏｃｈｉ川崎アゼリア店,142,Ｏｍｏｃｈｉ川崎アゼリア店,044,,,,,神奈川県川崎市　川崎区駅前本町２６番地２ ,神奈川県川崎市川崎区駅前本町２６番地２,１０２０区画,79916,14,14131,駅前本町,2022/01/14,,,,,有限会社ＤＥＥＤ,,044-542-6007,,,,,,,,,,その他の食料品製造・加工業,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,E,9,99,,Ｏｍｏｃｈｉ川崎アゼリア店7991614131,04d1d3ac-a2e4-4322-af1a-0681f075f877,有限会社ＤＥＥＤ,8ba69598-339e-4594-b95f-964423b3f729,b6b9bc8a-607c-4c6a-a93d-ca12c37b62c1,2022/01/14,Ｏｍｏｃｈｉ川崎アゼリア店,Ｏｍｏｃｈｉ川崎アゼリア店,有限会社ＤＥＥＤ
川崎市わーくす川崎,神奈川県川崎市,川崎区堤根３４番地１５ ふれあいプラザかわさき２Ｆ,川崎区堤根３４番地１５,ふれあいプラザかわさき２Ｆ,200-4666,㉖集団給食施設,社会福祉法人県央福祉会,046-200-2888,,2022/1/13,,,,142,川崎市わーくす川崎,044,044-200-4666,,,,神奈川県川崎市　川崎区堤根３４番地１５,神奈川県川崎市川崎区堤根３４番地１５,ふれあいプラザかわさき２Ｆ,79981,14,14131,堤根,2022/01/13,,,,,社会福祉法人県央福祉会,,046-200-2888,,,,,,,,,,給食施設,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,77,,,川崎市わくす川崎044-200-46667998114131,b9fa0a09-a95b-4e24-9827-930ed245d5fc,社会福祉法人県央福祉会,ea25d606-2bc2-41a6-b780-2b1da95e02d9,41c65a88-ee13-4efc-822e-edc5334229b8,2022/01/13,川崎市わーくす川崎,川崎市わくす川崎,社会福祉法人県央福祉会
ファーマーズマーケット　セレサモス,神奈川県川崎市,川崎区宮本町２番地２５ ,川崎区宮本町２番地２５,,877-2220,⑦野菜果物販売業,セレサ川崎農業協同組合,877-2111,,2022/1/13,,,,142,ファーマーズマーケット　セレサモス,044,044-877-2220,,,,神奈川県川崎市　川崎区宮本町２番地２５,神奈川県川崎市川崎区宮本町２番地２５,,80018,14,14131,宮本町,2022/01/13,,,,,セレサ川崎農業協同組合,,044-877-2111,,,,,,,,,,野菜果物販売業,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,I,58,582,,ファマズマケットセレサモス044-877-22208001814131,10a27a60-b07a-4210-bf07-30ac7f76a939,セレサ川崎農業協同組合,31a689ce-aed9-486b-90ff-353b0370e280,de94a3a8-41f1-4433-9d99-77f360ba01c7,2022/01/13,ファーマーズマーケット　セレサモス,ファマズマケットセレサモス,セレサ川崎農業協同組合
川崎市立殿町小学校,神奈川県川崎市,川崎区殿町１丁目１７番１９号 ,川崎区殿町１丁目１７番１９号, ,266-4886,㉖集団給食施設,川崎市長,266-4886,,2022/1/25,,,一致の場合削除幸楽苑　川崎殿町店/川崎市立殿町小学校,142,川崎市立殿町小学校,044,044-266-4886,,,,神奈川県川崎市　川崎区殿町１丁目１７番１９号,神奈川県川崎市川崎区殿町１丁目１７番１９号, ,79983,14,14131,殿町１,2022/01/25,,,,,,川崎市長,044-266-4886,,,,,,,,,,給食施設,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,77,,,川崎市立殿町小学校044-266-48867998314131,7379e07a-73ac-48ff-a409-178602401bd1,,personal,3e77411a-2590-47db-9ccd-451fcf41d787,2022/01/25,川崎市立殿町小学校,川崎市立殿町小学校,
すき家　川崎藤崎店,神奈川県川崎市,川崎区藤崎４丁目１９－３ ,川崎区藤崎４丁目１９－３,,0120-498-007,⑬その他の食料・飲料販売業,株式会社すき家,03-5783-8850,,2022/1/27,,,,142,すき家　川崎藤崎店,044,0120-498-007,,,,神奈川県川崎市　川崎区藤崎４丁目１９－３,神奈川県川崎市川崎区藤崎４丁目１９－３,,80007,14,14131,藤崎４,2022/01/27,,,,,株式会社すき家,,03-5783-8850,,,,,,,,,,その他の食料品製造・加工業,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,E,9,99,,すき家川崎藤崎店0120-498-0078000714131,179d61a1-d600-4e3e-a196-1856633f463e,株式会社すき家,c7b6fbed-bd7a-49bc-809e-36eca60a1976,315ac320-a0aa-421b-b0fb-1c47c7438c99,2022/01/27,すき家　川崎藤崎店,すき家川崎藤崎店,株式会社すき家
日本精塩株式会社　にがり製造工場,神奈川県川崎市,川崎区夜光３丁目３－３ ,川崎区夜光３丁目３－３,,277-6773,⑭添加物製造・加工業（法第13条第１項の規定により規格が定められた添加物の製造を除く。）,日本精塩株式会社,277-6773,,2022/1/14,,,,142,日本精塩株式会社　にがり製造工場,044,044-277-6773,,,,神奈川県川崎市　川崎区夜光３丁目３－３,神奈川県川崎市川崎区夜光３丁目３－３,,80023,14,14131,夜光３,2022/01/14,,,,,日本精塩株式会社,,044-277-6773,,,,,,,,,,添加物製造業,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,E,9,,,日本精塩株式会社にがり製造工場044-277-67738002314131,dec4e21b-4111-4b4b-8bb4-47cc3bae5b0b,日本精塩株式会社,7833338f-da6a-4497-b6cd-b00a290c2eee,f5b0eeb8-9215-4994-8015-b728992b781e,2022/01/14,日本精塩株式会社にがり製造工場,日本精塩株式会社にがり製造工場,日本精塩株式会社
