https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,n処理終了,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
申請者1,申請-電話番号1,施設名,施設-住所0,施設-住所1,施設-マンション名,施設-電話番号1,業種,許可年月日,確認番号,許可期間開始日,許可期間終了日,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
営業者名,"営業者
電話番号",営業所名称,営業所所在地,,,"営業所
電話番号",業種,許可年月日,許可番号,許可の有効期限FROM,許可の有効期限TO,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
矢野　由樹,,Ｌｏｕｎｇｅ　由,名古屋市中区錦三丁目１８番１３号　アミューズ錦ビル　７階Ｂ号室,名古屋市中区錦３丁目１８番１３号,アミューズ錦ビル ７階Ｂ号室,,飲食店営業,2021/11/5,3中保管第1-1402号,2021/11/5,2027/11/20,,245,Ｌｏｕｎｇｅ　由,052,,,,,名古屋市中区錦３丁目１８番１３号,愛知県名古屋市中区錦３丁目１８番１３号,アミューズ錦ビル ７階Ｂ号室,114880,23,23106,錦３,,,2021/11/05,2021/11/05,2027/11/20,,矢野　由樹,,,,,,,,,3中保管第1-1402号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,Ｌｏｕｎｇｅ由11488023106,7934235f-6b79-49ff-9cc4-789f978fd744,,personal,bbe82d8c-401d-4fc3-a5db-7d11ba299016,2021/11/05,Ｌｏｕｎｇｅ　由,Ｌｏｕｎｇｅ由,
株式会社　名和 代表取締役　石田　ひと美,052-231-0011,ＥＭＡＮＯＮ,名古屋市中区栄三丁目１番１８号　２３ビル　地下２階,名古屋市中区栄３丁目１番１８号,２３ビル 地下２階,052-252-5988,飲食店営業,2021/11/8,3中保管第1-1495号,2021/11/15,2027/11/20,,245,ＥＭＡＮＯＮ,052,052-252-5988,,,,名古屋市中区栄３丁目１番１８号,愛知県名古屋市中区栄３丁目１番１８号,２３ビル 地下２階,114857,23,23106,栄３,,,2021/11/08,2021/11/15,2027/11/20,株式会社　名和 ,代表取締役　石田　ひと美,052-231-0011,,,,,,,,3中保管第1-1495号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,ＥＭＡＮＯＮ052-252-598811485723106,46d78d6b-6953-4717-9015-a34e59cc60e8,株式会社名和　,bc60e646-bf7e-4964-9e3a-7022cf834608,a04f9c50-548b-4767-a74b-b9745cdbec43,2021/11/08,ＥＭＡＮＯＮ,ＥＭＡＮＯＮ,株式会社名和　
株式会社　Ｋ－ｓｈｉｐ 代表取締役　河﨑　将宏,,炭火焼ダイニング口八町　金山別館,名古屋市中区金山四丁目５番４号　,名古屋市中区金山４丁目５番４号, ,052-870-3888,飲食店営業,2021/11/10,3中保管第1-1367号,2021/11/11,2027/11/20,,245,炭火焼ダイニング口八町　金山別館,052,052-870-3888,,,,名古屋市中区金山４丁目５番４号,愛知県名古屋市中区金山４丁目５番４号, ,114850,23,23106,金山４,,,2021/11/10,2021/11/11,2027/11/20,株式会社　Ｋ－ｓｈｉｐ ,代表取締役　河﨑　将宏,,,,,,,,,3中保管第1-1367号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,炭火焼ダイニング口八町金山別館052-870-388811485023106,6022f4b2-55e2-4ef4-849e-58102fa151b2,株式会社Ｋ－ｓｈｉｐ　,6e9b19e4-6e18-4721-8636-ad85636fefbf,49b6c084-5c49-49c1-9852-e28cbd6887ec,2021/11/10,炭火焼ダイニング口八町　金山別館,炭火焼ダイニング口八町金山別館,株式会社Ｋ－ｓｈｉｐ　
株式会社　クロコ 代表取締役　大和田　大地,03-6263-2965,トラットリア　リアナ　名古屋店,名古屋市中区栄四丁目１５番２３号　ｔｈｅ　ｂ　名古屋　２Ｆ,名古屋市中区栄４丁目１５番２３号 ,ｔｈｅ ｂ 名古屋 ２Ｆ,052-228-2335,飲食店営業,2021/11/8,3中保管第1-1474号,2021/11/8,2027/11/20,,245,トラットリア　リアナ　名古屋店,052,052-228-2335,,,,名古屋市中区栄４丁目１５番２３号 ,愛知県名古屋市中区栄４丁目１５番２３号,ｔｈｅ ｂ 名古屋 ２Ｆ,114858,23,23106,栄４,,,2021/11/08,2021/11/08,2027/11/20,株式会社　クロコ ,代表取締役　大和田　大地,03-6263-2965,,,,,,,,3中保管第1-1474号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,トラットリアリアナ名古屋店052-228-233511485823106,7f92ad5f-c6af-49a6-a11b-c26586a6df30,株式会社クロコ　,9e4b7c86-7f0c-4f19-aeb3-5ae6e2fcc5f3,26539415-1304-4946-a888-5c37fa15e076,2021/11/08,トラットリア　リアナ　名古屋店,トラットリアリアナ名古屋店,株式会社クロコ　
道家　良子,,メンバーズ　小百合,名古屋市中区錦三丁目２番２４号　セントヒルズビル５階B号室,名古屋市中区錦３丁目２番２４号 ,セントヒルズビル５階B号室,971-3555,飲食店営業,2021/11/8,3中保管第1-1404号,2021/11/21,2027/11/20,,245,メンバーズ　小百合,052,052-971-3555,,,,名古屋市中区錦３丁目２番２４号 ,愛知県名古屋市中区錦３丁目２番２４号,セントヒルズビル５階B号室,114880,23,23106,錦３,,,2021/11/08,2021/11/21,2027/11/20,,道家　良子,,,,,,,,,3中保管第1-1404号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,メンバズ小百合052-971-355511488023106,f4388d4e-181d-4357-89c5-4e653f8a56a5,,personal,aa8c54ee-f914-411d-9671-c33534aadc45,2021/11/08,メンバーズ　小百合,メンバズ小百合,
株式会社　オースタイル 代表取締役　荻巣　幹典,,ＵＥ,名古屋市中区栄四丁目７番１号　ニューユタカビル　４階　４０３号室,名古屋市中区栄４丁目７番１号 ,ニューユタカビル ４階 ４０３号室,052-881-4621,飲食店営業,2021/11/8,3中保管第1-1472号,2021/11/8,2027/11/20,,245,ＵＥ,052,052-881-4621,,,,名古屋市中区栄４丁目７番１号 ,愛知県名古屋市中区栄４丁目７番１号,ニューユタカビル ４階 ４０３号室,114858,23,23106,栄４,,,2021/11/08,2021/11/08,2027/11/20,株式会社　オースタイル ,代表取締役　荻巣　幹典,,,,,,,,,3中保管第1-1472号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,ＵＥ052-881-462111485823106,887cd1f0-3dd7-4ca6-b8a4-4dea56d83dbb,株式会社オースタイル　,7e460040-8636-465f-b9ce-ee36cb2b0008,c61c12e2-e55c-4486-9fa8-8c9b5b197d65,2021/11/08,ＵＥ,ＵＥ,株式会社オースタイル　
株式会社ＫＵＧＩ 代表取締役　釘宮　佑輔,052-253-7462,割烹　Ｋｕｇｉ,名古屋市中区錦三丁目１１番１６号　１Ｆ,名古屋市中区錦３丁目１１番１６号,１Ｆ,052-211-9675,飲食店営業,2021/11/8,3中保管第1-1484号,2021/11/9,2027/11/20,,245,割烹　Ｋｕｇｉ,052,052-211-9675,,,,名古屋市中区錦３丁目１１番１６号,愛知県名古屋市中区錦３丁目１１番１６号,１Ｆ,114880,23,23106,錦３,,,2021/11/08,2021/11/09,2027/11/20,株式会社ＫＵＧＩ ,代表取締役　釘宮　佑輔,052-253-7462,,,,,,,,3中保管第1-1484号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,割烹Ｋｕｇｉ052-211-967511488023106,71912f4e-e7d1-4aae-827f-c65c3b2edefe,株式会社ＫＵＧＩ　,aa531381-6419-4152-9e15-7912ffb6227b,507a7461-aac5-4b9b-966a-b9a3fe122105,2021/11/08,割烹　Ｋｕｇｉ,割烹Ｋｕｇｉ,株式会社ＫＵＧＩ　
株式会社ＫＵＧＩ 代表取締役　釘宮　佑輔,052-253-7462,鯛しゃぶ庵　くぎ,名古屋市中区錦三丁目１２番１２号　ハードワンビル　Ｂ１Ｆ,名古屋市中区錦３丁目１２番１２号,ハードワンビル Ｂ１Ｆ,,飲食店営業,2021/11/8,3中保管第1-1485号,2021/11/9,2027/11/20,,245,鯛しゃぶ庵　くぎ,052,,,,,名古屋市中区錦３丁目１２番１２号,愛知県名古屋市中区錦３丁目１２番１２号,ハードワンビル Ｂ１Ｆ,114880,23,23106,錦３,,,2021/11/08,2021/11/09,2027/11/20,株式会社ＫＵＧＩ ,代表取締役　釘宮　佑輔,052-253-7462,,,,,,,,3中保管第1-1485号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,鯛しゃぶ庵くぎ11488023106,ae2a3ef7-6b8f-4f76-b952-157788c3c335,株式会社ＫＵＧＩ　,aa531381-6419-4152-9e15-7912ffb6227b,c6758f5c-8deb-48e1-aea8-d14834420010,2021/11/08,鯛しゃぶ庵　くぎ,鯛しゃぶ庵くぎ,株式会社ＫＵＧＩ　
鐘　路暦,,CLUB花泉,名古屋市中区錦三丁目１９番３０号　第三錦ビル　5階5-8号室,名古屋市中区錦３丁目１９番３０号,第三錦ビル ５階５－８号室,963-4882,飲食店営業,2021/11/9,3中保管第1-1507号,2021/11/21,2027/11/20,,245,CLUB花泉,052,052-963-4882,,,,名古屋市中区錦３丁目１９番３０号,愛知県名古屋市中区錦３丁目１９番３０号,第三錦ビル ５階５－８号室,114880,23,23106,錦３,,,2021/11/09,2021/11/21,2027/11/20,,鐘　路暦,,,,,,,,,3中保管第1-1507号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,ＣＬＵＢ花泉052-963-488211488023106,2ac4913c-2528-495b-b893-fa237aa8bb75,,personal,9d04abaf-8fdf-4b00-9338-eb950ac5a4a8,2021/11/09,ＣＬＵＢ花泉,ＣＬＵＢ花泉,
林　直治,,麺家　喜多楽,名古屋市中区橘一丁目２８番６号　近藤ビル１F,名古屋市中区橘１丁目２８番６号, 近藤ビル１F,332-5515,飲食店営業,2021/11/9,3中保管第1-1475号,2021/11/21,2027/11/20,,245,麺家　喜多楽,052,052-332-5515,,,,名古屋市中区橘１丁目２８番６号,愛知県名古屋市中区橘１丁目２８番６号, 近藤ビル１F,114871,23,23106,橘１,,,2021/11/09,2021/11/21,2027/11/20,,林　直治,,,,,,,,,3中保管第1-1475号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,麺家喜多楽052-332-551511487123106,72e08241-0a30-40df-98ad-7f65c3e6cee1,,personal,3810d024-6fb8-42c0-b27b-8b0dd47220a4,2021/11/09,麺家　喜多楽,麺家喜多楽,
株式会社　元気 代表取締役　小笠原嘉彦,0567-43-5565,元気タコライス,名古屋市中区錦三丁目８番１５号　第２錦スカイビル２Ｄ　,名古屋市中区錦３丁目８番１５号,第２錦スカイビル２Ｄ ,052-228-2745,飲食店営業,2021/11/9,3中保管第1-1479号,2021/11/9,2027/11/20,,245,元気タコライス,052,052-228-2745,,,,名古屋市中区錦３丁目８番１５号,愛知県名古屋市中区錦３丁目８番１５号,第２錦スカイビル２Ｄ ,114880,23,23106,錦３,,,2021/11/09,2021/11/09,2027/11/20,株式会社　元気 ,代表取締役　小笠原嘉彦,0567-43-5565,,,,,,,,3中保管第1-1479号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,元気タコライス052-228-274511488023106,5cef7eaa-cdfe-4f51-b4b9-4e059f496016,株式会社元気　,f77a4c26-aca4-49b4-bdac-9b2a5dae22e8,7a750cff-638d-483d-bbc9-937f7bb43ea9,2021/11/09,元気タコライス,元気タコライス,株式会社元気　
舘林　慎二,,ｔｈｅ　ｍｏｄｅｒｎ　一,名古屋市中区栄四丁目８番１６号　朝香ビル　地階の一部　Ｂ１－Ｃ号室,名古屋市中区栄４丁目８番１６号 ,朝香ビル 地階の一部 Ｂ１－Ｃ号室,,飲食店営業,2021/11/8,3中保管第1-1491号,2021/11/8,2027/11/20,,245,ｔｈｅ　ｍｏｄｅｒｎ　一,052,,,,,名古屋市中区栄４丁目８番１６号 ,愛知県名古屋市中区栄４丁目８番１６号,朝香ビル 地階の一部 Ｂ１－Ｃ号室,114858,23,23106,栄４,,,2021/11/08,2021/11/08,2027/11/20,,舘林　慎二,,,,,,,,,3中保管第1-1491号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,ｔｈｅｍｏｄｅｒｎ一11485823106,d600e570-5151-4788-8734-76543e412d52,,personal,f7217ceb-b690-47fd-b0b3-d0cf739b3cb3,2021/11/08,ｔｈｅ　ｍｏｄｅｒｎ　一,ｔｈｅｍｏｄｅｒｎ一,
坂本　崚,,サクッとＢＡＲ銀太,名古屋市中区栄四丁目５番１８号　栄ソシアルビル５－Ａ,名古屋市中区栄４丁目５番１８号 ,栄ソシアルビル５－Ａ,,飲食店営業,2021/11/8,3中保管第1-1496号,2021/11/8,2027/11/20,,245,サクッとＢＡＲ銀太,052,,,,,名古屋市中区栄４丁目５番１８号 ,愛知県名古屋市中区栄４丁目５番１８号,栄ソシアルビル５－Ａ,114858,23,23106,栄４,,,2021/11/08,2021/11/08,2027/11/20,,坂本　崚,,,,,,,,,3中保管第1-1496号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,サクッとＢＡＲ銀太11485823106,241edeb5-6c26-40ec-ba07-f1eb1db2c15f,,personal,d2503d72-e5f9-4a2f-a75f-4234f8d81adc,2021/11/08,サクッとＢＡＲ銀太,サクッとＢＡＲ銀太,
山田　慎一郎,,ａｌｌｅｓ,名古屋市中区栄四丁目１３番１５号　ハットリビル４Ｂ,名古屋市中区栄４丁目１３番１５号, ハットリビル４Ｂ,,飲食店営業,2021/11/9,3中保管第1-1513号,2021/11/9,2027/11/20,,245,ａｌｌｅｓ,052,,,,,名古屋市中区栄４丁目１３番１５号,愛知県名古屋市中区栄４丁目１３番１５号, ハットリビル４Ｂ,114858,23,23106,栄４,,,2021/11/09,2021/11/09,2027/11/20,,山田　慎一郎,,,,,,,,,3中保管第1-1513号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,ａｌｌｅｓ11485823106,66b77cae-38eb-4103-b78f-c334b3669ea4,,personal,c1e89d2f-9c3c-4069-815a-ffd9e4b41ded,2021/11/09,ａｌｌｅｓ,ａｌｌｅｓ,
株式会社　シュシュ 代表取締役　水谷　誠,052-732-1105,女王のイタリアン　Ｑｕｅｅｎｓ　Ｂｕｒｇｅｒ,名古屋市中区大須一丁目７番２６号　１Ｆ,名古屋市中区大須１丁目７番２６号,１Ｆ,,飲食店営業,2021/11/11,3中保管第1-1460号,2021/11/17,2027/11/20,,245,女王のイタリアン　Ｑｕｅｅｎｓ　Ｂｕｒｇｅｒ,052,,,,,名古屋市中区大須１丁目７番２６号,愛知県名古屋市中区大須１丁目７番２６号,１Ｆ,114843,23,23106,大須１,,,2021/11/11,2021/11/17,2027/11/20,株式会社　シュシュ ,代表取締役　水谷　誠,052-732-1105,,,,,,,,3中保管第1-1460号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,女王のイタリアンＱｕｅｅｎｓＢｕｒｇｅｒ11484323106,46f6256a-a991-4aaf-bc2b-9592c6cd172f,株式会社シュシュ　,edc02621-178d-42c8-a911-014bb2d06650,dd46e808-baa9-4d3f-b702-a9172311a75b,2021/11/11,女王のイタリアン　Ｑｕｅｅｎｓ　Ｂｕｒｇｅｒ,女王のイタリアンＱｕｅｅｎｓＢｕｒｇｅｒ,株式会社シュシュ　
吉原　昌孝,,ピアノバー　クラブ　アドリアーナ,名古屋市中区葵一丁目２７番３７号　新栄シティハイツ１F,名古屋市中区葵１丁目２７番３７号, 新栄シティハイツ１F,937-8899,飲食店営業,2021/11/9,3中保管第1-1497号,2021/11/21,2027/11/20,,245,ピアノバー　クラブ　アドリアーナ,052,052-937-8899,,,,名古屋市中区葵１丁目２７番３７号,愛知県名古屋市中区葵１丁目２７番３７号, 新栄シティハイツ１F,114837,23,23106,葵１,,,2021/11/09,2021/11/21,2027/11/20,,吉原　昌孝,,,,,,,,,3中保管第1-1497号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,ピアノバクラブアドリアナ052-937-889911483723106,193d1e45-f38d-425e-97e4-8d83212bcdff,,personal,9b561df0-5161-44d6-893a-8e2d1ad7d79c,2021/11/09,ピアノバー　クラブ　アドリアーナ,ピアノバクラブアドリアナ,
株式会社　東鮓本店 取締役社長　横井　太郎,231-3141,東鮓本店　サカエチカ店,名古屋市中区栄三丁目４番６号地先　栄地下センター,名古屋市中区栄３丁目４番６号,地先 栄地下センター,971-2126,飲食店営業,2021/11/9,3中保管第1-1431号,2021/11/21,2027/11/20,,245,東鮓本店　サカエチカ店,052,052-971-2126,,,,名古屋市中区栄３丁目４番６号,愛知県名古屋市中区栄３丁目４番６号,地先 栄地下センター,114857,23,23106,栄３,,,2021/11/09,2021/11/21,2027/11/20,株式会社　東鮓本店 ,取締役社長　横井　太郎,052-231-3141,,,,,,,,3中保管第1-1431号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,東鮓本店サカエチカ店052-971-212611485723106,c4f82f4b-4626-458e-a314-34b654f4caaa,株式会社東鮓本店　,33cfcef8-385c-4db9-8602-460c8dc5ff47,4a46e00c-1c22-40a6-b04f-901c0beb44cf,2021/11/09,東鮓本店　サカエチカ店,東鮓本店サカエチカ店,株式会社東鮓本店　
岡　咲恵,,ＬＩＶＥ ＆ ＢＡＲ　ＳＰＡＣＥ　ＦＡＴＥ,名古屋市中区栄四丁目８番７号　第１オーシャンビル ５Ｆ,名古屋市中区栄４丁目８番７号,第１オーシャンビル ５Ｆ,265-9525,飲食店営業,2021/11/9,3中保管第1-1419号,2021/11/21,2027/11/20,,245,ＬＩＶＥ ＆ ＢＡＲ　ＳＰＡＣＥ　ＦＡＴＥ,052,052-265-9525,,,,名古屋市中区栄４丁目８番７号,愛知県名古屋市中区栄４丁目８番７号,第１オーシャンビル ５Ｆ,114858,23,23106,栄４,,,2021/11/09,2021/11/21,2027/11/20,,岡　咲恵,,,,,,,,,3中保管第1-1419号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,ＬＩＶＥＢＡＲＳＰＡＣＥＦＡＴＥ052-265-952511485823106,af9d5b92-2a5c-4eff-bb36-9cd4820df87a,,personal,717ea054-8d4e-4e11-9dcd-266c20aabd06,2021/11/09,ＬＩＶＥ　＆　ＢＡＲ　ＳＰＡＣＥ　ＦＡＴＥ,ＬＩＶＥＢＡＲＳＰＡＣＥＦＡＴＥ,
有限会社 恵企画 取締役 具志　堅信,,プリンセスハート　セントエリザベス,名古屋市中区栄四丁目８番１９号　エポックビル １階,名古屋市中区栄４丁目８番１９号,エポックビル １階,242-8011,飲食店営業,2021/11/10,3中保管第1-1435号,2021/11/21,2027/11/20,,245,プリンセスハート　セントエリザベス,052,052-242-8011,,,,名古屋市中区栄４丁目８番１９号,愛知県名古屋市中区栄４丁目８番１９号,エポックビル １階,114858,23,23106,栄４,,,2021/11/10,2021/11/21,2027/11/20,有限会社 恵企画 ,取締役 具志　堅信,,,,,,,,,3中保管第1-1435号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,プリンセスハトセントエリザベス052-242-801111485823106,afd44c04-99e0-4647-a037-6058dc038a48,有限会社恵企画　,ad13d072-2114-4b75-b57f-5853424ce1ae,e3bb1c3f-a02b-4f73-95d6-5e7020c5f71e,2021/11/10,プリンセスハート　セントエリザベス,プリンセスハトセントエリザベス,有限会社恵企画　
有限会社 恵企画 取締役 具志　堅信,,プリンセスハート　セントエリザベス,名古屋市中区栄四丁目８番１９号　エポックビル １階,名古屋市中区栄４丁目８番１９号,エポックビル １階,242-8011,菓子製造業,2021/11/10,3中保管第1-1436号,2021/11/21,2027/11/20,,245,プリンセスハート　セントエリザベス,052,052-242-8011,,,,名古屋市中区栄４丁目８番１９号,愛知県名古屋市中区栄４丁目８番１９号,エポックビル １階,114858,23,23106,栄４,,,2021/11/10,2021/11/21,2027/11/20,有限会社 恵企画 ,取締役 具志　堅信,,,,,,,,,3中保管第1-1436号,,菓子製造業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,E,9,,,プリンセスハトセントエリザベス052-242-801111485823106,afd44c04-99e0-4647-a037-6058dc038a48,有限会社恵企画　,ad13d072-2114-4b75-b57f-5853424ce1ae,766e262a-97d8-49cb-9271-d8f8d5c43345,2021/11/10,プリンセスハート　セントエリザベス,プリンセスハトセントエリザベス,有限会社恵企画　
