https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,n処理終了,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施設名,施設-住所1,施設-住所2,施設-電話番号1,申請者1,確認番号,許可年月日,業種,申請-電話番号1,開業年月日,その他,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
屋号,,営業所所在地,営業所TEL1,営業者名,許可番号,許可開始日,業種,"営業者TEL1
情報公開用",初回許可日,申請区分,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
サンシャインクルーズ·クルーズ,豊島区,東池袋三丁目1番1号,3981-7555,株式会社ムーンエレファントジャパン,1-02-00396,令和2年5月28日,【~R3.5】そうざい製造業,06-6577-8268,令和2年5月28日,新規,,195,サンシャインクルーズ·クルーズ,03,03-3981-7555,,,,豊島区　東池袋三丁目1番1号,東京都豊島区東池袋３丁目１番１号,,74832,13,13116,東池袋３,,2020/05/28,2020/05/28,,,株式会社ムーンエレファントジャパン,,06-6577-8268,,,,,,,,1-02-00396,,そうざい製造業,,新規,,195_東京都_池袋保健所_食品衛生()_2021年11月_末日_新規,E,9,,,サンシャインクルズクルズ03-3981-75557483213116,c1d0c3ff-f3e6-4f8c-ae72-8ded302071c2,株式会社ムーンエレファントジャパン,3fc7ec24-6d5d-4593-bfe0-58fd98ccb5bc,96a60abe-4e9d-4873-9e27-3422ec2521a1,2020/05/28,サンシャインクルーズ・クルーズ,サンシャインクルズクルズ,株式会社ムーンエレファントジャパン
サンシャインクルーズ·クルーズ,豊島区,東池袋三丁目1番1号,3981-7555,株式会社ムーンエレファントジャパン,1-02-02172,令和3年2月15日,【~R3.5】食肉販売業(肉販店舗),06-6577-8268,令和3年2月15日,新規,,195,サンシャインクルーズ·クルーズ,03,03-3981-7555,,,,豊島区　東池袋三丁目1番1号,東京都豊島区東池袋３丁目１番１号,,74832,13,13116,東池袋３,,2021/02/15,2021/02/15,,,株式会社ムーンエレファントジャパン,,06-6577-8268,,,,,,,,1-02-02172,,食肉販売業,,新規,,195_東京都_池袋保健所_食品衛生()_2021年11月_末日_新規,I,58,583,,サンシャインクルズクルズ03-3981-75557483213116,c1d0c3ff-f3e6-4f8c-ae72-8ded302071c2,株式会社ムーンエレファントジャパン,3fc7ec24-6d5d-4593-bfe0-58fd98ccb5bc,6fb5c54c-2a32-49dc-9479-7ff958d3dc94,2021/02/15,サンシャインクルーズ・クルーズ,サンシャインクルズクルズ,株式会社ムーンエレファントジャパン
サンシャインクルーズ·クルーズ,豊島区,東池袋三丁目1番1号,3981-7555,株式会社ムーンエレファントジャパン,1-02-02173,令和3年2月15日,【~R3.5】魚介類販売業(魚販店舗),06-6577-8268,令和3年2月15日,新規,,195,サンシャインクルーズ·クルーズ,03,03-3981-7555,,,,豊島区　東池袋三丁目1番1号,東京都豊島区東池袋３丁目１番１号,,74832,13,13116,東池袋３,,2021/02/15,2021/02/15,,,株式会社ムーンエレファントジャパン,,06-6577-8268,,,,,,,,1-02-02173,,魚介類販売業,(魚販店舗),新規,,195_東京都_池袋保健所_食品衛生()_2021年11月_末日_新規,I,58,,,サンシャインクルズクルズ03-3981-75557483213116,c1d0c3ff-f3e6-4f8c-ae72-8ded302071c2,株式会社ムーンエレファントジャパン,3fc7ec24-6d5d-4593-bfe0-58fd98ccb5bc,9fdbfc2d-9993-4390-aa81-fa8cdc35f076,2021/02/15,サンシャインクルーズ・クルーズ,サンシャインクルズクルズ,株式会社ムーンエレファントジャパン
サンシャインクルーズ·クルーズ,豊島区,東池袋三丁目1番1号,3981-7555,株式会社ムーンエレファントジャパン,1-27-01410,平成27年12月1日,【~R3.5】飲食店営業(飲食一般·大規模店),06-6577-8268,平成11年11月24日,更新,,195,サンシャインクルーズ·クルーズ,03,03-3981-7555,,,,豊島区　東池袋三丁目1番1号,東京都豊島区東池袋３丁目１番１号,,74832,13,13116,東池袋３,,1999/11/24,2015/12/01,,,株式会社ムーンエレファントジャパン,,06-6577-8268,,,,,,,,1-27-01410,,飲食店営業,(飲食一般·大規模店),更新,,195_東京都_池袋保健所_食品衛生()_2021年11月_末日_新規,M,76,,,サンシャインクルズクルズ03-3981-75557483213116,c1d0c3ff-f3e6-4f8c-ae72-8ded302071c2,株式会社ムーンエレファントジャパン,3fc7ec24-6d5d-4593-bfe0-58fd98ccb5bc,02aac1a4-bc07-4bd6-9319-498733819fa0,2015/12/01,サンシャインクルーズ・クルーズ,サンシャインクルズクルズ,株式会社ムーンエレファントジャパン
ベイカーズダイナー　池袋サンシャインシティ店,豊島区,東池袋三丁目1番1号,6912-8042,株式会社サイプレス,1-02-02281,令和3年4月1日,【~R3.5】飲食店営業(飲食一般),6807-4165,平成26年3月31日,更新,,195,ベイカーズダイナー　池袋サンシャインシティ店,03,03-6912-8042,,,,豊島区　東池袋三丁目1番1号,東京都豊島区東池袋３丁目１番１号,,74832,13,13116,東池袋３,,2014/03/31,2021/04/01,,,株式会社サイプレス,,03-6807-4165,,,,,,,,1-02-02281,,飲食店営業,,更新,,195_東京都_池袋保健所_食品衛生()_2021年11月_末日_新規,M,76,,,ベイカズダイナ池袋サンシャインシティ店03-6912-80427483213116,4f84118c-8d3f-43a8-90e6-6bb781e5896d,株式会社サイプレス,81ab4551-e78b-458b-962f-63765a1e94c4,cfeeff60-672c-43f1-b8ca-684efbe00de9,2021/04/01,ベイカーズダイナー　池袋サンシャインシティ店,ベイカズダイナ池袋サンシャインシティ店,株式会社サイプレス
星のなる木,豊島区,東池袋三丁目1番1号,5485-3939,株式会社ムーンエレファントジャパン,1-02-00448,令和2年6月4日,【~R3.5】菓子製造業(菓製その他),06-6577-8268,令和2年6月4日,新規,,195,星のなる木,03,03-5485-3939,,,,豊島区　東池袋三丁目1番1号,東京都豊島区東池袋３丁目１番１号,,74832,13,13116,東池袋３,,2020/06/04,2020/06/04,,,株式会社ムーンエレファントジャパン,,06-6577-8268,,,,,,,,1-02-00448,,菓子製造業,（菓製その他）,新規,,195_東京都_池袋保健所_食品衛生()_2021年11月_末日_新規,E,9,,,星のなる木03-5485-39397483213116,127d92d5-b38c-4190-8a8d-5572faeb4826,株式会社ムーンエレファントジャパン,3fc7ec24-6d5d-4593-bfe0-58fd98ccb5bc,80b99080-4c3b-462a-9c28-fa17f036d31f,2020/06/04,星のなる木,星のなる木,株式会社ムーンエレファントジャパン
星のなる木,豊島区,東池袋三丁目1番1号,5485-3939,株式会社ムーンエレファントジャパン,1-02-00449,令和2年6月4日,【~R3.5】そうざい製造業,06-6577-8268,令和2年6月4日,新規,,195,星のなる木,03,03-5485-3939,,,,豊島区　東池袋三丁目1番1号,東京都豊島区東池袋３丁目１番１号,,74832,13,13116,東池袋３,,2020/06/04,2020/06/04,,,株式会社ムーンエレファントジャパン,,06-6577-8268,,,,,,,,1-02-00449,,そうざい製造業,,新規,,195_東京都_池袋保健所_食品衛生()_2021年11月_末日_新規,E,9,,,星のなる木03-5485-39397483213116,127d92d5-b38c-4190-8a8d-5572faeb4826,株式会社ムーンエレファントジャパン,3fc7ec24-6d5d-4593-bfe0-58fd98ccb5bc,11b641ca-83c5-4b5d-b059-2a1691af0dcc,2020/06/04,星のなる木,星のなる木,株式会社ムーンエレファントジャパン
星のなる木,豊島区,東池袋三丁目1番1号,5485-3939,株式会社ムーンエレファントジャパン,1-02-02174,令和3年2月15日,【~R3.5】食肉販売業(肉販店舗),06-6577-8268,令和3年2月15日,新規,,195,星のなる木,03,03-5485-3939,,,,豊島区　東池袋三丁目1番1号,東京都豊島区東池袋３丁目１番１号,,74832,13,13116,東池袋３,,2021/02/15,2021/02/15,,,株式会社ムーンエレファントジャパン,,06-6577-8268,,,,,,,,1-02-02174,,食肉販売業,,新規,,195_東京都_池袋保健所_食品衛生()_2021年11月_末日_新規,I,58,583,,星のなる木03-5485-39397483213116,127d92d5-b38c-4190-8a8d-5572faeb4826,株式会社ムーンエレファントジャパン,3fc7ec24-6d5d-4593-bfe0-58fd98ccb5bc,ed65a01f-3490-4dea-b62b-58efec6c6c00,2021/02/15,星のなる木,星のなる木,株式会社ムーンエレファントジャパン
星のなる木,豊島区,東池袋三丁目1番1号,5485-3939,株式会社ムーンエレファントジャパン,1-02-02175,令和3年2月15日,【~R3.5】魚介類販売業(魚販店舗),06-6577-8268,令和3年2月15日,新規,,195,星のなる木,03,03-5485-3939,,,,豊島区　東池袋三丁目1番1号,東京都豊島区東池袋３丁目１番１号,,74832,13,13116,東池袋３,,2021/02/15,2021/02/15,,,株式会社ムーンエレファントジャパン,,06-6577-8268,,,,,,,,1-02-02175,,魚介類販売業,(魚販店舗),新規,,195_東京都_池袋保健所_食品衛生()_2021年11月_末日_新規,I,58,,,星のなる木03-5485-39397483213116,127d92d5-b38c-4190-8a8d-5572faeb4826,株式会社ムーンエレファントジャパン,3fc7ec24-6d5d-4593-bfe0-58fd98ccb5bc,63b777f4-955d-483a-a1dd-a3bae593eb44,2021/02/15,星のなる木,星のなる木,株式会社ムーンエレファントジャパン
セガフレード·ザネッティ·エスプレッソ　サンシャインシティ店,豊島区,東池袋三丁目1番1号,03-6912-7202,株式会社TSC,1-29-00853,平成29年8月10日,【~R3.5】飲食店営業(飲食一般),048-487-7111,平成29年8月10日,新規,,195,セガフレード·ザネッティ·エスプレッソ　サンシャインシティ店,03,03-6912-7202,,,,豊島区　東池袋三丁目1番1号,東京都豊島区東池袋３丁目１番１号,,74832,13,13116,東池袋３,,2017/08/10,2017/08/10,,,株式会社TSC,,048-487-7111,,,,,,,,1-29-00853,,飲食店営業,,新規,,195_東京都_池袋保健所_食品衛生()_2021年11月_末日_新規,M,76,,,セガフレドザネッティ·エスプレッソサンシャインシティ店03-6912-72027483213116,6dca04d4-ac21-45c8-aafb-6e6f0c5819fc,株式会社ＴＳＣ,9b242c7d-d1a4-4c45-9a6c-644d1893873e,7ed3d347-9be6-48e4-bad5-890a880b55be,2017/08/10,セガフレード・ザネッティ·エスプレッソ　サンシャインシティ店,セガフレドザネッティ·エスプレッソサンシャインシティ店,株式会社ＴＳＣ
マイアミガーデン　サンシャイン店,豊島区,東池袋三丁目1番2号,3987-6368,株式会社酔心,1-28-01796,平成29年1月1日,【~R3.5】飲食店営業(飲食一般),3433-6601,平成16年12月28日,更新,,195,マイアミガーデン　サンシャイン店,03,03-3987-6368,,,,豊島区　東池袋三丁目1番2号,東京都豊島区東池袋３丁目１番２号,,74832,13,13116,東池袋３,,2004/12/28,2017/01/01,,,株式会社酔心,,03-3433-6601,,,,,,,,1-28-01796,,飲食店営業,,更新,,195_東京都_池袋保健所_食品衛生()_2021年11月_末日_新規,M,76,,,マイアミガデンサンシャイン店03-3987-63687483213116,0858ee6c-9e6b-40f1-87fc-140f5973201a,株式会社酔心,70cc459c-1bec-4547-a4e8-092629fb71a8,9b7a362f-215e-44ad-abe5-9327cabd9932,2017/01/01,マイアミガーデン　サンシャイン店,マイアミガデンサンシャイン店,株式会社酔心
龍記之餃子,豊島区,東池袋三丁目1番3号,5950-3991,株式会社飲食店繁盛会,1-03-01283,,1飲食店営業(一般),5302-9841,,新規,,195,龍記之餃子,03,03-5950-3991,,,,豊島区　東池袋三丁目1番3号,東京都豊島区東池袋３丁目１番３号,,74832,13,13116,東池袋３,,,,,,株式会社飲食店繁盛会,,03-5302-9841,,,,,,,,1-03-01283,,飲食店営業,（一般）,新規,,195_東京都_池袋保健所_食品衛生()_2021年11月_末日_新規,M,76,,,龍記之餃子03-5950-39917483213116,3d3c69b9-bed3-40b4-a873-6f088c506a3e,株式会社飲食店繁盛会,13562266-258d-4ec8-b0b0-00a59394f6d4,79e59b89-c1ab-42dc-862f-6fd1c40b44ed,2021/11/01,龍記之餃子,龍記之餃子,株式会社飲食店繁盛会
スターバックスコーヒーエチカ池袋店,豊島区,西池袋三丁目28番14号,5960-0600,スターバックスコーヒージャパン株式会社,1-03-01284,,1飲食店営業(一般),03-5745-5886,,新規,,195,スターバックスコーヒーエチカ池袋店,03,03-5960-0600,,,,豊島区　西池袋三丁目28番14号,東京都豊島区西池袋３丁目２８番１４号,,74823,13,13116,西池袋３,,,,,,スターバックスコーヒージャパン株式会社,,03-5745-5886,,,,,,,,1-03-01284,,飲食店営業,（一般）,新規,,195_東京都_池袋保健所_食品衛生()_2021年11月_末日_新規,M,76,,,スタバックスコヒエチカ池袋店03-5960-06007482313116,40a7c16d-4724-4e58-a0d3-b855964eb4fb,スターバックスコーヒージャパン株式会社,c5f930ae-b05a-4999-9095-01c73de52a3b,426dbf82-70e1-4d9a-bbee-e048829a9aa6,2021/11/01,スターバックスコーヒーエチカ池袋店,スタバックスコヒエチカ池袋店,スターバックスコーヒージャパン株式会社
Cafe Pastino HiRoエソラ池袋店,豊島区,西池袋一丁目12番1号,,株式会社リストランテ　ヒロ,1-03-01273,,1飲食店営業(一般),3486-5561,,新規,,195,Cafe Pastino HiRoエソラ池袋店,03,,,,,豊島区　西池袋一丁目12番1号,東京都豊島区西池袋１丁目１２番１号,,74821,13,13116,西池袋１,,,,,,株式会社リストランテ　ヒロ,,03-3486-5561,,,,,,,,1-03-01273,,飲食店営業,（一般）,新規,,195_東京都_池袋保健所_食品衛生()_2021年11月_末日_新規,M,76,,,ＣａｆｅＰａｓｔｉｎｏＨｉＲｏエソラ池袋店7482113116,e20e3355-0c6f-47b1-a308-4305836e9ba3,株式会社リストランテ　ヒロ,5bdbc1a5-0031-41ac-a464-dec7b2685227,f94f7121-b710-4159-a234-b606949d9915,2021/11/01,Ｃａｆｅ　Ｐａｓｔｉｎｏ　ＨｉＲｏエソラ池袋店,ＣａｆｅＰａｓｔｉｎｏＨｉＲｏエソラ池袋店,株式会社リストランテ　ヒロ
MeetFresh 鮮芋仙　エソラ池袋店,豊島区,西池袋一丁目12番1号,6914-1388,スムースデザイン株式会社,1-03-01274,,1飲食店営業(一般),5939-9500,,新規,,195,MeetFresh 鮮芋仙　エソラ池袋店,03,03-6914-1388,,,,豊島区　西池袋一丁目12番1号,東京都豊島区西池袋１丁目１２番１号,,74821,13,13116,西池袋１,,,,,,スムースデザイン株式会社,,03-5939-9500,,,,,,,,1-03-01274,,飲食店営業,（一般）,新規,,195_東京都_池袋保健所_食品衛生()_2021年11月_末日_新規,M,76,,,ＭｅｅｔＦｒｅｓｈ鮮芋仙エソラ池袋店03-6914-13887482113116,8e5bce9c-bfec-4fcc-85ac-25d011e17b99,スムースデザイン株式会社,d71f9007-0415-429b-a5db-a54e8d1b5074,56515b6d-f978-4829-9a99-d33d508e6536,2021/11/01,ＭｅｅｔＦｒｅｓｈ　鮮芋仙　エソラ池袋店,ＭｅｅｔＦｒｅｓｈ鮮芋仙エソラ池袋店,スムースデザイン株式会社
中華共同厨房,豊島区,南池袋一丁目28番1号,5949-5214,株式会社そごう·西武,1-03-01195,令和3年11月17日,1飲食店営業(一般·惣菜),6272-7111,令和3年11月17日,新規,,195,中華共同厨房,03,03-5949-5214,,,,豊島区　南池袋一丁目28番1号,東京都豊島区南池袋１丁目２８番１号,,74835,13,13116,南池袋１,,2021/11/17,2021/11/17,,,株式会社そごう·西武,,03-6272-7111,,,,,,,,1-03-01195,,飲食店営業,(一般·惣菜),新規,,195_東京都_池袋保健所_食品衛生()_2021年11月_末日_新規,M,76,,,中華共同厨房03-5949-52147483513116,370e8700-2f3e-4ebb-a26b-20451e916db7,株式会社そごう・西武,17be6157-4c2c-4c80-b9d7-b509f07c8a8e,3ad2390a-d970-4309-b2e7-aaebe23dab29,2021/11/17,中華共同厨房,中華共同厨房,株式会社そごう・西武
寿司処　古市庵,豊島区,南池袋一丁目28番1号,5949-2094,株式会社古市庵,1-29-00487,平成29年6月1日,【~R3.5】飲食店営業(飲食弁当·すし弁当),0942-88-2854,平成22年5月25日,更新,,195,寿司処　古市庵,03,03-5949-2094,,,,豊島区　南池袋一丁目28番1号,東京都豊島区南池袋１丁目２８番１号,,74835,13,13116,南池袋１,,2010/05/25,2017/06/01,,,株式会社古市庵,,0942-88-2854,,,,,,,,1-29-00487,,飲食店営業,(飲食弁当·すし弁当),更新,,195_東京都_池袋保健所_食品衛生()_2021年11月_末日_新規,M,76,,,寿司処古市庵03-5949-20947483513116,4df4bf19-b1a4-4dd3-b060-0f7966498414,株式会社古市庵,a9932f49-a251-4540-b1bb-aae33f725fd4,bfe3f2d9-7fac-411c-ab00-90d4348f4643,2017/06/01,寿司処　古市庵,寿司処古市庵,株式会社古市庵
神保町いちのいちノおふくわけ,豊島区,南池袋一丁目28番1号,03-6894-1202,株式会社三省堂書店,1-03-01196,令和3年11月24日,1飲食店営業(一般),3295-1881,令和3年11月24日,新規,,195,神保町いちのいちノおふくわけ,03,03-6894-1202,,,,豊島区　南池袋一丁目28番1号,東京都豊島区南池袋１丁目２８番１号,,74835,13,13116,南池袋１,,2021/11/24,2021/11/24,,,株式会社三省堂書店,,03-3295-1881,,,,,,,,1-03-01196,,飲食店営業,（一般）,新規,,195_東京都_池袋保健所_食品衛生()_2021年11月_末日_新規,M,76,,,神保町いちのいちノおふくわけ03-6894-12027483513116,7cc65e6e-c3c4-4c9d-acf7-bcae81c85b61,株式会社三省堂書店,160b38a7-c510-461f-ba7e-bca443c5f11b,8cb8c0dc-6624-4a5c-aba5-b7d7652d5f52,2021/11/24,神保町いちのいちノおふくわけ,神保町いちのいちノおふくわけ,株式会社三省堂書店
フォーおいしい,豊島区,南池袋一丁目28番1号,,株式会社フォーおいしい,1-02-00815,令和2年7月29日,【~R3.5】飲食店営業(飲食一般),03-6770-3696,令和2年7月29日,新規,,195,フォーおいしい,03,,,,,豊島区　南池袋一丁目28番1号,東京都豊島区南池袋１丁目２８番１号,,74835,13,13116,南池袋１,,2020/07/29,2020/07/29,,,株式会社フォーおいしい,,03-6770-3696,,,,,,,,1-02-00815,,飲食店営業,,新規,,195_東京都_池袋保健所_食品衛生()_2021年11月_末日_新規,M,76,,,フォおいしい7483513116,92193150-17e8-4781-8884-200cb4a0dfde,株式会社フォーおいしい,24d244ae-e4f6-43ba-801e-91f2b525ebc3,0084f6eb-e361-42e8-bd74-27731e40f36e,2020/07/29,フォーおいしい,フォおいしい,株式会社フォーおいしい
LARIN　KEBAB,豊島区,都内一円,,ZAHEDI ABDOL KARIM,1-03-01293,,1飲食店営業(飲食臨時·移動型),※※※※※,,新規,,195,LARIN　KEBAB,,,,,,豊島区　都内一円,都内一円,,,13,,,,,,,,,ZAHEDI ABDOL KARIM,,,,,,,,,1-03-01293,,飲食店営業,（移動型）,新規,,195_東京都_池袋保健所_食品衛生()_2021年11月_末日_新規,M,76,,,ＬＡＲＩＮＫＥＢＡＢ,c39963c8-a894-4568-8816-2f43d148829c,,personal,6a81f5b8-9e71-497c-8dfe-4af6923f7a49,2021/11/01,ＬＡＲＩＮ　ＫＥＢＡＢ,ＬＡＲＩＮＫＥＢＡＢ,
ピラブカウ,豊島区,都内一円,3988-8889,有限会社タイヤワラー,1-03-01039,令和3年10月7日,1飲食店営業(自動車),03-3971-1518,令和3年10月7日,新規,,195,ピラブカウ,,03-3988-8889,,,,豊島区　都内一円,都内一円,,,13,,,,2021/10/07,2021/10/07,,,有限会社タイヤワラー,,03-3971-1518,,,,,,,,1-03-01039,,飲食店営業,（自動車）,新規,,195_東京都_池袋保健所_食品衛生()_2021年11月_末日_新規,M,76,,,ピラブカウ03-3988-8889,39902a28-d6dd-4a01-aacc-24a5f5785f8e,有限会社タイヤワラー,2ac004c5-afdb-4e2c-83a5-87e89da42c4d,7764fb21-59ec-47e9-9db5-b46cd2621d3c,2021/10/07,ピラブカウ,ピラブカウ,有限会社タイヤワラー
シナモンキッチンカー,豊島区,都内一円,03-5964-5322,株式会社アニメイトカフェ,1-03-01261,令和3年11月24日,1飲食店営業(自動車),03-5995-2200,令和3年11月24日,新規,,195,シナモンキッチンカー,,03-5964-5322,,,,豊島区　都内一円,都内一円,,,13,,,,2021/11/24,2021/11/24,,,株式会社アニメイトカフェ,,03-5995-2200,,,,,,,,1-03-01261,,飲食店営業,（自動車）,新規,,195_東京都_池袋保健所_食品衛生()_2021年11月_末日_新規,M,76,,,シナモンキッチンカ03-5964-5322,314e1048-7fed-469d-b405-06e0f3d8f71b,株式会社アニメイトカフェ,aebcc071-da65-4873-a0e1-338bd47699b8,0c9e35ce-10fa-4768-9889-4b8fdf8b94ec,2021/11/24,シナモンキッチンカー,シナモンキッチンカ,株式会社アニメイトカフェ
