,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
焼きそば ｓt a .ＴｕＺＫｕ,茨城県桜川市真壁町桜井355-1,茨城県桜川市真壁町桜井３５５－１,,090-7280-2329,飲食店営業,その他,入江　裕之,,,,,,2022/07/27,2022/07/27,筑保指令法第220340号,,筑西保健所,焼きそば ｓt a .ＴｕＺＫｕ,0296,090-7280-2329,,,,茨城県桜川市真壁町桜井３５５－１,茨城県桜川市真壁町桜井３５５－１,,56564,茨城県,桜川市,真壁町桜井,,2022/07/27,2022/07/27,,,,,,,,,,,,,筑保指令法第220340号,,飲食店営業, その他,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,焼きそば　ｓｔ　ａ　．ＴｕＺＫｕ,焼きそばｓｔａＴｕＺＫｕ,,,1,,,,,
アジアンレストランＮＡＷＡＺ　インドパキスタン料理,茨城県筑西市甲13-14,茨城県筑西市甲１３－１４,,,飲食店営業,一般食堂・レストラン,NASEEM　IQBAL,,,,,,2022/07/27,2022/07/27,筑保指令法第220344号,,筑西保健所,アジアンレストランＮＡＷＡＺ　インドパキスタン料理,0296,,,,,茨城県筑西市甲１３－１４,茨城県筑西市甲１３－１４,,56163,茨城県,筑西市,甲,,2022/07/27,2022/07/27,,,,,,,,,,,,,筑保指令法第220344号,,飲食店営業, 一般食堂・レストラン,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,アジアンレストランＮＡＷＡＺ　インドパキスタン料理,アジアンレストランＮＡＷＡＺインドパキスタン料理,,,1,,,,,
ひらり下館店,茨城県筑西市乙829,茨城県筑西市乙８２９,,0296-25-1061,飲食店営業,一般食堂・レストラン,有限会社田中商事,田中　啓樹,茨城県筑西市乙841,茨城県筑西市乙８４１,,0296-25-5402,2022/07/27,2022/07/27,筑保指令法第220341号,,筑西保健所,ひらり下館店,0296,0296-25-1061,,,,茨城県筑西市乙８２９,茨城県筑西市乙８２９,,56141,茨城県,筑西市,乙,,2022/07/27,2022/07/27,,,有限会社田中商事,田中　啓樹,0296-25-5402,茨城県筑西市乙８４１,茨城県筑西市乙８４１,,56141,茨城県,筑西市,乙,筑保指令法第220341号,,飲食店営業, 一般食堂・レストラン,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,ひらり下館店,ひらり下館店,有限会社田中商事,,1,,,,,
ユアスマイル仁,茨城県筑西市丙102,茨城県筑西市丙１０２,,,飲食店営業,そば屋,宮㟢　美智雄,,,,,,2022/07/27,2022/07/27,筑保指令法第220345号,,筑西保健所,ユアスマイル仁,0296,,,,,茨城県筑西市丙１０２,茨城県筑西市丙１０２,,56253,茨城県,筑西市,丙,,2022/07/27,2022/07/27,,,,,,,,,,,,,筑保指令法第220345号,,飲食店営業, そば屋,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,ユアスマイル仁,ユアスマイル仁,,,1,,,,,
Ｂａｒ Ｑｕｉｎｔａ,茨城県桜川市明日香2-29,茨城県桜川市明日香２－２９,,090-2724-5511,飲食店営業,バー・キャバレー等,加納　翔,,,,,,2022/07/27,2022/07/27,筑保指令法第220342号,,筑西保健所,Ｂａｒ Ｑｕｉｎｔａ,0296,090-2724-5511,,,,茨城県桜川市明日香２－２９,茨城県桜川市明日香２－２９,,56496,茨城県,桜川市,明日香２,,2022/07/27,2022/07/27,,,,,,,,,,,,,筑保指令法第220342号,,飲食店営業, バー・キャバレー等,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,Ｂａｒ　Ｑｕｉｎｔａ,ＢａｒＱｕｉｎｔａ,,,1,,,,,
明野ゴルフクラブ,茨城県筑西市内淀583,茨城県筑西市内淀５８３,,0296-52-1309,飲食店営業,一般食堂・レストラン,明野観光開発株式会社,水柿 重徳,茨城県筑西市内淀583,茨城県筑西市内淀５８３,,0296-52-1309,2022/07/27,2022/07/27,筑保指令法第220347号,,筑西保健所,明野ゴルフクラブ,0296,0296-52-1309,,,,茨城県筑西市内淀５８３,茨城県筑西市内淀５８３,,56125,茨城県,筑西市,内淀,,2022/07/27,2022/07/27,,,明野観光開発株式会社,水柿 重徳,0296-52-1309,茨城県筑西市内淀５８３,茨城県筑西市内淀５８３,,56125,茨城県,筑西市,内淀,筑保指令法第220347号,,飲食店営業, 一般食堂・レストラン,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,明野ゴルフクラブ,明野ゴルフクラブ,明野観光開発株式会社,,1,,,,,
株式会社ＪＡ常陸アグリサポート,茨城県常陸大宮市長田1768-2,茨城県常陸大宮市長田１７６８－２,,0295-53-3199,漬物製造業,漬物製造業,株式会社ＪＡ常陸アグリサポート,代表取締役　鈴木　秀行,茨城県常陸大宮市東野3218番地の2,茨城県常陸大宮市東野３２１８番地の２,,0295-53-3199,2022/07/28,2022/07/28,ひ保指令法第220560号,,ひたちなか保健所,株式会社ＪＡ常陸アグリサポート,0295,0295-53-3199,,,,茨城県常陸大宮市長田１７６８－２,茨城県常陸大宮市長田１７６８－２,,55987,茨城県,常陸大宮市,長田,,2022/07/28,2022/07/28,,,株式会社ＪＡ常陸アグリサポート,代表取締役　鈴木　秀行,0295-53-3199,茨城県常陸大宮市東野３２１８番地の２,茨城県常陸大宮市東野３２１８番地ノ２,,56027,茨城県,常陸大宮市,東野,ひ保指令法第220560号,,漬物製造業, 漬物製造業,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,製造業,食料品製造業,,,,,,,,,株式会社ＪＡ常陸アグリサポート,株式会社ＪＡ常陸アグリサポト,株式会社ＪＡ常陸アグリサポート,,1,,,,,
たつご味ﾛ曽醸造株式会社,茨城県高萩市上手綱７５,茨城県高萩市上手綱７５,,0293-23-5222,みそ又はしょうゆ製造業,みそ又はしょうゆ製造業,たつご味ﾛ曽醸造株式会社,舟生　繁治,茨城県高萩市上手綱７５,茨城県高萩市上手綱７５,,0293-23-5222,2022/07/28,2022/07/28,日保指令法第220312号,,日立保健所,たつご味ﾛ曽醸造株式会社,0293,0293-23-5222,,,,茨城県高萩市上手綱７５,茨城県高萩市上手綱７５,,54908,茨城県,高萩市,上手綱,,2022/07/28,2022/07/28,,,たつご味ﾛ曽醸造株式会社,舟生　繁治,0293-23-5222,茨城県高萩市上手綱７５,茨城県高萩市上手綱７５,,54908,茨城県,高萩市,上手綱,日保指令法第220312号,,みそ製造業, みそ又はしょうゆ製造業,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,製造業,食料品製造業,,,,,,,,,たつご味ロ曽醸造株式会社,たつご味ロ曽醸造株式会社,たつご味ロ曽醸造株式会社,,1,,,,,
はま寿司　日立鹿島店,茨城県日立市鹿島町３－４－１４,茨城県日立市鹿島町３－４－１４,,0294-26-9117,飲食店営業,すし屋,株式会社はま寿司,遠藤　哲郎,東京都港区港南２－１８－１,東京都港区港南２－１８－１,,03-6833-8032,2022/07/28,2022/07/28,日保指令法第220313号,,日立保健所,はま寿司　日立鹿島店,0294,0294-26-9117,,,,茨城県日立市鹿島町３－４－１４,茨城県日立市鹿島町３－４－１４,,53787,茨城県,日立市,鹿島町３,,2022/07/28,2022/07/28,,,株式会社はま寿司,遠藤　哲郎,03-6833-8032,東京都港区港南２－１８－１,東京都港区港南２－１８－１,,73073,東京都,港区,港南２,日保指令法第220313号,,飲食店営業, すし屋,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,はま寿司　日立鹿島店,はま寿司日立鹿島店,株式会社はま寿司,はま寿司,1,宿泊業，飲食サービス業,飲食店,食堂，レストラン（専門料理店を除く）,食堂，レストラン（専門料理店を除く）,
和源,茨城県潮来市潮来532,茨城県潮来市潮来５３２,,0299-63-0779,飲食店営業,その他,髙品　源治,,,,,,2022/07/28,2022/07/28,潮保指令法第220542号,,潮来保健所,和源,0299,0299-63-0779,,,,茨城県潮来市潮来５３２,茨城県潮来市潮来５３２,,55848,茨城県,潮来市,潮来,,2022/07/28,2022/07/28,,,,,,,,,,,,,潮保指令法第220542号,,飲食店営業, その他,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,和源,和源,,,2,,,,,
和源,茨城県潮来市潮来532,茨城県潮来市潮来５３２,,0299-63-0779,菓子製造業,菓子製造業,髙品　源治,,,,,,2022/07/28,2022/07/28,潮保指令法第220543号,,潮来保健所,和源,0299,0299-63-0779,,,,茨城県潮来市潮来５３２,茨城県潮来市潮来５３２,,55848,茨城県,潮来市,潮来,,2022/07/28,2022/07/28,,,,,,,,,,,,,潮保指令法第220543号,,菓子製造業, 菓子製造業,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,製造業,食料品製造業,,,,,,,,,和源,和源,,,2,,,,,
味車,茨城県日立市日高町１－２１－１２－１０３,茨城県日立市日高町１－２１－１２,１０３,0294-43-4834,飲食店営業,その他,新保　年江,,,,,,2022/07/28,2022/07/28,日保指令法第220325号,,日立保健所,味車,0294,0294-43-4834,,,,茨城県日立市日高町１－２１－１２,茨城県日立市日高町１－２１－１２,１０３,53915,茨城県,日立市,日高町１,,2022/07/28,2022/07/28,,,,,,,,,,,,,日保指令法第220325号,,飲食店営業, その他,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,味車,味車,,,1,,,,,
レストランあかね,茨城県小美玉市飯前1376-153,茨城県小美玉市飯前１３７６－１５３,,0299-53-0466,飲食店営業,一般食堂・レストラン,川崎　和江,,,,,,2022/07/29,2022/07/29,中保指令法第220338号,,中央保健所,レストランあかね,0299,0299-53-0466,,,,茨城県小美玉市飯前１３７６－１５３,茨城県小美玉市飯前１３７６－１５３,,56914,茨城県,小美玉市,飯前,,2022/07/29,2022/07/29,,,,,,,,,,,,,中保指令法第220338号,,飲食店営業, 一般食堂・レストラン,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,レストランあかね,レストランあかね,,,1,,,,,
倫敦人形,茨城県笠間市八雲2-1-1　ビジネスホテルふじぬま1Ｆ,茨城県笠間市八雲２－１－１,ビジネスホテルふじぬま１Ｆ,,飲食店営業,バー・キャバレー等,木暮　孝行,,,,,,2022/07/29,2022/07/29,中保指令法第220339号,,中央保健所,倫敦人形,0296,,,,,茨城県笠間市八雲２－１－１,茨城県笠間市八雲２－１－１,ビジネスホテルふじぬま１Ｆ,55073,茨城県,笠間市,八雲２,,2022/07/29,2022/07/29,,,,,,,,,,,,,中保指令法第220339号,,飲食店営業, バー・キャバレー等,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,倫敦人形,倫敦人形,,,1,,,,,
茨城東病院,茨城県那珂郡東海村照沼825,茨城県那珂郡東海村照沼８２５,,029-282-1151,飲食店営業,給食（委託）,富士産業株式会社,中村　勝彦,東京都港区新橋5丁目32番7号,東京都港区新橋５丁目３２番７号,,03-5400-6111,2022/07/29,2022/07/29,ひ保指令法第220562号,,ひたちなか保健所,茨城東病院,029,029-282-1151,,,,茨城県那珂郡東海村照沼８２５,茨城県那珂郡東海村照沼８２５,,57065,茨城県,那珂郡東海村,照沼,,2022/07/29,2022/07/29,,,富士産業株式会社,中村　勝彦,03-5400-6111,東京都港区新橋５丁目３２番７号,東京都港区新橋５丁目３２番７号,,73107,東京都,港区,新橋５,ひ保指令法第220562号,,飲食店営業, 給食（委託）,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,茨城東病院,茨城東病院,富士産業株式会社,,1,,,,,
武龍ワイナリー,茨城県常陸太田市瑞龍町1351-2,茨城県常陸太田市瑞龍町１３５１－２,,,飲食店営業,その他,常陸コミュニティデザイン株式会社,山口　景司,茨城県常陸太田市瑞龍町1354,茨城県常陸太田市瑞龍町１３５４,,,2022/07/29,2022/07/29,ひ保指令法第220568号,,ひたちなか保健所,武龍ワイナリー,0294,,,,,茨城県常陸太田市瑞龍町１３５１－２,茨城県常陸太田市瑞竜町１３５１－２,,54820,茨城県,常陸太田市,瑞竜町,,2022/07/29,2022/07/29,,,常陸コミュニティデザイン株式会社,山口　景司,,茨城県常陸太田市瑞龍町１３５４,茨城県常陸太田市瑞竜町１３５４,,54820,茨城県,常陸太田市,瑞竜町,ひ保指令法第220568号,,飲食店営業, その他,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,武龍ワイナリー,武龍ワイナリ,常陸コミュニティデザイン株式会社,,2,,,,,
武龍ワイナリー,茨城県常陸太田市瑞龍町1351-2,茨城県常陸太田市瑞龍町１３５１－２,,,酒類製造業,酒類製造業,常陸コミュニティデザイン株式会社,山口　景司,茨城県常陸太田市瑞龍町1354,茨城県常陸太田市瑞龍町１３５４,,,2022/07/29,2022/07/29,ひ保指令法第220567号,,ひたちなか保健所,武龍ワイナリー,0294,,,,,茨城県常陸太田市瑞龍町１３５１－２,茨城県常陸太田市瑞竜町１３５１－２,,54820,茨城県,常陸太田市,瑞竜町,,2022/07/29,2022/07/29,,,常陸コミュニティデザイン株式会社,山口　景司,,茨城県常陸太田市瑞龍町１３５４,茨城県常陸太田市瑞竜町１３５４,,54820,茨城県,常陸太田市,瑞竜町,ひ保指令法第220567号,,酒類製造業, 酒類製造業,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,製造業,飲料・たばこ・飼料製造業,,,,,,,,,武龍ワイナリー,武龍ワイナリ,常陸コミュニティデザイン株式会社,,2,,,,,
すき家２４５号那珂湊店,茨城県ひたちなか市峰後10番14,茨城県ひたちなか市峰後１０番１４,,029-212-7388  ,飲食店営業,その他,株式会社　すき家,笹川　直樹,東京都港区港南二丁目18番1号,東京都港区港南２丁目１８番１号,,03-5783-8850,2022/07/29,2022/07/29,ひ保指令法第220569号,,ひたちなか保健所,すき家２４５号那珂湊店,029,029-212-7388,,,,茨城県ひたちなか市峰後１０番１４,茨城県ひたちなか市峰後１０番１４,,55731,茨城県,ひたちなか市,峰後,,2022/07/29,2022/07/29,,,株式会社　すき家,笹川　直樹,03-5783-8850,東京都港区港南２丁目１８番１号,東京都港区港南２丁目１８番１号,,73073,東京都,港区,港南２,ひ保指令法第220569号,,飲食店営業, その他,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,すき家２４５号那珂湊店,すき家２４５号那珂湊店,株式会社すき家,すき家,1,宿泊業，飲食サービス業,飲食店,そば・うどん店,そば・うどん店,
