https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,n処理終了,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,申請年月日,申請者1,申請者2,申請-電話番号1,施設名,施設-住所0,施設-住所1,施設-マンション名,施設-電話番号1,業種,その他,確認番号,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,令3年09月10日,熊本大学生活協同組合,安藤  新二,343-4422,蕃滋館（売店）,熊本市中央区大江本町5-1蕃滋館内,熊本市中央区大江本町５－１,蕃滋館内,363-0990,その他の食料・飲料販売業,,指令（食保）第5287号,,423,蕃滋館（売店）,096,096-363-0990,,,,熊本市中央区大江本町５－１,熊本県熊本市中央区大江本町５－１,蕃滋館内,207820,43,43101,大江本町,2021/09/10,,,,,熊本大学生活協同組合,安藤  新二,096-343-4422,,,,,,,,指令（食保）第5287号,,その他の食料品製造・加工業,(包装),,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,E,9,99,,蕃滋館売店096-363-099020782043101,55a11a1f-cacd-4a3d-8720-e0798a72778f,熊本大学生活協同組合,d9aeae1d-ae15-42d3-81e9-f2a3d3a6c4b8,0d2b1b40-911f-45b1-8842-b21c94019436,2021/09/10,蕃滋館（売店）,蕃滋館売店,熊本大学生活協同組合
652,令3年11月16日,ＹＥＳ・ｆｏｏｄｓ㈲,清水  麻行,343-8077,餃子と中華タレの専門店  麻行,熊本市東区新外3丁目1-6,熊本市東区新外３丁目１－６,,,調味料製造・加工業,,指令（食保）第6301号,,423,餃子と中華タレの専門店  麻行,096,,,,,熊本市東区新外３丁目１－６,熊本県熊本市東区新外３丁目１－６,,208107,43,43102,新外３,2021/11/16,,,,,ＹＥＳ・ｆｏｏｄｓ㈲,清水  麻行,096-343-8077,,,,,,,,指令（食保）第6301号,,調味料製造・加工業,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,E,9,94,,餃子と中華タレの専門店麻行20810743102,ce088c26-1e15-4f1e-9080-38df7d6468f9,ＹＥＳ・ｆｏｏｄｓ有限会社,6039a6cd-e262-4e5d-8d9d-a0c4a536a37a,20ebfaa5-7b80-4ac4-8bf4-f168814061b0,2021/11/16,餃子と中華タレの専門店　麻行,餃子と中華タレの専門店麻行,ＹＥＳ・ｆｏｏｄｓ有限会社
653,令3年11月16日,ＹＥＳ・ｆｏｏｄｓ㈲,清水  麻行,343-8077,中国名菜  Ｃｈｉｎａ・ＰＡＮＤＡ,熊本市北区高平3丁目42-1,熊本市北区高平３丁目４２－１,,343-8077,調味料製造・加工業,,指令（食保）第6306号,,423,中国名菜  Ｃｈｉｎａ・ＰＡＮＤＡ,096,096-343-8077,,,,熊本市北区高平３丁目４２－１,熊本県熊本市北区高平３丁目４２－１,,208640,43,43105,高平３,2021/11/16,,,,,ＹＥＳ・ｆｏｏｄｓ㈲,清水  麻行,096-343-8077,,,,,,,,指令（食保）第6306号,,調味料製造・加工業,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,E,9,94,,中国名菜ＣｈｉｎａＰＡＮＤＡ096-343-807720864043105,410eeff1-beaa-4ea1-bacb-39d78bac0297,ＹＥＳ・ｆｏｏｄｓ有限会社,6039a6cd-e262-4e5d-8d9d-a0c4a536a37a,89113d05-407b-4ae0-acf7-342a02fd3406,2021/11/16,中国名菜　Ｃｈｉｎａ・ＰＡＮＤＡ,中国名菜ＣｈｉｎａＰＡＮＤＡ,ＹＥＳ・ｆｏｏｄｓ有限会社
812,令3年11月26日,㈲柴田青果,柴田  建太郎,343-9825,有限会社  柴田青果,熊本市中央区妙体寺町4-20,熊本市中央区妙体寺町４－２０,,343-9825,野菜果物販売業,,指令（食保）第6594号,,423,有限会社  柴田青果,096,096-343-9825,,,,熊本市中央区妙体寺町４－２０,熊本県熊本市中央区妙体寺町４－２０,,207985,43,43101,妙体寺町,2021/11/26,,,,,㈲柴田青果,柴田  建太郎,096-343-9825,,,,,,,,指令（食保）第6594号,,野菜果物販売業,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,582,,有限会社柴田青果096-343-982520798543101,3df2b061-4b22-4287-8af4-5820507644a4,有限会社柴田青果,00f3a1cd-1c85-4c0c-9756-b73de55723dc,95023079-7b7d-4b86-ba84-15b7645b6c87,2021/11/26,有限会社柴田青果,有限会社柴田青果,有限会社柴田青果
20,令3年09月02日,社会福祉法人  紫水会  黒髪幼愛園,青山  加代,344-0055,社会福祉法人  紫水会  黒髪幼愛園,熊本市中央区黒髪2丁目9-20,熊本市中央区黒髪２丁目９－２０,,344-0055,集団給食施設,,指令（食保）第5223号,,423,社会福祉法人  紫水会  黒髪幼愛園,096,096-344-0055,,,,熊本市中央区黒髪２丁目９－２０,熊本県熊本市中央区黒髪２丁目９－２０,,207853,43,43101,黒髪２,2021/09/02,,,,,社会福祉法人  紫水会  黒髪幼愛園,青山  加代,096-344-0055,,,,,,,,指令（食保）第5223号,,給食施設,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,M,77,,,社会福祉法人紫水会黒髪幼愛園096-344-005520785343101,ad4022ca-0b8b-481a-a8cd-45f1dd61b48b,社会福祉法人紫水会　黒髪幼愛園,1d82b741-fc6b-4483-9497-dc083f14a436,7332b18b-c59f-4f10-8c21-5542486504a7,2021/09/02,社会福祉法人紫水会　黒髪幼愛園,社会福祉法人紫水会黒髪幼愛園,社会福祉法人紫水会　黒髪幼愛園
343,令3年10月18日,国立大学法人熊本大学,小川  久雄,344-2111,熊本大学教育学部附属特別支援学校,熊本市中央区黒髪5丁目17-1,熊本市中央区黒髪５丁目１７－１,,342-2955,集団給食施設,,指令（食保）第5648号,,423,熊本大学教育学部附属特別支援学校,096,096-342-2955,,,,熊本市中央区黒髪５丁目１７－１,熊本県熊本市中央区黒髪５丁目１７－１,,207856,43,43101,黒髪５,2021/10/18,,,,,国立大学法人熊本大学,小川  久雄,096-344-2111,,,,,,,,指令（食保）第5648号,,給食施設,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,M,77,,,熊本大学教育学部附属特別支援学校096-342-295520785643101,d703ec66-cc72-4451-9cb7-11f05cb2bb14,国立大学法人熊本大学,e2ddc9e0-d95e-4f00-b4d0-8304a52ff0df,25f920c1-3447-4be5-bd8d-5925a05b3e0f,2021/10/18,熊本大学教育学部附属特別支援学校,熊本大学教育学部附属特別支援学校,国立大学法人熊本大学
445,令3年10月26日,国立大学法人熊本大学,小川  久雄,344-2111,熊本大学こばと保育園,熊本市中央区九品寺4丁目24-1,熊本市中央区九品寺４丁目２４－１,,373-5856,集団給食施設,,指令（食保）第5802号,,423,熊本大学こばと保育園,096,096-373-5856,,,,熊本市中央区九品寺４丁目２４－１,熊本県熊本市中央区九品寺４丁目２４－１,,207849,43,43101,九品寺４,2021/10/26,,,,,国立大学法人熊本大学,小川  久雄,096-344-2111,,,,,,,,指令（食保）第5802号,,給食施設,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,M,77,,,熊本大学こばと保育園096-373-585620784943101,7325302b-dc34-4a96-855c-8949e47b9321,国立大学法人熊本大学,e2ddc9e0-d95e-4f00-b4d0-8304a52ff0df,e2000e6a-c99a-4433-ae08-53de02830402,2021/10/26,熊本大学こばと保育園,熊本大学こばと保育園,国立大学法人熊本大学
999,令3年11月30日,医療法人山部会,山部  英則,344-3311,メディケアホームヒルズ成城α室園,熊本市北区室園町10-14,熊本市北区室園町１０－１４,,344-3311,集団給食施設,,指令（食保）第6780号,,423,メディケアホームヒルズ成城α室園,096,096-344-3311,,,,熊本市北区室園町１０－１４,熊本県熊本市北区室園町１０－１４,,208696,43,43105,室園町,2021/11/30,,,,,医療法人山部会,山部  英則,096-344-3311,,,,,,,,指令（食保）第6780号,,給食施設,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,M,77,,,メディケアホムヒルズ成城α室園096-344-331120869643105,70c32111-4592-4e42-915f-5468cd5c4c53,医療法人山部会,e7336bbc-b6b4-469f-8de2-864636260012,f428a33f-85e3-4416-8a4f-b5c6773b994c,2021/11/30,メディケアホームヒルズ成城α室園,メディケアホムヒルズ成城α室園,医療法人山部会
1000,令3年11月30日,医療法人山部会,山部  英則,344-3311,くまもと成城病院,熊本市北区室園町10-17,熊本市北区室園町１０－１７,,344-3311,集団給食施設,,指令（食保）第6784号,,423,くまもと成城病院,096,096-344-3311,,,,熊本市北区室園町１０－１７,熊本県熊本市北区室園町１０－１７,,208696,43,43105,室園町,2021/11/30,,,,,医療法人山部会,山部  英則,096-344-3311,,,,,,,,指令（食保）第6784号,,給食施設,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,M,77,,,くまもと成城病院096-344-331120869643105,80c85827-7bc3-4ee0-8f7e-ae91c5f5661b,医療法人山部会,e7336bbc-b6b4-469f-8de2-864636260012,3fe71c90-be9e-4167-8351-2845e46e84b6,2021/11/30,くまもと成城病院,くまもと成城病院,医療法人山部会
734,令3年11月24日,㈲マサキミート,外輪  公明,344-4611,エムマート八景水谷,熊本市北区八景水谷2丁目2-10,熊本市北区八景水谷２丁目２－１０,,,百貨店、総合スーパー,,指令（食保）第6479号,,423,エムマート八景水谷,096,,,,,熊本市北区八景水谷２丁目２－１０,熊本県熊本市北区八景水谷２丁目２－１０,,208677,43,43105,八景水谷２,2021/11/24,,,,,㈲マサキミート,外輪  公明,096-344-4611,,,,,,,,指令（食保）第6479号,,百貨店、総合スーパー,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,56,561,5611,エムマト八景水谷20867743105,e10c3a21-15d3-4206-9345-54ff24069dbc,有限会社マサキミート,04c52010-3c31-476c-9f43-e63f6103a12d,1f7cbe59-08de-4b7b-99eb-9605ad56e5d2,2021/11/24,エムマート八景水谷,エムマト八景水谷,有限会社マサキミート
1163,令3年12月28日,社会福祉法人託麻寮,堂森  宏一,344-7281,はけみや保育園,熊本市北区高平3丁目35-28,熊本市北区高平３丁目３５－２８,,344-7281,集団給食施設,,指令（食保）第7109号,,423,はけみや保育園,096,096-344-7281,,,,熊本市北区高平３丁目３５－２８,熊本県熊本市北区高平３丁目３５－２８,,208640,43,43105,高平３,2021/12/28,,,,,社会福祉法人託麻寮,堂森  宏一,096-344-7281,,,,,,,,指令（食保）第7109号,,給食施設,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,M,77,,,はけみや保育園096-344-728120864043105,8352238b-8e02-4b88-9ad1-4c63effe4acf,社会福祉法人託麻寮,d6412c06-6c2f-40b5-b442-e24fb45a28e5,d5db764d-6f93-4989-8933-d5bbbdd23d72,2021/12/28,はけみや保育園,はけみや保育園,社会福祉法人託麻寮
898,令3年11月30日,社会福祉法人清水会,大塚龍一,344-8329,きらら保育園,熊本市北区清水新地2丁目8番1号,熊本市北区清水新地２丁目８番１号,,344-8329,集団給食施設,,指令（食保）第50999号,,423,きらら保育園,096,096-344-8329,,,,熊本市北区清水新地２丁目８番１号,熊本県熊本市北区清水新地２丁目８番１号,,208618,43,43105,清水新地２,2021/11/30,,,,,社会福祉法人清水会,大塚龍一,096-344-8329,,,,,,,,指令（食保）第50999号,,給食施設,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,M,77,,,きらら保育園096-344-832920861843105,0b13e8df-b0ff-42f2-9db3-883e14f163bc,社会福祉法人清水会,c1b9a8d6-cac0-44cf-9677-f17a4987cf47,15fdd043-aff3-4f23-bd13-1324484796db,2021/11/30,きらら保育園,きらら保育園,社会福祉法人清水会
957,令3年11月30日,医療法人社団大塚メディカル,大塚  文誉,344-8811,八景水谷クリニック,熊本市北区八景水谷1丁目31-16,熊本市北区八景水谷１丁目３１－１６,,344-8811,集団給食施設,,指令（食保）第6823号,,423,八景水谷クリニック,096,096-344-8811,,,,熊本市北区八景水谷１丁目３１－１６,熊本県熊本市北区八景水谷１丁目３１－１６,,208676,43,43105,八景水谷１,2021/11/30,,,,,医療法人社団大塚メディカル,大塚  文誉,096-344-8811,,,,,,,,指令（食保）第6823号,,給食施設,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,M,77,,,八景水谷クリニック096-344-881120867643105,2963aa6f-b3e7-4dbc-950d-a7f984f34ead,医療法人社団大塚メディカル,7ee7c2c6-236a-478e-b4b2-7920d21aca31,34691f27-f59c-40d1-abb4-4a110d11c35f,2021/11/30,八景水谷クリニック,八景水谷クリニック,医療法人社団大塚メディカル
806,令3年11月26日,社会福祉法人清水ヶ丘福祉会,江藤  美信,345-0850,清水ヶ丘こども園,熊本市北区兎谷1丁目3-82,熊本市北区兎谷１丁目３－８２,,345-0850,集団給食施設,,指令（食保）第6576号,,423,清水ヶ丘こども園,096,096-345-0850,,,,熊本市北区兎谷１丁目３－８２,熊本県熊本市北区兎谷１丁目３－８２,,208587,43,43105,兎谷１,2021/11/26,,,,,社会福祉法人清水ヶ丘福祉会,江藤  美信,096-345-0850,,,,,,,,指令（食保）第6576号,,給食施設,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,M,77,,,清水ヶ丘こども園096-345-085020858743105,f4013ba7-0fcf-4d3c-a020-fb275515928e,社会福祉法人清水ヶ丘福祉会,466129fe-ff40-464c-ad24-b185f102a9dc,5dc37ad9-dbd7-45d7-b5c8-7432cd740ff5,2021/11/26,清水ヶ丘こども園,清水ヶ丘こども園,社会福祉法人清水ヶ丘福祉会
769,令3年11月25日,医療法人社団育成会,井上  悟,345-3911,北熊本井上産婦人科医院,熊本市北区鶴羽田1丁目14-27,熊本市北区鶴羽田１丁目１４－２７,,345-3911,集団給食施設,,指令（食保）第6824号,,423,北熊本井上産婦人科医院,096,096-345-3911,,,,熊本市北区鶴羽田１丁目１４－２７,熊本県熊本市北区鶴羽田１丁目１４－２７,,208659,43,43105,鶴羽田１,2021/11/25,,,,,医療法人社団育成会,井上  悟,096-345-3911,,,,,,,,指令（食保）第6824号,,給食施設,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,M,77,,,北熊本井上産婦人科医院096-345-391120865943105,5aafd23f-5f2c-41a8-a541-a8ce83ede82c,医療法人社団育成会,ef0f60cc-fe10-4a07-8867-5075826e5064,a6cb1c6d-e41c-47ad-9e6f-87eb72bab873,2021/11/25,北熊本井上産婦人科医院,北熊本井上産婦人科医院,医療法人社団育成会
1213,令4年01月24日,社会福祉法人しみず福祉会  まんごく保育園,上野  誠之,345-7423,まんごく保育園,熊本市北区清水万石4丁目5-5,熊本市北区清水万石４丁目５－５,,345-7423,集団給食施設,,指令（食保）第7366号,,423,まんごく保育園,096,096-345-7423,,,,熊本市北区清水万石４丁目５－５,熊本県熊本市北区清水万石４丁目５－５,,208632,43,43105,清水万石４,2022/01/24,,,,,社会福祉法人しみず福祉会  まんごく保育園,上野  誠之,096-345-7423,,,,,,,,指令（食保）第7366号,,給食施設,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,M,77,,,まんごく保育園096-345-742320863243105,d88749be-26dc-4703-a9de-08af715f9d90,社会福祉法人しみず福祉会　まんごく保育園,f94307ae-5e15-4c46-9c8e-015085152219,e3dcb4dc-84e1-41ac-b196-7db5cf5f555f,2022/01/24,まんごく保育園,まんごく保育園,社会福祉法人しみず福祉会　まんごく保育園
895,令3年11月30日,㈱  フランドール,米田十九三,345-9511,ミスタードーナツ  ゆめタウン大江,熊本市中央区大江３丁目2-40,熊本市中央区大江３丁目２－４０,,373-6211,その他の食料・飲料販売業,,指令（食保）第50984号,,423,ミスタードーナツ  ゆめタウン大江,096,096-373-6211,,,,熊本市中央区大江３丁目２－４０,熊本県熊本市中央区大江３丁目２－４０,,207816,43,43101,大江３,2021/11/30,,,,,㈱  フランドール,米田十九三,096-345-9511,,,,,,,,指令（食保）第50984号,,その他の食料品製造・加工業,(包装),,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,E,9,99,,ミスタドナツゆめタウン大江096-373-621120781643101,63ac5d2d-36e4-4fb3-a9d1-478f5a42ccfd,株式会社フランドール,139c7e37-86a6-409a-9261-a53835df6db2,cc7769ed-cb64-4946-9c92-926ae15f90fa,2021/11/30,ミスタードーナツ　ゆめタウン大江,ミスタドナツゆめタウン大江,株式会社フランドール
897,令3年11月30日,㈱  フランドール,米田十九三,345-9511,ミスタードーナツ  日赤通り,熊本市東区長嶺南４丁目1-1,熊本市東区長嶺南４丁目１－１,,340-0165,その他の食料・飲料販売業,,指令（食保）第50985号,,423,ミスタードーナツ  日赤通り,096,096-340-0165,,,,熊本市東区長嶺南４丁目１－１,熊本県熊本市東区長嶺南４丁目１－１,,208153,43,43102,長嶺南４,2021/11/30,,,,,㈱  フランドール,米田十九三,096-345-9511,,,,,,,,指令（食保）第50985号,,その他の食料品製造・加工業,(包装),,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,E,9,99,,ミスタドナツ日赤通り096-340-016520815343102,d5598da4-c895-4d09-b97b-fb5bcc85e1b2,株式会社フランドール,139c7e37-86a6-409a-9261-a53835df6db2,32374221-bd25-4249-9205-8f19b141e0b7,2021/11/30,ミスタードーナツ　日赤通り,ミスタドナツ日赤通り,株式会社フランドール
