https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,n処理終了,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施設名,施設-住所0,施設-住所1,施設-マンション名,施設-電話番号1,業種,申請者1,申請-住所1,申請-電話番号1,開業年月日,許可年月日,確認番号,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施設＿名称（屋号・商号）,所在地,,,施設＿電話番号（所在地）,業種,申請者＿申請者名,申請者＿住所,申請者＿電話番号,初回許可年月日,許可年月日,許可番号,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
（株）近鉄百貨店生駒店１Ｆ   遊心亭,生駒市谷田町   １６００   近鉄百貨店,生駒市谷田町 １６００   ,近鉄百貨店,0743-74-5511,飲食店営業,株式会社近鉄百貨店,大阪市阿倍野区阿倍野筋１－１－４３,06-6624-1111,R03.08.31,R03.08.31,第421240号,,321,（株）近鉄百貨店生駒店１Ｆ   遊心亭,0743,0743-74-5511,,,,生駒市谷田町 １６００   ,奈良県生駒市谷田町１６００,近鉄百貨店,173505,29,29209,谷田町,,2021/08/31,2021/08/31,,,株式会社近鉄百貨店,,06-6624-1111,大阪市阿倍野区阿倍野筋１－１－４３,大阪府大阪市阿倍野区阿倍野筋１－１－４３,,155077,大阪府,大阪市阿倍野区,阿倍野筋１,第421240号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,株式会社近鉄百貨店生駒店１Ｆ遊心亭0743-74-551117350529209,ec3e1fd1-93d8-45cb-89a7-18da00e6aa82,株式会社近鉄百貨店155077,953ebc0c-0e33-44e0-a715-f7697867ec3d,4faea22b-c4c1-4311-9a0f-267d3678d3d1,2021/08/31,株式会社近鉄百貨店生駒店１Ｆ　遊心亭,株式会社近鉄百貨店生駒店１Ｆ遊心亭,株式会社近鉄百貨店
（株）近鉄百貨店生駒店１Ｆ   催事場,生駒市谷田町   １６００   近鉄百貨店,生駒市谷田町 １６００   ,近鉄百貨店,0743-74-5511,飲食店営業,株式会社近鉄百貨店,大阪市阿倍野区阿倍野筋１－１－４３,06-6624-1111,R03.08.31,R03.08.31,第421241号,,321,（株）近鉄百貨店生駒店１Ｆ   催事場,0743,0743-74-5511,,,,生駒市谷田町 １６００   ,奈良県生駒市谷田町１６００,近鉄百貨店,173505,29,29209,谷田町,,2021/08/31,2021/08/31,,,株式会社近鉄百貨店,,06-6624-1111,大阪市阿倍野区阿倍野筋１－１－４３,大阪府大阪市阿倍野区阿倍野筋１－１－４３,,155077,大阪府,大阪市阿倍野区,阿倍野筋１,第421241号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,株式会社近鉄百貨店生駒店１Ｆ催事場0743-74-551117350529209,f7549439-8b9c-4a9b-83e7-51db03e48456,株式会社近鉄百貨店155077,953ebc0c-0e33-44e0-a715-f7697867ec3d,ef1844a4-736a-4c4a-bf99-a2f98cb8f1d8,2021/08/31,株式会社近鉄百貨店生駒店１Ｆ　催事場,株式会社近鉄百貨店生駒店１Ｆ催事場,株式会社近鉄百貨店
（株）近鉄百貨店生駒店１Ｆ   催事場,生駒市谷田町   １６００   近鉄百貨店,生駒市谷田町 １６００   ,近鉄百貨店,0743-74-5511,飲食店営業,株式会社近鉄百貨店,大阪市阿倍野区阿倍野筋   １－１－４３,06-6624-1111,R03.08.31,R03.08.31,第421242号,,321,（株）近鉄百貨店生駒店１Ｆ   催事場,0743,0743-74-5511,,,,生駒市谷田町 １６００   ,奈良県生駒市谷田町１６００,近鉄百貨店,173505,29,29209,谷田町,,2021/08/31,2021/08/31,,,株式会社近鉄百貨店,,06-6624-1111,大阪市阿倍野区阿倍野筋   １－１－４３,大阪府大阪市阿倍野区阿倍野筋１－１－４３,,155077,大阪府,大阪市阿倍野区,阿倍野筋１,第421242号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,株式会社近鉄百貨店生駒店１Ｆ催事場0743-74-551117350529209,f7549439-8b9c-4a9b-83e7-51db03e48456,株式会社近鉄百貨店155077,953ebc0c-0e33-44e0-a715-f7697867ec3d,9ec29e43-3d61-47f7-9ab2-b80942d925b4,2021/08/31,株式会社近鉄百貨店生駒店１Ｆ　催事場,株式会社近鉄百貨店生駒店１Ｆ催事場,株式会社近鉄百貨店
ヤマトー桜井南店,桜井市谷   ２４５－１,桜井市谷,２４５－１,0744-43-8822,飲食店営業,ヤマトー商事株式会社,桜井市桜井   １９６,0744-29-3292,R03.08.31,R03.08.31,第821385号,,322,ヤマトー桜井南店,0744,0744-43-8822,,,,桜井市谷,奈良県桜井市谷,２４５－１,173180,29,29206,谷,,2021/08/31,2021/08/31,,,ヤマトー商事株式会社,,0744-29-3292,桜井市桜井   １９６,奈良県桜井市桜井１９６,,173168,奈良県,桜井市,桜井,第821385号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,ヤマト桜井南店0744-43-882217318029206,99e8840c-777f-4cbe-a071-539775a8ae79,ヤマトー商事株式会社173168,fe970899-9653-4c40-9a00-b0d7ef3a0106,3d993422-2ec0-444b-872a-89656f998286,2021/08/31,ヤマトー桜井南店,ヤマト桜井南店,ヤマトー商事株式会社
ヤマトー桜井南店,桜井市谷   ２４５－１,桜井市谷,２４５－１,0744-43-8822,菓子製造業,ヤマトー商事株式会社,桜井市桜井   １９６,0744-29-3292,R03.08.31,R03.08.31,第821386号,,322,ヤマトー桜井南店,0744,0744-43-8822,,,,桜井市谷,奈良県桜井市谷,２４５－１,173180,29,29206,谷,,2021/08/31,2021/08/31,,,ヤマトー商事株式会社,,0744-29-3292,桜井市桜井   １９６,奈良県桜井市桜井１９６,,173168,奈良県,桜井市,桜井,第821386号,,菓子製造業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,E,9,,,ヤマト桜井南店0744-43-882217318029206,99e8840c-777f-4cbe-a071-539775a8ae79,ヤマトー商事株式会社173168,fe970899-9653-4c40-9a00-b0d7ef3a0106,99e276a1-3188-4477-9aed-6d62cf11b5a8,2021/08/31,ヤマトー桜井南店,ヤマト桜井南店,ヤマトー商事株式会社
カラオケ   ＲＡＧ,桜井市川合   ２５５－４浅田ビル１階,桜井市川合,２５５－４浅田ビル１階,,飲食店営業,美馬   俊一,,,R03.08.31,R03.08.31,第821384号,,322,カラオケ   ＲＡＧ,0744,,,,,桜井市川合,奈良県桜井市川合,２５５－４浅田ビル１階,173158,29,29206,川合,,2021/08/31,2021/08/31,,,,美馬   俊一,,,,,,,,,第821384号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,カラオケＲＡＧ17315829206,09de9263-50db-45f8-aafe-bcd9e0c026fd,,personal,7ea3dbf7-0349-4425-adcc-0a5ce3987ffd,2021/08/31,カラオケ　ＲＡＧ,カラオケＲＡＧ,
ビアードパパ近鉄生駒店,生駒市谷田町   １６００   近鉄百貨店生駒店２Ｆ,生駒市谷田町 １６００   ,近鉄百貨店生駒店２Ｆ,0743-85-7881,菓子製造業,（株）近鉄百貨店,大阪市阿倍野区阿倍野筋   １－１－４３,06-6624-1111,R03.08.30,R03.08.30,第421214号,,321,ビアードパパ近鉄生駒店,0743,0743-85-7881,,,,生駒市谷田町 １６００   ,奈良県生駒市谷田町１６００,近鉄百貨店生駒店２Ｆ,173505,29,29209,谷田町,,2021/08/30,2021/08/30,,,（株）近鉄百貨店,,06-6624-1111,大阪市阿倍野区阿倍野筋   １－１－４３,大阪府大阪市阿倍野区阿倍野筋１－１－４３,,155077,大阪府,大阪市阿倍野区,阿倍野筋１,第421214号,,菓子製造業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,E,9,,,ビアドパパ近鉄生駒店0743-85-788117350529209,9dcb8944-7c90-486c-8c3a-74d53b4b55ab,株式会社近鉄百貨店155077,953ebc0c-0e33-44e0-a715-f7697867ec3d,a8288709-5127-4864-8c42-c2a1c0a44dc2,2021/08/30,ビアードパパ近鉄生駒店,ビアドパパ近鉄生駒店,株式会社近鉄百貨店
ＢＡＲ   ＭＩＲＥＹ,生駒郡斑鳩町阿波   ２－１４－３４グリーンマンション１０２,生駒郡斑鳩町阿波,２－１４－３４グリーンマンション１０２,,飲食店営業,塚   夏樹,,,R03.08.30,R03.08.30,第421215号,,321,ＢＡＲ   ＭＩＲＥＹ,0745,,,,,生駒郡斑鳩町阿波,奈良県生駒郡斑鳩町阿波,２－１４－３４グリーンマンション１０２,173908,29,29344,阿波,,2021/08/30,2021/08/30,,,,塚   夏樹,,,,,,,,,第421215号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,ＢＡＲＭＩＲＥＹ17390829344,1b25c136-c513-419a-9acb-ff05196be066,,personal,1d323eb1-af1b-4846-bb26-279cb11c367c,2021/08/30,ＢＡＲ　ＭＩＲＥＹ,ＢＡＲＭＩＲＥＹ,
,高市郡高取町観覚寺   １４１５,高市郡高取町観覚寺,１４１５,0744-52-3144,漬物製造業,森本   喜代子,,,R03.08.30,R03.08.30,第821392号,,322,,0744,0744-52-3144,,,,高市郡高取町観覚寺,奈良県高市郡高取町観覚寺,１４１５,174229,29,29401,観覚寺,,2021/08/30,2021/08/30,,,,森本   喜代子,,,,,,,,,第821392号,,漬物製造業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,E,9,,,0744-52-314417422929401,bd46b75c-ed42-411e-b8cd-4ee285e10baa,,personal,1ea39bbf-f118-4c7a-a5fb-16bf70a8234a,2021/08/30,,,
Ｓｉｓｔｅｒ,桜井市三輪   ９９２－１３   １Ｆ,桜井市三輪 ９９２－１３   ,１Ｆ,,飲食店営業,辻   朋子,,,R03.08.30,R03.08.30,第821380号,,322,Ｓｉｓｔｅｒ,0744,,,,,桜井市三輪 ９９２－１３   ,奈良県桜井市三輪９９２－１３,１Ｆ,173200,29,29206,三輪,,2021/08/30,2021/08/30,,,,辻   朋子,,,,,,,,,第821380号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,Ｓｉｓｔｅｒ17320029206,31201dc5-aac2-4513-87e5-bc866d0324cc,,personal,00aa3d12-210e-45c9-9437-d34540cab39d,2021/08/30,Ｓｉｓｔｅｒ,Ｓｉｓｔｅｒ,
ちりとり鍋酒場   たかちゃん,生駒郡斑鳩町興留   ７－１－１４－２Ｆ,生駒郡斑鳩町興留,７－１－１４－２Ｆ,0745-75-0823,飲食店営業,猪俣   高明,,,R03.08.27,R03.08.27,第421201号,,321,ちりとり鍋酒場   たかちゃん,0745,0745-75-0823,,,,生駒郡斑鳩町興留,奈良県生駒郡斑鳩町興留,７－１－１４－２Ｆ,173916,29,29344,興留,,2021/08/27,2021/08/27,,,,猪俣   高明,,,,,,,,,第421201号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,ちりとり鍋酒場たかちゃん0745-75-082317391629344,d56d1052-a9ca-4c01-89a4-c5e8dab6a994,,personal,c72149dc-74f0-4b53-a8da-e9ef631c4b4c,2021/08/27,ちりとり鍋酒場　たかちゃん,ちりとり鍋酒場たかちゃん,
ロピア大和郡山店,大和郡山市筒井町   ５３１－６,大和郡山市筒井町,５３１－６,0743-23-0298,飲食店営業,株式会社関西ロピア,川崎市幸区南幸町   ２－９,044-589-6464,R03.08.27,R03.08.27,第421202号,,321,ロピア大和郡山店,0743,0743-23-0298,,,,大和郡山市筒井町,奈良県大和郡山市筒井町,５３１－６,172877,29,29203,筒井町,,2021/08/27,2021/08/27,,,株式会社関西ロピア,,044-589-6464,川崎市幸区南幸町   ２－９,神奈川県川崎市幸区南幸町２－９,,80095,神奈川県,川崎市幸区,南幸町２,第421202号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,ロピア大和郡山店0743-23-029817287729203,ad5c1899-2bb3-45a1-b644-1b52598e964e,株式会社関西ロピア80095,4d628bad-38fa-4728-8655-334674777f47,12777816-51a5-4c6e-bcb5-cd786ea15172,2021/08/27,ロピア大和郡山店,ロピア大和郡山店,株式会社関西ロピア
ロピア大和郡山店,大和郡山市筒井町   ５３１－６,大和郡山市筒井町,５３１－６,0743-23-0298,菓子製造業,株式会社関西ロピア,川崎市幸区南幸町   ２－９,044-589-6464,R03.08.27,R03.08.27,第421203号,,321,ロピア大和郡山店,0743,0743-23-0298,,,,大和郡山市筒井町,奈良県大和郡山市筒井町,５３１－６,172877,29,29203,筒井町,,2021/08/27,2021/08/27,,,株式会社関西ロピア,,044-589-6464,川崎市幸区南幸町   ２－９,神奈川県川崎市幸区南幸町２－９,,80095,神奈川県,川崎市幸区,南幸町２,第421203号,,菓子製造業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,E,9,,,ロピア大和郡山店0743-23-029817287729203,ad5c1899-2bb3-45a1-b644-1b52598e964e,株式会社関西ロピア80095,4d628bad-38fa-4728-8655-334674777f47,1297993c-e75b-46e9-99b3-3d3ad1b47c86,2021/08/27,ロピア大和郡山店,ロピア大和郡山店,株式会社関西ロピア
ロピア大和郡山店,大和郡山市筒井町   ５３１－６,大和郡山市筒井町,５３１－６,0743-23-0298,食肉販売業,株式会社関西ロピア,川崎市幸区南幸町   ２－９,044-589-6464,R03.08.27,R03.08.27,第421204号,,321,ロピア大和郡山店,0743,0743-23-0298,,,,大和郡山市筒井町,奈良県大和郡山市筒井町,５３１－６,172877,29,29203,筒井町,,2021/08/27,2021/08/27,,,株式会社関西ロピア,,044-589-6464,川崎市幸区南幸町   ２－９,神奈川県川崎市幸区南幸町２－９,,80095,神奈川県,川崎市幸区,南幸町２,第421204号,,食肉販売業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,I,58,583,,ロピア大和郡山店0743-23-029817287729203,ad5c1899-2bb3-45a1-b644-1b52598e964e,株式会社関西ロピア80095,4d628bad-38fa-4728-8655-334674777f47,5bfb6278-04fb-49bb-a1a8-b6c29c85130c,2021/08/27,ロピア大和郡山店,ロピア大和郡山店,株式会社関西ロピア
ロピア大和郡山店,大和郡山市筒井町   ５３１－６,大和郡山市筒井町,５３１－６,0743-23-0298,飲食店営業,株式会社関西ロピア,川崎市幸区南幸町   ２－９,044-589-6464,R03.08.27,R03.08.27,第421205号,,321,ロピア大和郡山店,0743,0743-23-0298,,,,大和郡山市筒井町,奈良県大和郡山市筒井町,５３１－６,172877,29,29203,筒井町,,2021/08/27,2021/08/27,,,株式会社関西ロピア,,044-589-6464,川崎市幸区南幸町   ２－９,神奈川県川崎市幸区南幸町２－９,,80095,神奈川県,川崎市幸区,南幸町２,第421205号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,ロピア大和郡山店0743-23-029817287729203,ad5c1899-2bb3-45a1-b644-1b52598e964e,株式会社関西ロピア80095,4d628bad-38fa-4728-8655-334674777f47,1806bf0a-6eed-474e-810a-68f2ac362b73,2021/08/27,ロピア大和郡山店,ロピア大和郡山店,株式会社関西ロピア
ロピア大和郡山店,大和郡山市筒井町   ５３１－６,大和郡山市筒井町,５３１－６,0743-23-0298,魚介類販売業,株式会社関西ロピア,川崎市幸区南幸町   ２－９,044-589-6464,R03.08.27,R03.08.27,第421206号,,321,ロピア大和郡山店,0743,0743-23-0298,,,,大和郡山市筒井町,奈良県大和郡山市筒井町,５３１－６,172877,29,29203,筒井町,,2021/08/27,2021/08/27,,,株式会社関西ロピア,,044-589-6464,川崎市幸区南幸町   ２－９,神奈川県川崎市幸区南幸町２－９,,80095,神奈川県,川崎市幸区,南幸町２,第421206号,,魚介類販売業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,I,58,,,ロピア大和郡山店0743-23-029817287729203,ad5c1899-2bb3-45a1-b644-1b52598e964e,株式会社関西ロピア80095,4d628bad-38fa-4728-8655-334674777f47,65d1deba-2f6a-4c9a-881b-33fa78ecd2c2,2021/08/27,ロピア大和郡山店,ロピア大和郡山店,株式会社関西ロピア
あくなみ苑   厨房,生駒郡安堵町岡崎   ３３－１,生駒郡安堵町岡崎,３３－１,0743-59-0107,飲食店営業,ダイショクＭＳ株式会社,磯城郡田原本町八田   ４８５－１,0744-33-1558,R03.08.27,R03.08.27,第421207号,,321,あくなみ苑   厨房,0743,0743-59-0107,,,,生駒郡安堵町岡崎,奈良県生駒郡安堵町岡崎,３３－１,173900,29,29345,岡崎,,2021/08/27,2021/08/27,,,ダイショクＭＳ株式会社,,0744-33-1558,磯城郡田原本町八田   ４８５－１,奈良県磯城郡田原本町八田４８５－１,,174149,奈良県,磯城郡田原本町,八田,第421207号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,あくなみ苑厨房0743-59-010717390029345,4f02598b-056d-4e13-8b3a-cc62eea4acc3,ダイショクＭＳ株式会社174149,899da644-d70a-41de-9ca1-722f5b0eb80c,55588c59-94b5-4940-b886-305039307fec,2021/08/27,あくなみ苑　厨房,あくなみ苑厨房,ダイショクＭＳ株式会社
ファミリーマート生駒俵口店,生駒市俵口町   ４５３－１,生駒市俵口町,４５３－１,0743-71-7878,飲食店営業,岸本   卓也,,,R03.08.27,R03.08.27,第421208号,,321,ファミリーマート生駒俵口店,0743,0743-71-7878,,,,生駒市俵口町,奈良県生駒市俵口町,４５３－１,173506,29,29209,俵口町,,2021/08/27,2021/08/27,,,,岸本   卓也,,,,,,,,,第421208号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,ファミリマト生駒俵口店0743-71-787817350629209,e690c604-08c0-4365-abdf-d65221219d18,,personal,1a6d16a9-4537-4bcb-aa13-121ea4bf03ed,2021/08/27,ファミリーマート生駒俵口店,ファミリマト生駒俵口店,
アポイント,生駒市小明町   ５４９－３,生駒市小明町,５４９－３,0743-74-2430,飲食店営業,福田   和子,,,R03.08.27,R03.08.27,第421209号,,321,アポイント,0743,0743-74-2430,,,,生駒市小明町,奈良県生駒市小明町,５４９－３,173486,29,29209,小明町,,2021/08/27,2021/08/27,,,,福田   和子,,,,,,,,,第421209号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,アポイント0743-74-243017348629209,e411bbf6-0267-4f22-a92a-7c8ae860f0e6,,personal,7735ea56-80a6-4897-88ab-33bc3e155c53,2021/08/27,アポイント,アポイント,
ごっつおの店,生駒市北田原町   ２３５５－１,生駒市北田原町,２３５５－１,0743-78-9323,飲食店営業,稲葉   治代,,,R03.08.27,R03.08.27,第421212号,,321,ごっつおの店,0743,0743-78-9323,,,,生駒市北田原町,奈良県生駒市北田原町,２３５５－１,173485,29,29209,北田原町,,2021/08/27,2021/08/27,,,,稲葉   治代,,,,,,,,,第421212号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,ごっつおの店0743-78-932317348529209,f346a99a-4a79-4eed-b61b-2373cb4ae7ea,,personal,4823e005-951e-4d7a-82ef-a028e645b4a2,2021/08/27,ごっつおの店,ごっつおの店,
ソレイユ,御所市柳原   ３２２－３,御所市柳原,３２２－３,0745-44-3770,飲食店営業,福島   真知子,,,R03.08.27,R03.08.27,第821383号,,322,ソレイユ,0745,0745-44-3770,,,,御所市柳原,奈良県御所市柳原,３２２－３,173463,29,29208,柳原,,2021/08/27,2021/08/27,,,,福島   真知子,,,,,,,,,第821383号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,ソレイユ0745-44-377017346329208,aa1326bf-fd78-4c9f-aa80-ac7121c9c862,,personal,9891e4ac-20b9-46e1-a7d3-5c085ce93150,2021/08/27,ソレイユ,ソレイユ,
カルメシ茶屋   生駒店,生駒市元町   １－１３－１   グリーンヒルいこま   ３Ｆ,生駒市元町 １－１３－１   ,グリーンヒルいこま ３Ｆ,0743-75-5126,飲食店営業,進弘フードサービス株式会社,奈良市登美ヶ丘   ５－１－１７,0742-45-6552,R03.08.26,R03.08.26,第421194号,,321,カルメシ茶屋   生駒店,0743,0743-75-5126,,,,生駒市元町 １－１３－１   ,奈良県生駒市元町１－１３－１,グリーンヒルいこま ３Ｆ,173533,29,29209,元町１,,2021/08/26,2021/08/26,,,進弘フードサービス株式会社,,0742-45-6552,奈良市登美ヶ丘   ５－１－１７,奈良県奈良市登美が丘５－１－１７,,172330,奈良県,奈良市,登美が丘５,第421194号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,カルメシ茶屋生駒店0743-75-512617353329209,cff23e2c-7c15-448d-8d61-214e8a70b317,進弘フードサービス株式会社172330,dd37fc57-b386-428d-b09a-e2c7b1fc4823,9932f2fa-a250-4f6d-8be6-0bc9c9c4d5c2,2021/08/26,カルメシ茶屋　生駒店,カルメシ茶屋生駒店,進弘フードサービス株式会社
