https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,n処理終了,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
申請者1,申請者2,申請-住所0,申請-住所1,申請-マンション名,施設名,施設-住所1,施設-住所0,施設-住所2,施設-マンション名,施設-電話番号1,業種,業態,確認番号,開業年月日,許可年月日,許可期間開始日,許可期間終了日,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
有限会社和光亭,渡邉和子,北九州市若松区本町二丁目８－２３,北九州市若松区本町２丁目８－２３,,和光亭,福岡県,北九州市若松区本町二丁目８－２３,北九州市若松区本町２丁目８－２３,,093-761-5006,① 飲食店営業,料理店,2021-40098,2021/11/30,2021/11/30,2021/12/1,2027/11/30,,390,和光亭,093,093-761-5006,,,,福岡県　北九州市若松区本町２丁目８－２３,福岡県北九州市若松区本町２丁目８－２３,,198487,40,40103,本町２,,2021/11/30,2021/11/30,2021/12/01,2027/11/30,有限会社和光亭,渡邉和子,,北九州市若松区本町２丁目８－２３,福岡県北九州市若松区本町２丁目８－２３,,198487,福岡県,北九州市若松区,本町２,2021-40098,,飲食店営業, 料理店,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,和光亭093-761-500619848740103,0995f987-86cb-4232-9e65-77f22e9bcd40,有限会社和光亭198487,09ce9c13-13b5-42c2-8c1a-b538c98babf4,5a509724-fcf4-4c2e-be37-c1b6aafd2f96,2021/11/30,和光亭,和光亭,有限会社和光亭
有限会社和光亭,渡邉和子,北九州市若松区本町二丁目８－２３,北九州市若松区本町２丁目８－２３,,クラブキャッツアイ,福岡県,北九州市若松区本町二丁目８－２３,北九州市若松区本町２丁目８－２３,,093-761-1778,① 飲食店営業,キャバレー,2021-40099,2021/11/30,2021/11/30,2021/12/1,2027/11/30,,390,クラブキャッツアイ,093,093-761-1778,,,,福岡県　北九州市若松区本町２丁目８－２３,福岡県北九州市若松区本町２丁目８－２３,,198487,40,40103,本町２,,2021/11/30,2021/11/30,2021/12/01,2027/11/30,有限会社和光亭,渡邉和子,,北九州市若松区本町２丁目８－２３,福岡県北九州市若松区本町２丁目８－２３,,198487,福岡県,北九州市若松区,本町２,2021-40099,,飲食店営業, キャバレー,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,クラブキャッツアイ093-761-177819848740103,4ab5e7f0-3a04-402c-ae7c-7ad2d252ede3,有限会社和光亭198487,09ce9c13-13b5-42c2-8c1a-b538c98babf4,d724bf4e-f6e3-4b7f-8692-0c23e927c53f,2021/11/30,クラブキャッツアイ,クラブキャッツアイ,有限会社和光亭
甲斐髙子,,,,,記念館,福岡県,北九州市小倉北区魚町二丁目６‐５　岩田ビル２Ｆ,北九州市小倉北区魚町２丁目６－５,岩田ビル２Ｆ,093-521-0265,① 飲食店営業,,2021-20797,2021/11/9,2021/11/9,2021/12/1,2027/11/30,,390,記念館,093,093-521-0265,,,,福岡県　北九州市小倉北区魚町２丁目６－５,福岡県北九州市小倉北区魚町２丁目６－５,岩田ビル２Ｆ,198681,40,40106,魚町２,,2021/11/09,2021/11/09,2021/12/01,2027/11/30,,甲斐髙子 ,,,,,,,,,2021-20797,,飲食店営業,,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,記念館093-521-026519868140106,96ba554a-46fc-4ab0-bed7-c77a65ac5254,,personal,1cb867d2-444e-457b-a466-d7b755c0b357,2021/11/09,記念館,記念館,
道免由美子,,,,,縁,福岡県,北九州市若松区中川町１１－１７,北九州市若松区中川町１１－１７,,093-751-7360,① 飲食店営業,スナック,2021-40100,2021/11/30,2021/11/30,2022/1/1,2027/12/31,,390,縁,093,093-751-7360,,,,福岡県　北九州市若松区中川町１１－１７,福岡県北九州市若松区中川町１１－１７,,198446,40,40103,中川町,,2021/11/30,2021/11/30,2022/01/01,2027/12/31,,道免由美子 ,,,,,,,,,2021-40100,,飲食店営業, スナック,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,縁093-751-736019844640103,5d8e11da-d7fa-4a88-81f7-0c8e5dd23886,,personal,3192d3b2-f3b2-41d2-8d15-9cbb11128a7f,2021/11/30,縁,縁,
伊藤隆介,,,,,汐彩物語月下美人,福岡県,北九州市小倉北区鍛冶町一丁目３－４美松コア２F,北九州市小倉北区鍛冶町１丁目３－４,美松コア２F,093-541-7650,① 飲食店営業,一般食堂　居酒屋,2021-20854,2021/11/19,2021/11/19,2022/1/1,2027/12/31,,390,汐彩物語月下美人,093,093-541-7650,,,,福岡県　北九州市小倉北区鍛冶町１丁目３－４,福岡県北九州市小倉北区鍛冶町１丁目３－４,美松コア２F,198693,40,40106,鍛冶町１,,2021/11/19,2021/11/19,2022/01/01,2027/12/31,,伊藤隆介 ,,,,,,,,,2021-20854,,飲食店営業, 一般食堂　居酒屋,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,汐彩物語月下美人093-541-765019869340106,c5199dae-9cd2-4c22-8016-c79745fded81,,personal,2ec3f428-f147-4fc6-86e1-bdf7c3bf72db,2021/11/19,汐彩物語月下美人,汐彩物語月下美人,
髙木伸朗,,,,,酒菜髙木,福岡県,北九州市小倉北区鍛冶町一丁目５－１９山内パークアベニューBF,北九州市小倉北区鍛冶町１丁目５－１９,山内パークアベニューBF,,① 飲食店営業,一般食堂,2021-20858,2021/11/22,2021/11/22,2021/12/1,2027/11/30,,390,酒菜髙木,093,,,,,福岡県　北九州市小倉北区鍛冶町１丁目５－１９,福岡県北九州市小倉北区鍛冶町１丁目５－１９,山内パークアベニューBF,198693,40,40106,鍛冶町１,,2021/11/22,2021/11/22,2021/12/01,2027/11/30,,髙木伸朗 ,,,,,,,,,2021-20858,,飲食店営業, 一般食堂,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,酒菜髙木19869340106,8145a610-136c-461f-804c-eb5628cf133b,,personal,fc0f4973-76b1-402f-a5e2-d2ff9487c72b,2021/11/22,酒菜髙木,酒菜髙木,
宮名利佳代子,,,,,豊後,福岡県,北九州市小倉北区明和町１－２３コーポ明和ビル１F,北九州市小倉北区明和町１－２３,コーポ明和ビル１F,093-531-3741,① 飲食店営業,,2021-20904,2021/11/30,2021/11/30,2022/1/1,2027/12/31,,390,豊後,093,093-531-3741,,,,福岡県　北九州市小倉北区明和町１－２３,福岡県北九州市小倉北区明和町１－２３,コーポ明和ビル１F,198866,40,40106,明和町,,2021/11/30,2021/11/30,2022/01/01,2027/12/31,,宮名利佳代子 ,,,,,,,,,2021-20904,,飲食店営業,,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,豊後093-531-374119886640106,7d4c5033-d69c-4032-93c3-e7aa044142e7,,personal,eb46206d-9e1b-40d4-ae0f-1d831b4caef4,2021/11/30,豊後,豊後,
緒方基大,,,,,からあげの一富士,福岡県,北九州市小倉北区下到津四丁目１０－７,北九州市小倉北区下到津４丁目１０－７,,,① 飲食店営業,,2021-20831,2021/11/22,2021/11/22,2021/11/22,2027/11/30,,390,からあげの一富士,093,,,,,福岡県　北九州市小倉北区下到津４丁目１０－７,福岡県北九州市小倉北区下到津４丁目１０－７,,198777,40,40106,下到津４,,2021/11/22,2021/11/22,2021/11/22,2027/11/30,,緒方基大 ,,,,,,,,,2021-20831,,飲食店営業,,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,からあげの一富士19877740106,4d4bee76-282d-4932-b48a-45bca851c96a,,personal,f2276fb7-2fd4-4800-afed-dd11ce1b5e13,2021/11/22,からあげの一富士,からあげの一富士,
株式会社ＣＡＭ,林照了,北九州市小倉南区上石田１丁目３－６,北九州市小倉南区上石田１丁目３－６,,ＣＯＭ,福岡県,北九州市小倉北区熊本２丁目10-6,北九州市小倉北区熊本２丁目１０－６,,,① 飲食店営業,,2021-20863,2021/11/29,2021/11/29,2021/11/29,2027/11/30,,390,ＣＯＭ,093,,,,,福岡県　北九州市小倉北区熊本２丁目１０－６,福岡県北九州市小倉北区熊本２丁目１０－６,,198743,40,40106,熊本２,,2021/11/29,2021/11/29,2021/11/29,2027/11/30,株式会社ＣＡＭ,林照了,,北九州市小倉南区上石田１丁目３－６,福岡県北九州市小倉南区上石田１丁目３－６,,199039,福岡県,北九州市小倉南区,上石田１,2021-20863,,飲食店営業,,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,ＣＯＭ19874340106,dc56eff8-fd60-4cf9-9195-5aa293d5e3e6,株式会社ＣＡＭ199039,e06af9fb-d151-46b8-bfd5-673fb4b8d95d,d48404e7-0ea8-4dcf-a735-7e8495a1ba11,2021/11/29,ＣＯＭ,ＣＯＭ,株式会社ＣＡＭ
瑛翔楼株式会社,山下翔正,北九州市小倉北区緑ケ丘一丁目１４－２９　１Ｆ,北九州市小倉北区緑ケ丘１丁目１４－２９,１Ｆ,瑛翔楼のテイクアウト,福岡県,北九州市小倉北区高峰町１０－２,北九州市小倉北区高峰町１０－２,,093-592-8090,㉕ そうざい製造業,,2021-20859,2021/11/26,2021/11/26,2021/11/26,2027/11/30,,390,瑛翔楼のテイクアウト,093,093-592-8090,,,,福岡県　北九州市小倉北区高峰町１０－２,福岡県北九州市小倉北区高峰町１０－２,,198809,40,40106,高峰町,,2021/11/26,2021/11/26,2021/11/26,2027/11/30,瑛翔楼株式会社,山下翔正,,北九州市小倉北区緑ケ丘１丁目１４－２９,福岡県北九州市小倉北区緑が丘１丁目１４－２９,１Ｆ,198851,福岡県,北九州市小倉北区,緑が丘１,2021-20859,,そうざい製造業,,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,E,9,,,瑛翔楼のテイクアウト093-592-809019880940106,076deebe-38d4-4d85-b756-8123a9d511cc,瑛翔楼株式会社198851,e9f52243-1a27-4067-a8c3-8d81ff792d4a,619f5d8c-cfdc-4886-bc52-4a70e7d4e272,2021/11/26,瑛翔楼のテイクアウト,瑛翔楼のテイクアウト,瑛翔楼株式会社
壱岐尾剛,,,,,Ambitious,福岡県,北九州市小倉北区紺屋町３－３ウィステリアビル５F,北九州市小倉北区紺屋町３－３,ウィステリアビル５F,,① 飲食店営業,バー,2021-20882,2021/11/26,2021/11/26,2021/11/26,2027/11/30,,390,Ambitious,093,,,,,福岡県　北九州市小倉北区紺屋町３－３,福岡県北九州市小倉北区紺屋町３－３,ウィステリアビル５F,198757,40,40106,紺屋町,,2021/11/26,2021/11/26,2021/11/26,2027/11/30,,壱岐尾剛 ,,,,,,,,,2021-20882,,飲食店営業, バー,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,Ａｍｂｉｔｉｏｕｓ19875740106,70ec1699-d00d-4c6e-aca1-13e78a29b595,,personal,a06a5b74-d1d9-4f35-82d7-5460bdaac5f8,2021/11/26,Ａｍｂｉｔｉｏｕｓ,Ａｍｂｉｔｉｏｕｓ,
長田桂子,,,,,黒髪,福岡県,北九州市小倉北区堺町一丁目４－１１林ビル１F,北九州市小倉北区堺町１丁目４－１１,林ビル１F,093-551-3320,① 飲食店営業,スナック,2021-20880,2021/11/26,2021/11/26,2022/1/1,2027/12/31,,390,黒髪,093,093-551-3320,,,,福岡県　北九州市小倉北区堺町１丁目４－１１,福岡県北九州市小倉北区堺町１丁目４－１１,林ビル１F,198760,40,40106,堺町１,,2021/11/26,2021/11/26,2022/01/01,2027/12/31,,長田桂子 ,,,,,,,,,2021-20880,,飲食店営業, スナック,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,黒髪093-551-332019876040106,3cfba6c9-030e-4122-ac8f-b9c90259faa8,,personal,b0bbe165-4416-4416-b06b-ebad6a279576,2021/11/26,黒髪,黒髪,
株式会社ランドリープレス,和田剛,北九州市八幡西区日吉台１丁目１４番２５号,北九州市八幡西区日吉台１丁目１４番２５号,,まこと屋,福岡県,北九州市八幡西区穴生三丁目１２－１５,北九州市八幡西区穴生３丁目１２－１５,,,① 飲食店営業,ラーメン屋,2021-60399,2021/11/26,2021/11/26,2021/11/26,2028/11/30,,390,まこと屋,093,,,,,福岡県　北九州市八幡西区穴生３丁目１２－１５,福岡県北九州市八幡西区穴生３丁目１２－１５,,199376,40,40109,穴生３,,2021/11/26,2021/11/26,2021/11/26,2028/11/30,株式会社ランドリープレス,和田剛,,北九州市八幡西区日吉台１丁目１４番２５号,福岡県北九州市八幡西区日吉台１丁目１４番２５号,,199599,福岡県,北九州市八幡西区,日吉台１,2021-60399,,飲食店営業, ラーメン屋,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,まこと屋19937640109,2bbb6049-587e-4e1f-bc92-2e75870099f6,株式会社ランドリープレス199599,2d0ed899-bd15-4877-a7b1-71cbd649bab7,85dcdbc7-d14a-4ba1-9c9e-28581291c743,2021/11/26,まこと屋,まこと屋,株式会社ランドリープレス
ＴＯＭコーポレーション株式会社,宮﨑敏久,北九州市戸畑区中本町２－１５,北九州市戸畑区中本町２－１５,,ホテルリノ,福岡県,北九州市小倉北区末広１丁目15-1,北九州市小倉北区末広１丁目１５－１,,,① 飲食店営業,,2021-20900,2021/11/29,2021/11/29,2021/12/1,2027/11/30,,390,ホテルリノ,093,,,,,福岡県　北九州市小倉北区末広１丁目１５－１,福岡県北九州市小倉北区末広１丁目１５－１,,198794,40,40106,末広１,,2021/11/29,2021/11/29,2021/12/01,2027/11/30,ＴＯＭコーポレーション株式会社,宮﨑敏久,,北九州市戸畑区中本町２－１５,福岡県北九州市戸畑区中本町２－１５,,198613,福岡県,北九州市戸畑区,中本町,2021-20900,,飲食店営業,,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,ホテルリノ19879440106,c82de169-3426-455c-bda3-17c6869aa17a,ＴＯＭコーポレーション株式会社198613,1ac63df8-0894-47be-97c7-c7cd9e4ba2e1,64ae31f4-2e54-4183-b5a6-2efcfefd0d7e,2021/11/29,ホテルリノ,ホテルリノ,ＴＯＭコーポレーション株式会社
THE　ICHI　GO　NANA株式会社,田中乃介,北九州市若松区小敷ひびきの一丁目１６－１２ー１０１,北九州市若松区小敷ひびきの１丁目１６－１２,１０１,THE　ICHI　GO　NANA,福岡県,北九州市若松区小敷ひびきの一丁目１６－１２ー１０１,北九州市若松区小敷ひびきの１丁目１６－１２,１０１,,㉗ 冷凍食品製造業,,2021-60444,2021/11/30,2021/11/30,2021/12/2,2028/12/31,,390,THE　ICHI　GO　NANA,093,,,,,福岡県　北九州市若松区小敷ひびきの１丁目１６－１２,福岡県北九州市若松区小敷ひびきノ１丁目１６－１２,１０１,198425,40,40103,小敷,,2021/11/30,2021/11/30,2021/12/02,2028/12/31,THE　ICHI　GO　NANA株式会社,田中乃介,,北九州市若松区小敷ひびきの１丁目１６－１２,福岡県北九州市若松区小敷ひびきノ１丁目１６－１２,１０１,198425,福岡県,北九州市若松区,小敷,2021-60444,,冷凍食品製造業,,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,E,9,,,ＴＨＥＩＣＨＩＧＯＮＡＮＡ19842540103,b125d764-fd06-4a3a-af2f-1c80777eee6e,ＴＨＥ　ＩＣＨＩ　ＧＯ　ＮＡＮＡ株式会社198425,873d43ac-1b23-4590-ab5d-d0d99dc12a3b,fdd8aa60-31f4-46c8-a0bb-f757447d4592,2021/11/30,ＴＨＥ　ＩＣＨＩ　ＧＯ　ＮＡＮＡ,ＴＨＥＩＣＨＩＧＯＮＡＮＡ,ＴＨＥ　ＩＣＨＩ　ＧＯ　ＮＡＮＡ株式会社
根上貴晴,,,,,肉の横山,福岡県,北九州市小倉北区新高田二丁目2-7宮尾市場,北九州市小倉北区新高田２丁目２－７,宮尾市場,093-571-4969,① 飲食店営業,,2021-20906,2021/11/30,2021/11/30,2022/1/1,2027/12/31,,390,肉の横山,093,093-571-4969,,,,福岡県　北九州市小倉北区新高田２丁目２－７,福岡県北九州市小倉北区新高田２丁目２－７,宮尾市場,198790,40,40106,新高田２,,2021/11/30,2021/11/30,2022/01/01,2027/12/31,,根上貴晴 ,,,,,,,,,2021-20906,,飲食店営業,,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,肉の横山093-571-496919879040106,276ca7a2-1dfa-4648-bb0d-2fc773f33944,,personal,99f06f5d-9003-4618-a4c6-a1ec384724aa,2021/11/30,肉の横山,肉の横山,
根上貴晴,,,,,肉の横山,福岡県,北九州市小倉北区新高田二丁目2-7宮尾市場,北九州市小倉北区新高田２丁目２－７,宮尾市場,093-571-4969,③ 食肉販売業,,2021-20907,2021/11/30,2021/11/30,2022/1/1,2027/12/31,,390,肉の横山,093,093-571-4969,,,,福岡県　北九州市小倉北区新高田２丁目２－７,福岡県北九州市小倉北区新高田２丁目２－７,宮尾市場,198790,40,40106,新高田２,,2021/11/30,2021/11/30,2022/01/01,2027/12/31,,根上貴晴 ,,,,,,,,,2021-20907,,食肉販売業,,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,I,58,583,,肉の横山093-571-496919879040106,276ca7a2-1dfa-4648-bb0d-2fc773f33944,,personal,67d5d947-f631-4b8f-aab5-66fdd69d1f6b,2021/11/30,肉の横山,肉の横山,
江良嘉博,,,,,ローズマリー,福岡県,北九州市小倉北区大畠３丁目5-28大勇ビル１Ｆ,北九州市小倉北区大畠３丁目５－２８,大勇ビル１Ｆ,,⑪ 菓子製造業,,2021-20905,2021/11/30,2021/11/30,2022/1/1,2027/12/31,,390,ローズマリー,093,,,,,福岡県　北九州市小倉北区大畠３丁目５－２８,福岡県北九州市小倉北区大畠３丁目５－２８,大勇ビル１Ｆ,198692,40,40106,大畠３,,2021/11/30,2021/11/30,2022/01/01,2027/12/31,,江良嘉博 ,,,,,,,,,2021-20905,,菓子製造業,,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,E,9,,,ロズマリ19869240106,bf916502-8d76-47f1-b8e3-dd5dae97ad5d,,personal,53a5e5ed-7043-467a-ac35-bac6a266347b,2021/11/30,ローズマリー,ロズマリ,
宮西洋二,,,,,とん,福岡県,北九州市小倉北区南丘一丁目２４‐１,北九州市小倉北区南丘１丁目２４－１,,,① 飲食店営業,,2021-20832,2021/11/16,2021/11/16,2022/1/1,2027/12/31,,390,とん,093,,,,,福岡県　北九州市小倉北区南丘１丁目２４－１,福岡県北九州市小倉北区南丘１丁目２４－１,,198854,40,40106,南丘１,,2021/11/16,2021/11/16,2022/01/01,2027/12/31,,宮西洋二 ,,,,,,,,,2021-20832,,飲食店営業,,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,とん19885440106,5cd34880-de27-4f16-bfc4-d50179ac2922,,personal,0b470e0c-f6e0-426d-b31e-3c00c56fb53b,2021/11/16,とん,とん,
伊藤榮紀,,,,,和菓子と寿司の店花月,福岡県,北九州市八幡西区上の原四丁目２９－８,北九州市八幡西区上の原４丁目２９－８,,613-4321,① 飲食店営業,和菓子、いなり等弁当,2021-60466,2021/11/30,2021/11/30,2021/12/1,2027/11/30,,390,和菓子と寿司の店花月,093,093-613-4321,,,,福岡県　北九州市八幡西区上の原４丁目２９－８,福岡県北九州市八幡西区上ノ原４丁目２９－８,,199664,40,40109,上の原４,,2021/11/30,2021/11/30,2021/12/01,2027/11/30,,伊藤榮紀 ,,,,,,,,,2021-60466,,飲食店営業, 和菓子、いなり等弁当,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,和菓子と寿司の店花月093-613-432119966440109,25ff560e-1e52-44af-b532-5863f22abf71,,personal,0b486241-5b25-43d3-9245-56676ad50d40,2021/11/30,和菓子と寿司の店花月,和菓子と寿司の店花月,
